season_end_year,season,high_id,high_name,high_ast,high_pts,low_id,low_name,low_ast,low_pts,combined_ast,combined_pts,share_high,games_together,ast_per_game
2026,2025-26,1630581,Josh Giddey,80,191,202696,Nikola Vučević,26,61,106,252,0.7547169811320755,33,3.212121212121212
2026,2025-26,1630581,Josh Giddey,85,208,1641824,Matas Buzelis,13,36,98,244,0.8673469387755102,54,1.8148148148148149
2026,2025-26,1630581,Josh Giddey,47,101,1630200,Tre Jones,29,75,76,176,0.618421052631579,45,1.6888888888888889
2026,2025-26,202696,Nikola Vučević,35,88,1641824,Matas Buzelis,34,73,69,161,0.5072463768115942,48,1.4375
2026,2025-26,1630200,Tre Jones,45,107,202696,Nikola Vučević,21,50,66,157,0.6818181818181818,37,1.7837837837837838
2026,2025-26,1630245,Ayo Dosunmu,30,70,202696,Nikola Vučević,28,70,58,140,0.5172413793103449,42,1.380952380952381
2026,2025-26,1629632,Coby White,39,89,202696,Nikola Vučević,17,43,56,132,0.6964285714285714,27,2.074074074074074
2026,2025-26,1630200,Tre Jones,44,113,1641824,Matas Buzelis,11,26,55,139,0.8,60,0.9166666666666666
