SEASON,ACTION_TYPE,FGA,FGM,included
2018-19,Tip Layup Shot,146,65,False
2018-19,Turnaround Bank Hook Shot,7,5,False
2018-19,Turnaround Fadeaway Bank Jump Shot,19,13,False
2018-19,Turnaround Fadeaway shot,69,29,False
2018-19,Turnaround Hook Shot,167,86,False
2018-19,Turnaround Jump Shot,92,38,False
2019-20,Alley Oop Dunk Shot,58,45,False
2019-20,Alley Oop Layup shot,17,11,False
2019-20,Cutting Dunk Shot,106,101,False
2019-20,Cutting Finger Roll Layup Shot,8,7,False
2019-20,Cutting Layup Shot,112,83,False
2019-20,Driving Bank Hook Shot,3,3,False
2019-20,Driving Dunk Shot,73,60,False
2019-20,Driving Finger Roll Layup Shot,75,47,False
2019-20,Driving Floating Bank Jump Shot,47,26,True
2019-20,Driving Floating Jump Shot,255,98,True
2019-20,Driving Hook Shot,46,25,False
2019-20,Driving Layup Shot,753,336,False
2019-20,Driving Reverse Dunk Shot,1,1,False
2019-20,Driving Reverse Layup Shot,55,27,False
2019-20,Dunk Shot,63,52,False
2019-20,Fadeaway Jump Shot,82,22,False
2019-20,Finger Roll Layup Shot,10,9,False
2019-20,Floating Jump shot,166,70,True
2019-20,Hook Bank Shot,4,1,False
2019-20,Hook Shot,70,34,False
2019-20,Jump Bank Shot,20,11,False
2019-20,Jump Shot,2133,715,False
2019-20,Layup Shot,337,130,False
2019-20,Pullup Jump shot,383,146,False
2019-20,Putback Dunk Shot,20,20,False
2019-20,Putback Layup Shot,116,73,False
2019-20,Reverse Dunk Shot,1,1,False
2019-20,Reverse Layup Shot,31,21,False
2019-20,Running Alley Oop Dunk Shot,5,5,False
2019-20,Running Dunk Shot,66,64,False
2019-20,Running Finger Roll Layup Shot,21,17,False
2019-20,Running Jump Shot,34,15,False
2019-20,Running Layup Shot,144,95,False
2019-20,Running Pull-Up Jump Shot,16,7,False
2019-20,Running Reverse Dunk Shot,1,1,False
2019-20,Running Reverse Layup Shot,6,5,False
2019-20,Step Back Jump shot,195,79,False
2019-20,Tip Dunk Shot,23,22,False
2019-20,Tip Layup Shot,76,39,False
2019-20,Turnaround Bank Hook Shot,1,1,False
2019-20,Turnaround Fadeaway Bank Jump Shot,12,6,False
2019-20,Turnaround Fadeaway shot,17,7,False
2019-20,Turnaround Hook Shot,59,23,False
2019-20,Turnaround Jump Shot,41,12,False
2020-21,Alley Oop Dunk Shot,22,19,False
2020-21,Alley Oop Layup shot,12,8,False
2020-21,Cutting Dunk Shot,100,98,False
2020-21,Cutting Finger Roll Layup Shot,19,14,False
2020-21,Cutting Layup Shot,217,171,False
2020-21,Driving Bank Hook Shot,2,1,False
2020-21,Driving Dunk Shot,67,57,False
2020-21,Driving Finger Roll Layup Shot,79,53,False
2020-21,Driving Floating Bank Jump Shot,53,26,True
2020-21,Driving Floating Jump Shot,238,104,True
2020-21,Driving Hook Shot,70,34,False
2020-21,Driving Layup Shot,732,336,False
2020-21,Driving Reverse Dunk Shot,1,1,False
2020-21,Driving Reverse Layup Shot,61,40,False
2020-21,Dunk Shot,39,36,False
2020-21,Fadeaway Jump Shot,92,41,False
2020-21,Finger Roll Layup Shot,6,3,False
2020-21,Floating Jump shot,160,75,True
2020-21,Hook Bank Shot,1,0,False
2020-21,Hook Shot,89,55,False
2020-21,Jump Bank Shot,14,9,False
2020-21,Jump Shot,2398,860,False
2020-21,Layup Shot,243,123,False
2020-21,Pullup Jump shot,607,266,False
2020-21,Putback Dunk Shot,22,20,False
2020-21,Putback Layup Shot,96,65,False
2020-21,Reverse Dunk Shot,1,1,False
2020-21,Reverse Layup Shot,54,37,False
2020-21,Running Alley Oop Dunk Shot,5,5,False
2020-21,Running Alley Oop Layup Shot,2,1,False
2020-21,Running Dunk Shot,36,35,False
2020-21,Running Finger Roll Layup Shot,15,11,False
2020-21,Running Jump Shot,28,22,False
2020-21,Running Layup Shot,125,91,False
2020-21,Running Pull-Up Jump Shot,13,5,False
2020-21,Running Reverse Layup Shot,8,7,False
2020-21,Step Back Bank Jump Shot,1,0,False
2020-21,Step Back Jump shot,233,98,False
2020-21,Tip Dunk Shot,10,9,False
2020-21,Tip Layup Shot,134,62,False
2020-21,Turnaround Bank Hook Shot,5,5,False
2020-21,Turnaround Fadeaway Bank Jump Shot,6,4,False
2020-21,Turnaround Fadeaway shot,38,18,False
2020-21,Turnaround Hook Shot,136,73,False
2020-21,Turnaround Jump Shot,90,36,False
2021-22,Alley Oop Dunk Shot,23,19,False
2021-22,Alley Oop Layup shot,18,13,False
2021-22,Cutting Dunk Shot,86,80,False
2021-22,Cutting Finger Roll Layup Shot,22,17,False
2021-22,Cutting Layup Shot,157,115,False
2021-22,Driving Bank Hook Shot,5,2,False
2021-22,Driving Dunk Shot,81,68,False
2021-22,Driving Finger Roll Layup Shot,132,88,False
2021-22,Driving Floating Bank Jump Shot,52,31,True
2021-22,Driving Floating Jump Shot,221,89,True
2021-22,Driving Hook Shot,48,25,False
2021-22,Driving Layup Shot,677,324,False
2021-22,Driving Reverse Dunk Shot,3,3,False
2021-22,Driving Reverse Layup Shot,64,41,False
2021-22,Dunk Shot,31,30,False
2021-22,Fadeaway Jump Shot,207,88,False
2021-22,Finger Roll Layup Shot,8,4,False
2021-22,Floating Jump shot,128,64,True
2021-22,Hook Bank Shot,3,1,False
2021-22,Hook Shot,88,45,False
2021-22,Jump Bank Shot,20,13,False
2021-22,Jump Shot,2333,862,False
2021-22,Layup Shot,205,121,False
2021-22,Pullup Jump shot,1013,475,False
2021-22,Putback Dunk Shot,18,16,False
2021-22,Putback Layup Shot,108,71,False
2021-22,Reverse Dunk Shot,2,1,False
2021-22,Reverse Layup Shot,29,17,False
2021-22,Running Alley Oop Dunk Shot,8,8,False
2021-22,Running Dunk Shot,90,83,False
2021-22,Running Finger Roll Layup Shot,41,26,False
2021-22,Running Jump Shot,47,14,False
2021-22,Running Layup Shot,158,108,False
2021-22,Running Pull-Up Jump Shot,29,12,False
2021-22,Running Reverse Layup Shot,9,6,False
2021-22,Step Back Bank Jump Shot,4,3,False
2021-22,Step Back Jump shot,315,125,False
2021-22,Tip Dunk Shot,15,13,False
2021-22,Tip Layup Shot,135,68,False
2021-22,Turnaround Bank Hook Shot,3,2,False
2021-22,Turnaround Fadeaway Bank Jump Shot,18,8,False
2021-22,Turnaround Fadeaway shot,175,77,False
2021-22,Turnaround Hook Shot,131,64,False
2021-22,Turnaround Jump Shot,167,82,False
2022-23,Alley Oop Dunk Shot,33,31,False
2022-23,Alley Oop Layup shot,21,14,False
2022-23,Cutting Dunk Shot,93,86,False
2022-23,Cutting Finger Roll Layup Shot,13,11,False
2022-23,Cutting Layup Shot,150,108,False
2022-23,Driving Bank Hook Shot,6,1,False
2022-23,Driving Dunk Shot,82,64,False
2022-23,Driving Finger Roll Layup Shot,159,121,False
2022-23,Driving Floating Bank Jump Shot,82,45,True
2022-23,Driving Floating Jump Shot,167,62,True
2022-23,Driving Hook Shot,39,23,False
2022-23,Driving Layup Shot,747,389,False
2022-23,Driving Reverse Layup Shot,86,63,False
2022-23,Dunk Shot,42,27,False
2022-23,Fadeaway Bank shot,16,9,False
2022-23,Fadeaway Jump Shot,135,58,False
2022-23,Finger Roll Layup Shot,17,11,False
2022-23,Floating Jump shot,109,65,True
2022-23,Hook Shot,63,40,False
2022-23,Jump Bank Shot,14,3,False
2022-23,Jump Shot,2143,802,False
2022-23,Layup Shot,147,83,False
2022-23,Pullup Jump shot,1119,476,False
2022-23,Putback Dunk Shot,16,14,False
2022-23,Putback Layup Shot,87,53,False
2022-23,Reverse Dunk Shot,2,2,False
2022-23,Reverse Layup Shot,30,20,False
2022-23,Running Alley Oop Dunk Shot,9,9,False
2022-23,Running Alley Oop Layup Shot,1,1,False
2022-23,Running Dunk Shot,79,71,False
2022-23,Running Finger Roll Layup Shot,44,34,False
2022-23,Running Jump Shot,99,41,False
2022-23,Running Layup Shot,254,158,False
2022-23,Running Pull-Up Jump Shot,43,16,False
2022-23,Running Reverse Dunk Shot,1,1,False
2022-23,Running Reverse Layup Shot,26,19,False
2022-23,Step Back Bank Jump Shot,2,1,False
2022-23,Step Back Jump shot,273,104,False
2022-23,Tip Dunk Shot,26,24,False
2022-23,Tip Layup Shot,164,78,False
2022-23,Turnaround Bank Hook Shot,3,3,False
2022-23,Turnaround Bank shot,14,7,False
2022-23,Turnaround Fadeaway Bank Jump Shot,8,4,False
2022-23,Turnaround Fadeaway shot,127,55,False
2022-23,Turnaround Hook Shot,161,96,False
2022-23,Turnaround Jump Shot,164,85,False
2023-24,Alley Oop Dunk Shot,11,10,False
2023-24,Alley Oop Layup shot,5,5,False
2023-24,Cutting Dunk Shot,57,50,False
2023-24,Cutting Finger Roll Layup Shot,15,14,False
2023-24,Cutting Layup Shot,105,75,False
2023-24,Driving Bank Hook Shot,10,7,False
2023-24,Driving Dunk Shot,68,51,False
2023-24,Driving Finger Roll Layup Shot,290,213,False
2023-24,Driving Floating Bank Jump Shot,101,57,True
2023-24,Driving Floating Jump Shot,315,135,True
2023-24,Driving Hook Shot,58,26,False
2023-24,Driving Layup Shot,660,319,False
2023-24,Driving Reverse Dunk Shot,2,1,False
2023-24,Driving Reverse Layup Shot,84,51,False
2023-24,Dunk Shot,37,28,False
2023-24,Fadeaway Bank shot,14,7,False
2023-24,Fadeaway Jump Shot,111,46,False
2023-24,Finger Roll Layup Shot,17,11,False
2023-24,Floating Jump shot,169,94,True
2023-24,Hook Bank Shot,2,1,False
2023-24,Hook Shot,77,38,False
2023-24,Jump Bank Shot,10,2,False
2023-24,Jump Shot,2286,822,False
2023-24,Layup Shot,156,85,False
2023-24,Pullup Jump shot,878,367,False
2023-24,Putback Dunk Shot,16,14,False
2023-24,Putback Layup Shot,125,75,False
2023-24,Reverse Dunk Shot,4,4,False
2023-24,Reverse Layup Shot,16,13,False
2023-24,Running Alley Oop Dunk Shot,2,2,False
2023-24,Running Alley Oop Layup Shot,2,1,False
2023-24,Running Dunk Shot,71,61,False
2023-24,Running Finger Roll Layup Shot,67,50,False
2023-24,Running Jump Shot,137,57,False
2023-24,Running Layup Shot,228,131,False
2023-24,Running Pull-Up Jump Shot,76,33,False
2023-24,Running Reverse Dunk Shot,1,1,False
2023-24,Running Reverse Layup Shot,20,11,False
2023-24,Step Back Bank Jump Shot,1,1,False
2023-24,Step Back Jump shot,273,123,False
2023-24,Tip Dunk Shot,20,14,False
2023-24,Tip Layup Shot,222,102,False
2023-24,Turnaround Bank Hook Shot,2,1,False
2023-24,Turnaround Bank shot,13,10,False
2023-24,Turnaround Fadeaway Bank Jump Shot,5,1,False
2023-24,Turnaround Fadeaway shot,172,69,False
2023-24,Turnaround Hook Shot,163,87,False
2023-24,Turnaround Jump Shot,165,72,False
2024-25,Alley Oop Dunk Shot,15,14,False
2024-25,Alley Oop Layup shot,10,5,False
2024-25,Cutting Dunk Shot,79,67,False
2024-25,Cutting Finger Roll Layup Shot,31,25,False
2024-25,Cutting Layup Shot,211,158,False
2024-25,Driving Bank Hook Shot,6,3,False
2024-25,Driving Dunk Shot,64,51,False
2024-25,Driving Finger Roll Layup Shot,268,171,False
2024-25,Driving Floating Bank Jump Shot,133,76,True
2024-25,Driving Floating Jump Shot,346,138,True
2024-25,Driving Hook Shot,62,29,False
2024-25,Driving Layup Shot,778,375,False
2024-25,Driving Reverse Dunk Shot,3,2,False
2024-25,Driving Reverse Layup Shot,96,62,False
2024-25,Dunk Shot,20,15,False
2024-25,Fadeaway Bank shot,10,5,False
2024-25,Fadeaway Jump Shot,98,38,False
2024-25,Finger Roll Layup Shot,5,5,False
2024-25,Floating Jump shot,169,106,True
2024-25,Hook Bank Shot,2,2,False
2024-25,Hook Shot,56,34,False
2024-25,Jump Bank Shot,7,1,False
2024-25,Jump Shot,2507,922,False
2024-25,Layup Shot,75,48,False
2024-25,Pullup Jump shot,551,190,False
2024-25,Putback Dunk Shot,3,3,False
2024-25,Putback Layup Shot,104,72,False
2024-25,Reverse Dunk Shot,2,2,False
2024-25,Reverse Layup Shot,22,11,False
2024-25,Running Alley Oop Dunk Shot,12,11,False
2024-25,Running Alley Oop Layup Shot,3,3,False
2024-25,Running Dunk Shot,99,91,False
2024-25,Running Finger Roll Layup Shot,76,57,False
2024-25,Running Jump Shot,256,101,False
2024-25,Running Layup Shot,316,190,False
2024-25,Running Pull-Up Jump Shot,126,46,False
2024-25,Running Reverse Dunk Shot,1,1,False
2024-25,Running Reverse Layup Shot,34,24,False
2024-25,Step Back Bank Jump Shot,1,0,False
2024-25,Step Back Jump shot,381,148,False
2024-25,Tip Dunk Shot,24,20,False
2024-25,Tip Layup Shot,166,78,False
2024-25,Turnaround Bank Hook Shot,12,7,False
2024-25,Turnaround Bank shot,6,3,False
2024-25,Turnaround Fadeaway Bank Jump Shot,8,4,False
2024-25,Turnaround Fadeaway shot,106,39,False
2024-25,Turnaround Hook Shot,129,66,False
2024-25,Turnaround Jump Shot,56,24,False
2025-26,Alley Oop Dunk Shot,24,22,False
2025-26,Alley Oop Layup shot,18,10,False
2025-26,Cutting Dunk Shot,86,78,False
2025-26,Cutting Finger Roll Layup Shot,29,27,False
2025-26,Cutting Layup Shot,231,151,False
2025-26,Driving Bank Hook Shot,15,4,False
2025-26,Driving Dunk Shot,45,37,False
2025-26,Driving Finger Roll Layup Shot,303,211,False
2025-26,Driving Floating Bank Jump Shot,140,81,True
2025-26,Driving Floating Jump Shot,425,176,True
2025-26,Driving Hook Shot,70,41,False
2025-26,Driving Layup Shot,861,402,False
2025-26,Driving Reverse Dunk Shot,1,1,False
2025-26,Driving Reverse Layup Shot,104,57,False
2025-26,Dunk Shot,20,17,False
2025-26,Fadeaway Bank shot,4,1,False
2025-26,Fadeaway Jump Shot,41,10,False
2025-26,Finger Roll Layup Shot,6,4,False
2025-26,Floating Jump shot,144,72,True
2025-26,Hook Bank Shot,2,0,False
2025-26,Hook Shot,35,18,False
2025-26,Jump Bank Shot,8,4,False
2025-26,Jump Shot,2554,939,False
2025-26,Layup Shot,100,57,False
2025-26,Pullup Jump shot,485,180,False
2025-26,Putback Dunk Shot,11,10,False
2025-26,Putback Layup Shot,107,76,False
2025-26,Reverse Dunk Shot,2,2,False
2025-26,Reverse Layup Shot,28,19,False
2025-26,Running Alley Oop Dunk Shot,16,15,False
2025-26,Running Alley Oop Layup Shot,7,4,False
2025-26,Running Dunk Shot,86,76,False
2025-26,Running Finger Roll Layup Shot,69,55,False
2025-26,Running Jump Shot,245,88,False
2025-26,Running Layup Shot,372,233,False
2025-26,Running Pull-Up Jump Shot,96,37,False
2025-26,Running Reverse Dunk Shot,1,1,False
2025-26,Running Reverse Layup Shot,43,31,False
2025-26,Step Back Bank Jump Shot,2,0,False
2025-26,Step Back Jump shot,192,63,False
2025-26,Tip Dunk Shot,13,6,False
2025-26,Tip Layup Shot,138,59,False
2025-26,Turnaround Bank Hook Shot,8,6,False
2025-26,Turnaround Bank shot,9,5,False
2025-26,Turnaround Fadeaway Bank Jump Shot,1,0,False
2025-26,Turnaround Fadeaway shot,57,16,False
2025-26,Turnaround Hook Shot,117,55,False
2025-26,Turnaround Jump Shot,46,19,False
