season,season_label,player_id,player_name,games,minutes,minutes_per_game,possessions,points,rebounds,assists,steals,blocks,turnovers,field_goal_attempts,free_throw_attempts,net_rating,ppg,points_per_75,pra,pra_per_75,obpm,dbpm,bpm,vorp,ws,ts_pct,qualified_0,qualified_300,qualified_500,qualified_750,qualified_1000,rank_bpm_0,rank_vorp_0,rank_ppg_0,rank_pra_per_75_0,rank_bpm_300,rank_vorp_300,rank_ppg_300,rank_pra_per_75_300,rank_bpm_500,rank_vorp_500,rank_ppg_500,rank_pra_per_75_500,rank_bpm_750,rank_vorp_750,rank_ppg_750,rank_pra_per_75_750,rank_bpm_1000,rank_vorp_1000,rank_ppg_1000,rank_pra_per_75_1000,rim_fga,paint_non_rim_fga,midrange_fga,left_corner_three_fga,right_corner_three_fga,above_break_three_fga,backcourt_fga,three_fga,shot_zone_fga,rim_attempt_share,three_attempt_share,team_wins,team_losses,team_games,previous_team_wins,previous_team_games,team_win_change,team_win_pct,previous_team_win_pct,team_win_pct_change,rank_ws_0,rank_ws_300,rank_ws_500,rank_ws_750,rank_ws_1000
2019,2018-19,1628990,Chandler Hutchison,44,894.615,20.33215909090909,1871,229,185,34,23,6,25,209,38,-5.6,5.204545454545454,9.179583110636024,448,17.958311063602352,-3.4,-0.5,-3.9,-0.4,0.6,0.507,True,True,True,True,False,42.0,62.0,28.0,57.0,33.0,34.0,27.0,41.0,30.0,27.0,26.0,35.0,27.0,23.0,25.0,30.0,,,,,101,40,19,14.0,9.0,23,3.0,49.0,209.0,0.48325358851674644,0.23444976076555024,22,60,82,27.0,82.0,-5.0,0.2682926829268293,0.32926829268292684,-0.06097560975609756,31.0,31.0,29.0,26.0,
2019,2018-19,1629102,Brandon Sampson,14,214.305,15.307500000000001,444,71,16,10,8,3,12,60,6,-6.0,5.071428571428571,11.993243243243244,97,16.385135135135137,-3.9,-0.9,-4.7,-0.1,0.0,0.567,True,False,False,False,False,52.0,34.0,32.0,65.0,,,,,,,,,,,,,,,,,19,10,2,7.0,2.0,20,0.0,29.0,60.0,0.31666666666666665,0.48333333333333334,22,60,82,27.0,82.0,-5.0,0.2682926829268293,0.32926829268292684,-0.06097560975609756,52.0,,,,
2019,2018-19,1628959,Rawle Alkins,10,120.35333333333334,12.035333333333334,256,37,26,13,1,0,8,39,12,-5.5,3.7,10.83984375,76,22.265625,-3.8,-3.5,-7.3,-0.2,-0.1,0.418,True,False,False,False,False,64.0,47.0,41.0,33.0,,,,,,,,,,,,,,,,,19,8,0,2.0,2.0,8,0.0,12.0,39.0,0.48717948717948717,0.3076923076923077,22,60,82,27.0,82.0,-5.0,0.2682926829268293,0.32926829268292684,-0.06097560975609756,64.0,,,,
2020,2019-20,1629632,Coby White,65,1674.0,25.753846153846155,3573,859,230,175,49,6,109,792,129,-4.4,13.215384615384615,18.03106633081444,1264,26.532325776658272,-1.3,-1.6,-2.9,-0.4,0.9,0.506,True,True,True,True,True,34.0,62.0,4.0,14.0,26.0,34.0,4.0,10.0,24.0,27.0,4.0,9.0,23.0,23.0,4.0,8.0,18.0,17.0,4.0,8.0,228,78,110,41.0,15.0,319,1.0,376.0,792.0,0.2878787878787879,0.47474747474747475,22,43,65,22.0,82.0,,0.3384615384615385,0.2682926829268293,0.0701688555347092,25.0,25.0,23.0,22.0,20.0
2020,2019-20,1629655,Daniel Gafford,43,609.0533333333333,14.164031007751937,1294,220,106,21,13,56,29,134,60,-1.9,5.116279069767442,12.751159196290573,347,20.112055641421946,-2.8,1.5,-1.3,0.1,1.9,0.686,True,True,True,False,False,16.0,11.0,30.0,41.0,11.0,11.0,29.0,29.0,10.0,10.0,28.0,25.0,,,,,,,,,119,15,0,0.0,0.0,0,0.0,0.0,134.0,0.8880597014925373,0.0,22,43,65,22.0,82.0,,0.3384615384615385,0.2682926829268293,0.0701688555347092,15.0,15.0,15.0,,
2020,2019-20,1629690,Adam Mokoka,11,111.66666666666669,10.151515151515154,238,32,10,4,4,0,2,28,4,17.1,2.909090909090909,10.084033613445378,46,14.495798319327731,-2.9,-1.2,-4.1,-0.1,0.2,0.538,True,False,False,False,False,44.0,34.0,47.0,69.0,,,,,,,,,,,,,,,,,12,0,1,4.0,4.0,7,0.0,15.0,28.0,0.42857142857142855,0.5357142857142857,22,43,65,22.0,82.0,,0.3384615384615385,0.2682926829268293,0.0701688555347092,43.0,,,,
2020,2019-20,1629622,Max Strus,2,6.233333333333333,3.1166666666666667,15,5,1,0,0,0,0,3,1,105.8,2.5,25.0,6,30.0,5.7,-1.7,3.9,0.0,0.0,0.727,True,False,False,False,False,1.0,17.0,51.0,4.0,,,,,,,,,,,,,,,,,2,0,0,0.0,0.0,1,0.0,1.0,3.0,0.6666666666666666,0.3333333333333333,22,43,65,22.0,82.0,,0.3384615384615385,0.2682926829268293,0.0701688555347092,52.0,,,,
2021,2020-21,1630172,Patrick Williams,71,1983.3566666666663,27.934600938967133,4151,655,327,99,64,46,98,528,125,-7.1,9.225352112676056,11.834497711394844,1081,19.531438207660806,-2.8,0.4,-2.4,-0.2,2.5,0.562,True,True,True,True,True,27.0,47.0,11.0,46.0,19.0,23.0,11.0,33.0,17.0,20.0,11.0,28.0,16.0,19.0,11.0,24.0,14.0,14.0,11.0,18.0,175,100,115,28.0,30.0,79,1.0,138.0,528.0,0.3314393939393939,0.26136363636363635,31,41,72,22.0,65.0,,0.4305555555555556,0.3384615384615385,0.0920940170940171,12.0,12.0,12.0,12.0,11.0
2021,2020-21,1629653,Devon Dotson,11,50.21333333333333,4.5648484848484845,113,23,5,7,4,0,0,21,0,21.7,2.090909090909091,15.265486725663717,35,23.23008849557522,-0.1,2.2,2.1,0.1,0.2,0.548,True,False,False,False,False,3.0,11.0,56.0,29.0,,,,,,,,,,,,,,,,,9,3,2,1.0,0.0,6,0.0,7.0,21.0,0.42857142857142855,0.3333333333333333,31,41,72,22.0,65.0,,0.4305555555555556,0.3384615384615385,0.0920940170940171,43.0,,,,
2022,2021-22,1630245,Ayo Dosunmu,77,2109.641666666667,27.397943722943726,4418,679,214,256,60,29,108,535,78,-5.0,8.818181818181818,11.526708918062472,1149,19.50543232231779,-1.9,-0.1,-2.0,0.0,3.0,0.596,True,True,True,True,True,23.0,17.0,13.0,47.0,15.0,15.0,13.0,34.0,13.0,13.0,13.0,29.0,12.0,12.0,13.0,25.0,10.0,10.0,13.0,19.0,211,59,80,34.0,61.0,89,1.0,185.0,535.0,0.394392523364486,0.34579439252336447,46,36,82,31.0,72.0,,0.5609756097560976,0.4305555555555556,0.13042005420054203,9.0,9.0,9.0,9.0,9.0
2022,2021-22,1630792,Malcolm Hill,16,166.24,10.39,360,55,29,7,3,2,3,44,10,-11.7,3.4375,11.458333333333334,91,18.958333333333332,-1.5,-1.6,-3.1,0.0,0.3,0.568,True,False,False,False,False,35.0,17.0,44.0,53.0,,,,,,,,,,,,,,,,,5,6,3,4.0,3.0,23,0.0,30.0,44.0,0.11363636363636363,0.6818181818181818,46,36,82,31.0,72.0,,0.5609756097560976,0.4305555555555556,0.13042005420054203,39.0,,,,
2022,2021-22,1630250,Marko Simonovic,9,35.185,3.9094444444444445,74,17,10,0,1,1,2,15,11,1.2,1.8888888888888888,17.22972972972973,27,27.364864864864863,-6.1,-5.0,-11.1,-0.1,0.0,0.428,True,False,False,False,False,73.0,34.0,61.0,11.0,,,,,,,,,,,,,,,,,6,2,2,0.0,0.0,5,0.0,5.0,15.0,0.4,0.3333333333333333,46,36,82,31.0,72.0,,0.5609756097560976,0.4305555555555556,0.13042005420054203,52.0,,,,
2022,2021-22,1630644,Mac McClung,1,2.55,2.55,6,2,0,0,0,0,1,1,0,-14.3,2.0,25.0,2,25.0,-6.9,-8.4,-15.3,0.0,0.0,1.0,True,False,False,False,False,75.0,17.0,59.0,18.0,,,,,,,,,,,,,,,,,0,0,1,,,0,,0.0,1.0,0.0,0.0,46,36,82,31.0,72.0,,0.5609756097560976,0.4305555555555556,0.13042005420054203,52.0,,,,
2023,2022-23,1631207,Dalen Terry,38,213.945,5.630131578947368,456,85,37,22,11,5,8,72,21,3.3,2.236842105263158,13.980263157894736,144,23.68421052631579,-1.7,1.7,0.0,0.1,0.5,0.523,True,False,False,False,False,8.0,11.0,54.0,25.0,,,,,,,,,,,,,,,,,33,7,5,4.0,8.0,15,0.0,27.0,72.0,0.4583333333333333,0.375,40,42,82,46.0,82.0,-6.0,0.4878048780487805,0.5609756097560976,-0.07317073170731714,34.0,,,,
2024,2023-24,1641763,Julian Phillips,40,322.55,8.06375,675,89,36,13,7,7,10,77,19,0.4,2.225,9.88888888888889,138,15.333333333333334,-4.7,-0.6,-5.3,-0.3,0.2,0.521,True,True,False,False,False,55.0,56.0,55.0,68.0,41.0,29.0,44.0,45.0,,,,,,,,,,,,,34,2,3,9.0,13.0,16,0.0,38.0,77.0,0.44155844155844154,0.4935064935064935,39,43,82,40.0,82.0,-1.0,0.47560975609756095,0.4878048780487805,-0.012195121951219523,43.0,40.0,,,
2024,2023-24,1641931,Onuralp Bitim,23,267.9916666666667,11.651811594202899,559,80,32,13,3,2,10,84,5,-8.5,3.4782608695652173,10.73345259391771,125,16.77101967799642,-5.4,-2.0,-7.4,-0.4,-0.1,0.464,True,False,False,False,False,66.0,62.0,43.0,62.0,,,,,,,,,,,,,,,,,19,12,9,10.0,5.0,29,0.0,44.0,84.0,0.2261904761904762,0.5238095238095238,39,43,82,40.0,82.0,-1.0,0.47560975609756095,0.4878048780487805,-0.012195121951219523,64.0,,,,
2024,2023-24,1641766,Adama Sanogo,9,65.76166666666667,7.306851851851852,144,36,36,0,1,0,5,27,12,21.7,4.0,18.75,72,37.5,-0.4,-6.3,-6.7,-0.1,0.2,0.558,True,False,False,False,False,61.0,34.0,38.0,1.0,,,,,,,,,,,,,,,,,20,7,0,0.0,0.0,0,0.0,0.0,27.0,0.7407407407407407,0.0,39,43,82,40.0,82.0,-1.0,0.47560975609756095,0.4878048780487805,-0.012195121951219523,43.0,,,,
2024,2023-24,1630929,Henri Drell,4,29.916666666666668,7.479166666666667,68,11,4,4,2,1,2,10,2,7.2,2.75,12.132352941176471,19,20.955882352941178,-5.1,0.2,-4.9,0.0,0.0,0.506,True,False,False,False,False,53.0,17.0,49.0,38.0,,,,,,,,,,,,,,,,,2,2,0,2.0,1.0,3,0.0,6.0,10.0,0.2,0.6,39,43,82,40.0,82.0,-1.0,0.47560975609756095,0.4878048780487805,-0.012195121951219523,52.0,,,,
2024,2023-24,1641847,Andrew Funk,5,13.4,2.68,29,0,0,0,1,1,0,4,0,17.0,0.0,0.0,0,0.0,-12.4,-2.0,-14.4,0.0,-0.1,0.0,True,False,False,False,False,74.0,17.0,75.0,75.0,,,,,,,,,,,,,,,,,0,1,0,1.0,1.0,1,0.0,3.0,4.0,0.0,0.75,39,43,82,40.0,82.0,-1.0,0.47560975609756095,0.4878048780487805,-0.012195121951219523,64.0,,,,
2025,2024-25,1641824,Matas Buzelis,80,1511.295,18.8911875,3328,688,278,79,29,75,74,555,108,-1.7,8.6,15.504807692307692,1045,23.55018028846154,-2.0,-0.5,-2.5,-0.2,1.9,0.571,True,True,True,True,True,30.0,47.0,15.0,27.0,22.0,23.0,15.0,21.0,20.0,20.0,15.0,19.0,19.0,19.0,15.0,17.0,15.0,14.0,15.0,16.0,205,67,17,81.0,54.0,131,0.0,266.0,555.0,0.36936936936936937,0.47927927927927927,39,43,82,39.0,82.0,0.0,0.47560975609756095,0.47560975609756095,0.0,15.0,15.0,15.0,15.0,13.0
2025,2024-25,1642443,Jahmir Young,6,29.666666666666668,4.944444444444445,70,11,3,6,0,0,1,5,2,-13.5,1.8333333333333333,11.785714285714286,20,21.428571428571427,1.2,-0.8,0.5,0.0,0.1,0.935,True,False,False,False,False,6.0,17.0,63.0,36.0,,,,,,,,,,,,,,,,,3,0,0,0.0,0.0,2,0.0,2.0,5.0,0.6,0.4,39,43,82,39.0,82.0,0.0,0.47560975609756095,0.47560975609756095,0.0,48.0,,,,
2025,2024-25,1641801,Emanuel Miller,6,24.733333333333334,4.122222222222223,54,10,8,2,1,0,0,8,2,-10.0,1.6666666666666667,13.88888888888889,20,27.77777777777778,-0.9,-0.9,-1.8,0.0,0.1,0.563,True,False,False,False,False,21.0,17.0,66.0,8.0,,,,,,,,,,,,,,,,,6,1,0,0.0,0.0,1,0.0,1.0,8.0,0.75,0.125,39,43,82,39.0,82.0,0.0,0.47560975609756095,0.47560975609756095,0.0,48.0,,,,
2026,2025-26,1642950,Lachlan Olbrich,37,344.2216666666667,9.30328828828829,763,89,112,42,12,8,16,77,40,2.3,2.4054054054054053,8.748361730013107,243,23.88597640891219,-3.3,-0.2,-3.4,-0.1,0.5,0.47,True,True,False,False,False,39.0,34.0,52.0,24.0,30.0,19.0,42.0,19.0,,,,,,,,,,,,,43,14,1,6.0,1.0,12,0.0,19.0,77.0,0.5584415584415584,0.24675324675324675,31,51,82,39.0,82.0,-8.0,0.3780487804878049,0.47560975609756095,-0.09756097560975607,34.0,34.0,,,
2026,2025-26,1642855,Noa Essengue,2,6.033333333333333,3.0166666666666666,15,0,0,0,1,0,0,3,0,-111.4,0.0,0.0,0,0.0,-20.7,-3.0,-23.7,0.0,-0.1,0.0,True,False,False,False,False,76.0,17.0,75.0,75.0,,,,,,,,,,,,,,,,,1,0,0,1.0,0.0,1,,2.0,3.0,0.3333333333333333,0.6666666666666666,31,51,82,39.0,82.0,-8.0,0.3780487804878049,0.47560975609756095,-0.09756097560975607,64.0,,,,
