season_label,player_id,onoff_player_name,minutes_on,net_rating_on,minutes_off,net_rating_off,net_rating_on_off
2024-25,1629632,"White, Coby",2450.0,-2.5,1501.0,0.7,-3.2
2024-25,1630172,"Williams, Patrick",1576.0,-4.8,2375.0,1.0,-5.8
2024-25,1642443,"Young, Jahmir",30.0,-13.5,1276.0,5.2,-18.7
2025-26,1641824,"Buzelis, Matas",2248.0,-6.3,1703.0,-4.3,-2.0
2025-26,1628975,"Carter, Jevon",254.0,-13.6,2156.0,-1.7,-11.9
2025-26,1628380,"Collins, Zach",184.0,3.4,3767.0,-5.8,9.2
2025-26,1642265,"Dillingham, Rob",644.0,-7.1,801.0,-9.8,2.700000000000001
2025-26,1630245,"Dosunmu, Ayo",1187.0,-3.8,1319.0,-3.3,-0.5
2025-26,1642855,"Essengue, Noa",6.0,-111.4,3945.0,-5.1,-106.30000000000001
2025-26,1642280,"Flowers, Trentyn",6.0,-18.2,1732.0,-3.9,-14.299999999999999
2025-26,1630581,"Giddey, Josh",1731.0,-5.0,2220.0,-5.2,0.20000000000000018
2025-26,1631338,"Gueye, Mouhamadou",45.0,-17.3,51.0,-23.8,6.5
2025-26,1628989,"Huerter, Kevin",1037.0,-0.9,1421.0,-4.5,3.6
2025-26,1631093,"Ivey, Jaden",115.0,-17.0,994.0,-6.5,-10.5
2025-26,1630200,"Jones, Tre",1752.0,-3.8,2199.0,-6.6,2.8
2025-26,1642530,"Kawamura, Yuki",209.0,-2.3,2004.0,-6.7,4.4
2025-26,1630644,"McClung, Mac",101.0,-7.4,1392.0,-8.5,1.0999999999999996
2025-26,1641801,"Miller, Emanuel",33.0,-28.0,2329.0,-1.7,-26.3
2025-26,1631159,"Miller, Leonard",624.0,-1.2,821.0,-13.0,11.8
2025-26,1630171,"Okoro, Isaac",1695.0,-8.5,2256.0,-2.5,-6.0
2025-26,1642950,"Olbrich, Lachlan",344.0,2.3,3607.0,-5.9,8.2
2025-26,1641763,"Phillips, Julian",333.0,-1.5,2173.0,-3.6,2.1
2025-26,1630208,"Richards, Nick",447.0,-7.2,998.0,-8.4,1.2000000000000002
2025-26,1629012,"Sexton, Collin",676.0,-6.4,817.0,-10.2,3.799999999999999
2025-26,1629014,"Simons, Anfernee",170.0,-18.0,1323.0,-7.5,-10.5
2025-26,1630188,"Smith, Jalen",1095.0,3.4,2856.0,-8.5,11.9
2025-26,1631207,"Terry, Dalen",377.0,-3.3,2081.0,-2.8,-0.5
2025-26,202696,"Vučević, Nikola",1480.0,-4.3,978.0,-1.5,-2.8
2025-26,1629632,"White, Coby",843.0,-0.3,1615.0,-4.4,4.1000000000000005
2025-26,1630172,"Williams, Patrick",1474.0,-11.0,2477.0,-1.7,-9.3
2025-26,1627824,"Yabusele, Guerschon",641.0,-12.3,852.0,-5.7,-6.6000000000000005
