season,season_label,player_id,player_name,games,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goal_attempts,free_throw_attempts,net_rating
2005,2004-05,2852,Awvee Storey,9,27.058333333333334,8,5,1,0,0,0,10,2,-15.3
2005,2004-05,2732,Ben Gordon,82,2013.0933333333332,1235,215,164,53,10,186,1056,270,4.2
2005,2004-05,2757,Beno Udrih,80,1155.2,471,83,150,41,10,77,390,89,5.1
2005,2004-05,2774,Bernard Robinson,31,328.9533333333333,93,48,30,11,4,20,81,26,-13.8
2005,2004-05,2873,Billy Thomas,25,350.36333333333334,92,36,17,14,1,9,94,9,-1.1
2005,2004-05,2688,Brandin Knight,1,2.783333333333333,0,0,1,0,0,0,1,0,-6.7
2005,2004-05,2568,Carlos Delfino,30,462.335,116,55,38,22,6,23,117,40,-3.2
2005,2004-05,2768,Chris Duhon,82,2171.7633333333333,487,213,398,82,3,119,488,67,3.5
2005,2004-05,2451,Corsley Edwards,10,110.03333333333333,27,25,3,3,4,2,31,12,-13.3
2005,2004-05,2788,DJ Mbenga,15,56.61,15,8,0,0,5,5,14,4,-31.5
2005,2004-05,2863,Damien Wilkins,29,516.2183333333334,183,66,26,22,10,16,168,34,-7.4
2005,2004-05,2758,David Harrison,43,759.9083333333333,264,135,13,16,55,53,184,91,-0.3
2005,2004-05,2753,Delonte West,39,504.8233333333333,175,65,53,21,8,24,155,27,1.1
2005,2004-05,2734,Devin Harris,76,1176.67,436,102,169,77,19,82,366,103,-1.5
2005,2004-05,2764,Donta Smith,38,433.50166666666667,127,52,39,23,5,25,113,48,-6.7
2005,2004-05,2748,Dorell Wright,3,27.733333333333334,7,1,3,4,0,3,11,1,-12.1
2005,2004-05,2730,Dwight Howard,82,2678.443333333333,981,823,75,77,136,165,677,413,-2.9
2005,2004-05,2731,Emeka Okafor,73,2599.63,1105,795,64,62,125,125,1003,343,-6.7
2005,2004-05,2845,Erik Daniels,21,70.805,13,18,4,2,0,6,18,0,-23.9
2005,2004-05,2367,Geno Carlisle,6,15.406666666666666,8,1,1,0,0,1,3,6,-17.6
2005,2004-05,2775,Ha Ha,19,100.16166666666666,26,18,2,1,5,12,23,11,-3.4
2005,2004-05,2798,Horace Jenkins,15,101.52,42,9,9,5,1,7,45,13,-7.4
2005,2004-05,2825,Ibrahim Kutluay,5,10.9,0,1,0,0,0,2,1,0,-81.0
2005,2004-05,2747,JR Smith,76,1863.5216666666668,782,152,142,55,11,109,748,161,-11.5
2005,2004-05,2866,Jackie Butler,3,4.388333333333334,10,0,0,1,0,1,4,2,9.1
2005,2004-05,2761,Jackson Vroman,46,706.105,212,175,40,25,19,64,199,75,-4.4
2005,2004-05,2749,Jameer Nelson,79,1614.9766666666667,689,193,237,78,3,117,628,107,-2.8
2005,2004-05,2839,James Thomas,11,113.18166666666667,26,37,4,4,4,7,20,6,-22.9
2005,2004-05,2876,Jared Reiner,19,131.77666666666667,21,38,1,3,7,9,30,4,-5.8
2005,2004-05,2823,John Edwards,25,133.39,29,19,3,3,4,8,30,14,-27.9
2005,2004-05,2735,Josh Childress,80,2371.7716666666665,807,482,151,74,35,106,642,231,-9.4
2005,2004-05,2746,Josh Smith,74,2049.9416666666666,715,457,127,59,144,135,602,237,-8.6
2005,2004-05,2770,Justin Reed,23,114.775,41,16,10,3,1,5,29,15,7.8
2005,2004-05,2755,Kevin Martin,45,458.13666666666666,131,58,22,16,3,24,117,55,1.8
2005,2004-05,2745,Kirk Snyder,68,900.3616666666667,338,121,36,26,19,58,328,96,-7.9
2005,2004-05,2743,Kris Humphries,67,869.0166666666667,278,197,43,25,18,52,287,101,-9.2
2005,2004-05,2763,Lionel Chalmers,36,424.3616666666667,111,31,51,13,0,24,125,24,-4.7
2005,2004-05,2784,Luis Flores,16,74.34166666666667,35,3,11,2,0,11,29,2,15.3
2005,2004-05,2739,Luke Jackson,10,43.083333333333336,29,6,3,0,0,2,27,6,-19.8
2005,2004-05,2736,Luol Deng,61,1661.07,711,322,135,48,27,118,645,162,5.2
2005,2004-05,2435,Mario Kasun,45,351.37666666666667,118,128,8,8,13,26,98,43,-3.1
2005,2004-05,2891,Mark Jones,10,115.14833333333333,23,13,6,5,2,3,31,10,0.8
2005,2004-05,2588,Matt Bonner,82,1545.0366666666666,589,285,48,39,19,40,463,71,-1.8
2005,2004-05,2782,Matt Freije,23,436.9683333333333,93,61,20,13,2,17,127,8,-8.2
2005,2004-05,2486,Maurice Baker,5,19.17,0,2,1,1,0,1,1,0,29.9
2005,2004-05,2420,Nenad Krstic,75,1967.5666666666666,747,401,77,32,63,112,570,255,3.0
2005,2004-05,2555,Nick Collison,82,1397.3666666666666,461,375,32,34,50,62,353,118,4.5
2005,2004-05,2776,Pape Sow,27,251.91666666666666,62,57,2,12,4,10,58,27,1.3
2005,2004-05,2750,Pavel Podkolzin,5,7.581666666666667,1,2,0,0,0,2,0,2,-26.4
2005,2004-05,2762,Peter John Ramos,6,19.57,11,4,0,0,1,3,10,2,-3.4
2005,2004-05,2624,Quinton Ross,78,1638.1833333333334,397,210,109,51,22,54,373,110,-4.5
2005,2004-05,2737,Rafael Araujo,59,735.595,196,185,16,21,8,52,175,55,-1.8
2005,2004-05,2741,Robert Swift,16,69.68833333333333,15,5,2,1,7,4,11,9,-26.6
2005,2004-05,2767,Royal Ivey,62,813.5316666666666,220,84,103,39,7,58,198,67,-2.9
2005,2004-05,2756,Sasha Vujacic,35,402.43666666666667,101,62,51,12,2,15,117,19,1.6
2005,2004-05,2742,Sebastian Telfair,68,1330.14,460,104,224,35,4,125,430,133,-6.6
2005,2004-05,2733,Shaun Livingston,30,820.0233333333333,222,89,151,32,11,75,215,59,-1.3
2005,2004-05,2754,Tony Allen,77,1254.4733333333334,492,221,64,76,24,77,387,152,6.2
2005,2004-05,2800,Tony Bobbitt,2,11.933333333333334,5,3,0,0,0,0,5,0,-8.5
2005,2004-05,2772,Trevor Ariza,80,1380.6316666666667,468,242,85,70,18,73,389,174,-1.0
2005,2004-05,2751,Viktor Khryapa,32,529.0633333333334,135,108,25,20,18,33,124,42,-10.9
2005,2004-05,2657,Yuta Tabuse,4,17.283333333333335,7,4,3,0,0,1,6,4,-6.9
2006,2005-06,101223,Aaron Miles,19,118.12333333333333,16,14,24,4,1,11,18,4,-1.2
2006,2005-06,101187,Alan Anderson,36,563.6,207,70,32,11,4,32,181,41,1.2
2006,2005-06,101165,Alex Acker,5,35.10666666666667,9,5,4,1,0,4,16,0,-44.5
2006,2005-06,2637,Alex Scales,1,0.15333333333333332,0,0,0,0,0,0,0,0,0.0
2006,2005-06,101161,Amir Johnson,3,38.766666666666666,20,4,3,0,2,4,10,4,-25.3
2006,2005-06,101154,Andray Blatche,29,175.48166666666665,65,38,10,5,7,12,67,12,-3.2
2006,2005-06,101261,Andre Owens,23,210.04166666666666,69,21,8,5,0,13,74,18,-7.9
2006,2005-06,101106,Andrew Bogut,82,2348.13,768,573,192,49,68,125,606,194,1.9
2006,2005-06,101115,Andrew Bynum,46,338.32166666666666,74,80,9,4,22,17,82,27,-5.1
2006,2005-06,101219,Anthony Grundy,12,108.00666666666666,52,17,9,7,0,9,38,14,11.7
2006,2005-06,101194,Anthony Roberson,16,88.31166666666667,35,6,5,1,0,3,31,2,1.4
2006,2005-06,101120,Antoine Wright,39,370.1666666666667,70,30,12,4,3,21,81,22,-8.8
2006,2005-06,101178,Arvydas Macijauskas,19,134.51666666666668,44,10,5,7,0,8,41,15,-2.8
2006,2005-06,101238,Boniface Ndong,23,151.53833333333333,50,37,7,2,5,6,53,9,-14.4
2006,2005-06,101152,Bracey Wright,7,135.10333333333332,62,18,5,1,0,8,51,16,-5.7
2006,2005-06,101138,Brandon Bass,29,268.4033333333333,68,68,3,3,7,11,70,19,-7.9
2006,2005-06,101139,CJ Miles,23,202.83833333333334,79,38,16,7,2,9,76,24,-1.3
2006,2005-06,101112,Channing Frye,65,1572.355,802,374,53,30,47,97,640,229,-1.0
2006,2005-06,101111,Charlie Villanueva,81,2361.0066666666667,1053,521,88,60,63,99,940,160,-0.7
2006,2005-06,101108,Chris Paul,78,2808.475,1258,400,611,175,6,183,947,465,-3.2
2006,2005-06,101147,Chris Taft,17,143.91166666666666,47,36,2,2,6,2,38,6,4.9
2006,2005-06,101236,Chuck Hayes,40,535.1883333333334,147,179,14,26,14,12,105,45,9.0
2006,2005-06,101137,Daniel Ewing,66,971.1533333333333,252,85,84,37,6,57,255,46,-2.4
2006,2005-06,101122,Danny Granger,78,1765.335,587,384,90,58,62,80,478,148,-1.3
2006,2005-06,101135,David Lee,67,1128.5233333333333,345,302,43,30,20,51,229,123,-3.2
2006,2005-06,101184,Deng Gai,2,4.7683333333333335,0,0,0,0,0,0,0,0,-10.0
2006,2005-06,101114,Deron Williams,80,2306.633333333333,864,194,359,60,17,145,805,135,-1.7
2006,2005-06,2583,Derrick Zimmerman,2,31.883333333333333,4,4,7,0,0,4,3,0,-20.0
2006,2005-06,101209,Devin Green,27,134.61333333333334,25,24,7,3,0,5,28,21,-15.0
2006,2005-06,101159,Dijon Thompson,10,42.526666666666664,28,11,1,3,1,2,25,2,-11.6
2006,2005-06,101182,Donell Taylor,51,465.23,140,53,45,30,4,34,136,43,0.0
2006,2005-06,101204,Dwayne Jones,14,86.51333333333334,14,31,2,1,3,3,10,13,10.1
2006,2005-06,2853,Earl Barron,8,44.873333333333335,13,10,0,0,0,5,16,4,-37.9
2006,2005-06,101188,Eddie Basden,19,141.20833333333334,39,28,8,9,2,9,37,10,7.5
2006,2005-06,101212,Esteban Batista,57,494.88166666666666,101,144,7,15,11,38,80,53,0.3
2006,2005-06,101177,Fabricio Oberto,59,489.86333333333334,103,123,27,9,11,28,93,27,-3.5
2006,2005-06,101128,Francisco Garcia,67,1301.22,377,185,94,41,47,75,325,101,-0.9
2006,2005-06,2809,Gerald Fitch,18,239.45166666666665,84,30,33,7,5,15,89,23,-1.7
2006,2005-06,101123,Gerald Green,32,373.68,167,41,18,13,4,22,138,37,-2.8
2006,2005-06,101124,Hakim Warrick,68,724.015,278,144,30,14,21,56,228,115,-5.5
2006,2005-06,101113,Ike Diogu,69,1031.4083333333333,486,229,29,15,30,78,334,168,-3.3
2006,2005-06,101189,James Singleton,59,753.1883333333334,203,197,29,19,21,28,151,50,-1.7
2006,2005-06,101127,Jarrett Jack,79,1598.8116666666667,526,160,219,41,2,102,428,160,-12.8
2006,2005-06,101131,Jason Maxiell,26,158.76666666666668,60,28,3,4,5,11,54,42,-29.7
2006,2005-06,101121,Joey Graham,80,1580.6016666666667,533,244,60,37,13,92,414,133,-4.8
2006,2005-06,101130,Johan Petro,68,1282.2733333333333,353,296,15,25,51,60,300,75,-5.1
2006,2005-06,101249,John Lucas III,13,106.64166666666667,30,5,12,5,0,7,36,0,-6.9
2006,2005-06,101181,Jose Calderon,64,1486.7416666666666,349,141,288,42,4,101,312,92,-3.2
2006,2005-06,2694,Josh Powell,37,429.0283333333333,110,81,9,7,4,22,81,45,-0.2
2006,2005-06,101125,Julius Hodge,14,33.016666666666666,13,7,6,2,0,8,13,8,6.4
2006,2005-06,101207,Kevin Burleson,39,340.18333333333334,70,26,48,26,2,25,88,17,0.6
2006,2005-06,101160,Lawrence Roberts,33,180.75833333333333,51,49,5,8,2,5,44,23,-0.2
2006,2005-06,101132,Linas Kleiza,61,518.9433333333334,213,116,15,10,13,16,173,81,-1.3
2006,2005-06,101150,Lou Williams,30,144.70333333333335,56,19,10,5,0,13,52,13,-6.0
2006,2005-06,101195,Luke Schenscher,20,148.58333333333334,36,29,7,1,3,5,26,13,1.8
2006,2005-06,101129,Luther Head,80,2309.971666666667,707,266,215,89,9,119,630,123,-1.3
2006,2005-06,101110,Martell Webster,61,1070.0,404,130,34,21,14,43,348,71,-12.4
2006,2005-06,101149,Martynas Andriuskevicius,6,9.366666666666667,0,4,0,2,0,0,1,0,54.5
2006,2005-06,101107,Marvin Williams,79,1952.2616666666668,672,383,63,48,24,83,531,253,-2.8
2006,2005-06,101190,Matt Walsh,2,3.3833333333333333,2,0,0,0,0,1,1,2,-146.7
2006,2005-06,2684,Melvin Sanders,16,112.93,41,23,3,5,0,8,33,10,-6.5
2006,2005-06,101145,Monta Ellis,49,885.965,334,105,78,32,11,58,318,59,0.5
2006,2005-06,101126,Nate Robinson,72,1543.6516666666666,670,167,147,59,1,114,565,202,-2.0
2006,2005-06,101230,Noel Felix,12,81.61333333333333,18,13,2,2,3,8,25,8,1.2
2006,2005-06,101158,Orien Greene,80,1234.59,254,145,129,77,10,109,253,68,-2.8
2006,2005-06,2450,Randy Holcomb,4,10.52,2,1,0,0,0,0,1,0,-10.2
2006,2005-06,101119,Rashad McCants,79,1362.2433333333333,627,143,63,44,22,86,535,106,-4.2
2006,2005-06,101185,Rawle Marshall,23,241.3,71,31,10,8,7,15,60,29,-3.7
2006,2005-06,101109,Raymond Felton,80,2405.7083333333335,948,265,446,102,8,182,883,222,-2.6
2006,2005-06,101156,Robert Whaley,23,211.83,49,43,17,7,8,14,57,6,-8.4
2006,2005-06,101179,Ronnie Price,29,149.95833333333334,60,15,11,6,0,10,58,12,-12.1
2006,2005-06,101142,Ronny Turiaf,23,161.23,45,37,8,3,10,7,30,27,-3.4
2006,2005-06,101155,Ryan Gomes,61,1376.235,461,298,58,35,5,55,355,149,0.2
2006,2005-06,101136,Salim Stoudamire,61,1236.0583333333334,589,116,75,27,3,82,492,110,-5.4
2006,2005-06,101180,Sarunas Jasikevicius,75,1557.2833333333333,547,153,227,40,4,116,429,133,1.0
2006,2005-06,101118,Sean May,23,398.4316666666667,189,109,22,17,12,33,171,64,-2.8
2006,2005-06,2752,Sergei Monia,26,343.06333333333333,77,52,19,7,5,12,87,14,-23.8
2006,2005-06,101213,Sharrod Ford,3,13.033333333333333,4,3,0,0,1,2,3,0,-39.3
2006,2005-06,101183,Shavlik Randolph,57,486.9166666666667,131,133,19,19,12,21,97,71,4.2
2006,2005-06,101211,Stephen Graham,22,174.795,58,27,7,5,2,13,54,15,2.8
2006,2005-06,101143,Travis Diener,23,245.965,88,21,16,7,0,10,69,6,-11.8
2006,2005-06,101144,Von Wafer,16,72.75833333333334,20,8,4,3,0,1,38,8,-15.4
2006,2005-06,101134,Wayne Simien,43,414.27666666666664,146,88,7,13,1,24,120,34,-5.2
2006,2005-06,101198,Will Bynum,15,162.31833333333333,54,12,19,7,0,14,52,16,-17.1
2006,2005-06,101117,Yaroslav Korolev,24,126.99666666666667,27,13,9,3,0,6,30,10,-2.0
2007,2006-07,200747,Adam Morrison,78,2325.83,917,230,163,28,6,130,944,169,-6.1
2007,2006-07,200792,Alexander Johnson,59,752.6716666666666,260,181,17,25,35,47,169,118,-0.6
2007,2006-07,200810,Allan Ray,47,709.6083333333333,290,69,43,20,3,42,259,55,-0.8
2007,2006-07,2810,Andre Brown,38,270.92333333333335,93,74,2,6,4,29,74,15,-3.6
2007,2006-07,200745,Andrea Bargnani,65,1629.45,751,255,50,32,53,107,625,142,1.4
2007,2006-07,2601,Andreas Glyniadakis,13,80.55833333333334,17,8,1,0,0,9,17,2,-15.0
2007,2006-07,200784,Bobby Jones,44,335.48833333333334,110,57,16,11,1,18,93,41,7.4
2007,2006-07,200750,Brandon Roy,57,2014.5066666666667,955,250,230,67,10,116,765,241,-4.9
2007,2006-07,200841,Cedric Bozeman,23,198.98666666666668,26,23,9,5,2,9,39,6,-4.6
2007,2006-07,200759,Cedric Simmons,43,533.9433333333334,126,107,12,8,23,22,132,33,-8.8
2007,2006-07,200840,Chris McCray,5,11.786666666666667,0,0,0,0,0,2,3,0,-11.0
2007,2006-07,200809,Chris Quinn,42,407.90833333333336,141,30,65,15,0,21,131,37,1.4
2007,2006-07,200783,Craig Smith,82,1536.565,608,415,49,51,18,74,463,186,-4.8
2007,2006-07,200806,Damir Markota,30,170.39,51,31,6,3,1,15,52,11,-10.8
2007,2006-07,200789,Daniel Gibson,60,987.575,276,92,69,23,8,44,231,39,4.7
2007,2006-07,200786,David Noel,68,791.7116666666667,184,123,65,25,9,40,177,43,-9.3
2007,2006-07,200793,Dee Brown,49,449.53333333333336,94,40,83,22,7,31,98,37,1.6
2007,2006-07,2824,Desmon Farmer,8,31.81,13,1,9,1,0,1,15,1,22.5
2007,2006-07,101141,Ersan Ilyasova,66,972.9733333333334,402,189,49,27,17,51,363,89,-10.0
2007,2006-07,200801,Hassan Adams,61,495.45166666666665,174,77,13,17,4,22,135,36,-0.4
2007,2006-07,200756,Hilton Armstrong,56,634.2066666666667,176,149,10,12,26,35,125,67,-0.1
2007,2006-07,200829,Ivan McFarlin,11,41.305,15,11,1,0,0,1,13,7,-9.3
2007,2006-07,200826,J.J. Barea,33,191.295,78,25,24,1,1,14,78,24,-10.7
2007,2006-07,200755,JJ Redick,42,622.32,252,52,36,12,0,21,195,60,-1.0
2007,2006-07,200788,James Augustine,2,7.316666666666666,2,3,2,0,0,0,3,0,-25.1
2007,2006-07,2591,James Lang,11,54.61833333333333,11,11,2,0,3,2,9,5,3.1
2007,2006-07,200778,James White,6,136.55833333333334,50,20,5,3,1,5,41,15,-8.5
2007,2006-07,200978,Jeremy Richardson,6,19.85,8,2,0,1,0,1,6,0,-8.3
2007,2006-07,200770,Jordan Farmar,72,1089.73,320,119,137,44,7,73,294,38,0.7
2007,2006-07,200816,Jorge Garbajosa,67,1909.3083333333334,567,330,125,78,15,64,529,78,2.6
2007,2006-07,200767,Josh Boone,61,668.6683333333333,254,176,10,11,21,33,171,103,1.7
2007,2006-07,200818,Justin Williams,26,333.32,131,115,2,5,16,15,88,63,-7.9
2007,2006-07,101235,Kelenna Azubuike,41,669.26,291,94,28,22,10,39,220,78,-11.6
2007,2006-07,200838,Kevinn Pinkney,6,99.96666666666667,31,15,5,3,3,4,27,9,0.0
2007,2006-07,200768,Kyle Lowry,10,175.42166666666665,56,31,32,14,1,12,38,28,15.9
2007,2006-07,200746,LaMarcus Aldridge,63,1391.7566666666667,565,312,24,22,73,43,479,115,-0.8
2007,2006-07,200796,Leon Powe,63,719.8016666666666,264,215,10,14,22,47,177,144,-1.5
2007,2006-07,200811,Lou Amundson,11,88.93833333333333,16,28,1,1,8,5,15,10,-14.6
2007,2006-07,2696,Lynn Greer,41,431.775,167,27,53,17,1,18,141,32,-1.7
2007,2006-07,200790,Marcus Vinicius,13,103.35666666666667,22,11,5,2,1,6,15,7,-19.1
2007,2006-07,200766,Marcus Williams,79,1314.5116666666668,534,163,260,29,2,142,526,85,-2.0
2007,2006-07,200776,Mardy Collins,52,777.0866666666667,235,104,83,32,3,57,228,82,-6.7
2007,2006-07,200772,Maurice Ager,32,214.365,69,21,7,4,3,15,70,33,-16.2
2007,2006-07,101153,Mickael Gelabale,70,1238.7033333333334,321,173,56,24,22,49,264,82,-1.9
2007,2006-07,200837,Mike Hall,2,12.766666666666667,2,2,1,0,0,0,4,0,-14.6
2007,2006-07,101148,Mile Ilic,5,5.87,0,1,0,0,0,3,3,0,-130.8
2007,2006-07,200754,Mouhamed Sene,28,169.45333333333335,53,45,0,3,12,11,49,29,-15.1
2007,2006-07,200782,P.J. Tucker,17,83.38833333333334,30,23,3,2,0,6,22,14,-16.2
2007,2006-07,200753,Patrick O'Bryant,16,118.75,31,21,9,6,8,8,32,17,9.6
2007,2006-07,200781,Paul Davis,31,179.83166666666668,51,44,7,6,5,8,52,10,-1.1
2007,2006-07,200794,Paul Millsap,82,1472.1466666666668,559,423,62,67,74,94,398,208,5.7
2007,2006-07,200822,Pops Mensah-Bonsu,12,71.30833333333334,29,21,0,1,0,9,17,18,1.4
2007,2006-07,200763,Quincy Douby,42,359.13666666666666,119,37,15,15,4,15,126,15,-4.8
2007,2006-07,200765,Rajon Rondo,78,1830.9383333333333,501,292,297,128,8,137,450,184,1.6
2007,2006-07,201043,Randolph Morris,5,43.65,4,9,1,2,1,2,6,6,-16.8
2007,2006-07,200751,Randy Foye,82,1879.3333333333333,832,218,232,53,21,152,691,192,-4.4
2007,2006-07,200764,Renaldo Balkman,68,1064.185,334,294,44,57,44,49,275,90,0.8
2007,2006-07,200970,Renaldo Major,1,27.395,5,2,0,2,0,1,10,2,22.8
2007,2006-07,200823,Robert Hite,12,135.69,51,16,8,3,2,6,60,12,-5.0
2007,2006-07,200760,Rodney Carney,67,1169.09,442,128,26,38,23,43,392,87,-4.7
2007,2006-07,101232,Roger Powell,3,13.3,2,3,0,0,0,3,3,2,-40.0
2007,2006-07,200758,Ronnie Brewer,56,675.1033333333334,260,75,24,37,6,24,193,83,0.2
2007,2006-07,200752,Rudy Gay,78,2103.31,846,348,100,71,74,140,760,209,-3.0
2007,2006-07,200797,Ryan Hollins,27,185.265,64,31,1,4,7,16,36,40,-22.4
2007,2006-07,200771,Sergio Rodriguez,67,861.7866666666666,247,91,218,35,2,77,239,26,-7.0
2007,2006-07,200769,Shannon Brown,23,201.52833333333334,73,21,10,7,3,14,74,14,-15.7
2007,2006-07,200761,Shawne Williams,46,556.22,180,83,22,6,8,24,160,20,-10.8
2007,2006-07,200749,Shelden Williams,81,1513.44,444,435,44,52,39,96,365,144,-8.3
2007,2006-07,200780,Solomon Jones,58,665.735,189,136,11,11,42,25,128,75,-12.1
2007,2006-07,200779,Steve Novak,35,190.58,51,26,6,5,0,4,50,2,-11.4
2007,2006-07,200848,Steven Smith,8,28.138333333333332,5,6,0,1,0,2,8,2,-22.8
2007,2006-07,200814,Tarence Kinsey,48,966.7733333333333,369,97,41,53,1,46,304,98,-5.0
2007,2006-07,200757,Thabo Sefolosha,71,867.9233333333333,256,153,60,33,11,60,256,45,5.3
2007,2006-07,200748,Tyrus Thomas,72,966.235,374,269,40,46,76,94,282,175,8.6
2007,2006-07,101166,Uros Slokar,20,71.99333333333334,38,14,1,1,2,9,26,13,-20.8
2007,2006-07,2779,Vassilis Spanoulis,31,271.9033333333333,85,22,28,7,1,29,72,42,-6.3
2007,2006-07,200835,Walter Herrmann,48,935.52,442,139,26,17,7,32,330,53,-0.4
2007,2006-07,200807,Will Blalock,14,165.66666666666666,25,15,17,5,0,12,30,6,-5.0
2007,2006-07,101215,Will Conroy,7,51.395,0,7,9,0,0,2,3,4,-8.5
2007,2006-07,200821,Yakhouba Diawara,64,1176.5983333333334,284,110,55,30,7,37,292,53,1.0
2008,2007-08,201166,Aaron Brooks,51,608.11,264,56,87,13,5,44,225,49,-1.3
2008,2007-08,201189,Aaron Gray,61,612.9966666666667,262,168,41,21,16,57,204,99,-0.6
2008,2007-08,201151,Acie Law,56,865.36,235,57,113,29,0,56,237,48,-7.6
2008,2007-08,201143,Al Horford,81,2539.8866666666668,821,785,124,60,76,137,668,212,-2.2
2008,2007-08,201154,Al Thornton,79,2157.6983333333333,1005,358,98,46,43,128,871,288,-8.9
2008,2007-08,201169,Alando Tucker,6,47.96666666666667,22,8,0,0,1,0,22,6,-10.3
2008,2007-08,201167,Arron Afflalo,75,970.3366666666667,276,137,52,31,8,34,241,87,7.1
2008,2007-08,201336,Blake Ahearn,12,177.13,70,19,19,6,0,16,57,31,-23.4
2008,2007-08,201148,Brandan Wright,38,375.69666666666666,151,99,9,6,22,13,112,40,-2.1
2008,2007-08,201228,C.J. Watson,32,367.90166666666664,118,32,35,15,0,18,101,29,-0.1
2008,2007-08,201171,Carl Landry,42,711.3933333333333,342,207,21,17,7,26,219,109,5.8
2008,2007-08,200798,Cheikh Samb,4,31.326666666666668,7,7,0,1,2,1,4,2,8.7
2008,2007-08,201181,Chris Richard,52,556.3316666666667,98,135,18,10,12,24,87,27,-1.9
2008,2007-08,201207,Coby Karl,17,70.56333333333333,30,14,9,4,2,5,26,10,-2.2
2008,2007-08,201147,Corey Brewer,79,1802.585,459,292,111,76,25,89,486,110,-8.5
2008,2007-08,201235,Courtney Sims,3,11.133333333333333,0,2,1,0,0,0,1,0,2.7
2008,2007-08,201199,DJ Strawberry,33,270.22333333333336,73,28,30,12,6,11,92,19,-8.3
2008,2007-08,201161,Daequan Cook,59,1440.675,518,177,75,23,9,63,514,57,-11.4
2008,2007-08,200827,Darius Washington,18,146.08333333333334,53,20,15,5,0,14,48,13,0.7
2008,2007-08,201208,Darryl Watkins,9,71.27333333333333,12,12,0,2,2,7,15,5,-11.5
2008,2007-08,201193,Demetris Nichols,14,44.39666666666667,15,5,1,0,3,4,23,0,-23.6
2008,2007-08,201187,Dominic McGuire,70,695.1433333333333,93,139,40,20,26,40,103,32,-13.1
2008,2007-08,201172,Gabe Pruitt,15,94.60666666666667,32,8,13,5,0,5,39,2,-9.0
2008,2007-08,201175,Glen Davis,69,940.4383333333334,313,208,28,31,20,65,221,150,6.5
2008,2007-08,200799,Guillermo Diaz,6,17.981666666666666,5,2,1,0,0,0,4,5,10.8
2008,2007-08,101133,Ian Mahinmi,6,22.553333333333335,21,5,1,0,4,2,12,9,-30.4
2008,2007-08,200081,Jamario Moon,78,2165.951666666667,661,484,90,80,108,51,575,85,6.9
2008,2007-08,201162,Jared Dudley,73,1383.8166666666666,422,286,81,55,10,50,348,118,-1.4
2008,2007-08,201160,Jason Smith,76,1106.4966666666667,340,230,20,22,50,48,310,82,2.2
2008,2007-08,201159,Javaris Crittenton,50,678.16,278,110,51,19,2,55,233,104,-2.5
2008,2007-08,201145,Jeff Green,80,2253.0666666666666,838,379,119,46,49,158,749,238,-10.5
2008,2007-08,201176,Jermareo Davidson,38,321.595,120,62,13,7,15,17,125,28,-10.6
2008,2007-08,201149,Joakim Noah,74,1533.715,488,416,84,68,64,89,367,194,-0.4
2008,2007-08,201202,Joel Anthony,24,498.13666666666666,85,93,3,9,31,17,60,49,-14.5
2008,2007-08,201177,Josh McRoberts,8,28.126666666666665,12,10,2,1,0,2,10,0,24.2
2008,2007-08,2434,Juan Carlos Navarro,82,2117.16,896,210,177,48,1,134,766,146,-7.1
2008,2007-08,201153,Julian Wright,57,640.0766666666667,223,117,40,29,12,34,169,52,1.2
2008,2007-08,2867,Kasib Powell,11,304.195,84,44,18,9,2,5,95,9,-13.6
2008,2007-08,101247,Keith Langford,2,9.6,2,2,0,0,0,0,4,0,28.3
2008,2007-08,201142,Kevin Durant,80,2767.9683333333332,1624,348,192,78,75,232,1366,448,-11.3
2008,2007-08,200785,Kosta Perovic,7,37.95,10,13,1,0,2,1,10,6,4.9
2008,2007-08,201178,Kyrylo Fesenko,9,70.11166666666666,14,25,2,0,3,8,16,4,2.5
2008,2007-08,200984,Lance Allred,3,10.081666666666667,3,1,0,0,0,0,4,2,-72.2
2008,2007-08,2449,Luis Scola,82,2023.5783333333334,847,525,106,60,19,105,670,235,4.6
2008,2007-08,101162,Marcin Gortat,6,40.67333333333333,18,16,2,1,1,2,17,3,-4.0
2008,2007-08,201158,Marco Belinelli,33,240.565,95,14,15,5,0,12,93,9,-8.1
2008,2007-08,201173,Marcus Williams,11,36.038333333333334,10,12,3,1,1,0,20,0,2.3
2008,2007-08,201238,Mario West,64,268.9633333333333,59,48,13,12,4,9,49,26,-0.1
2008,2007-08,201144,Mike Conley,53,1381.3366666666666,498,139,222,44,2,89,442,123,-10.6
2008,2007-08,200839,Mike Harris,17,159.39166666666668,62,54,3,6,3,9,54,13,4.2
2008,2007-08,201165,Morris Almond,9,39.196666666666665,13,2,3,1,0,2,15,6,-16.9
2008,2007-08,201174,Nick Fazekas,26,268.94166666666666,107,89,11,8,11,13,82,22,5.1
2008,2007-08,201156,Nick Young,75,1157.7366666666667,561,115,63,35,7,94,478,124,-7.9
2008,2007-08,200762,Oleksiy Pecherov,35,319.5133333333333,125,66,7,6,5,17,125,31,-11.8
2008,2007-08,201196,Ramon Sessions,17,449.5283333333333,137,58,127,17,3,36,117,41,-5.0
2008,2007-08,201155,Rodney Stuckey,57,1080.8733333333332,436,129,160,49,6,78,382,156,3.7
