season,season_label,player_id,player_name,games,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goal_attempts,free_throw_attempts,net_rating
2008,2007-08,201157,Sean Williams,73,1278.3083333333334,409,322,28,28,106,70,305,133,-7.2
2008,2007-08,201150,Spencer Hawes,71,931.2533333333333,334,230,44,14,40,56,318,58,-5.0
2008,2007-08,201186,Stephane Lasme,16,303.31666666666666,83,53,3,13,22,15,71,32,-5.9
2008,2007-08,201192,Taurean Green,17,73.78333333333333,27,10,11,2,0,9,25,12,5.9
2008,2007-08,201152,Thaddeus Young,74,1554.415,610,312,58,73,8,64,490,103,6.5
2008,2007-08,201242,Thomas Gardner,4,44.733333333333334,21,4,1,0,0,4,23,2,-8.4
2008,2007-08,201163,Wilson Chandler,35,685.065,255,127,33,15,16,27,242,54,-5.4
2008,2007-08,201146,Yi Jianlian,66,1646.6016666666667,566,344,55,36,56,90,520,145,-7.7
2009,2008-09,201582,Alexis Ajinca,31,182.25666666666666,70,30,3,7,6,12,69,28,3.1
2009,2008-09,201627,Anthony Morrow,67,1515.2983333333334,676,199,80,36,12,52,534,92,-1.7
2009,2008-09,201576,Anthony Randolph,63,1129.1266666666668,499,363,49,42,74,80,431,141,-3.6
2009,2008-09,201229,Anthony Tolliver,19,208.05,52,41,17,5,1,7,65,10,0.8
2009,2008-09,201628,Bobby Brown,68,931.4816666666667,361,52,117,21,3,63,360,43,-10.1
2009,2008-09,201575,Brandon Rush,75,1802.895,610,233,66,38,37,75,575,66,-4.2
2009,2008-09,201572,Brook Lopez,82,2501.4016666666666,1068,665,86,44,151,147,844,217,-2.3
2009,2008-09,201858,Cartier Martin,33,265.6066666666667,86,33,13,8,4,9,77,25,3.7
2009,2008-09,201604,Chris Douglas-Roberts,44,584.5416666666666,216,50,52,12,7,31,176,62,3.7
2009,2008-09,201584,Courtney Lee,77,1938.745,646,178,91,76,14,69,540,94,6.2
2009,2008-09,201571,D.J. Augustin,72,1907.9333333333334,850,133,250,42,2,119,621,233,-0.7
2009,2008-09,201591,DJ White,7,129.49833333333333,62,32,6,3,5,3,50,13,0.0
2009,2008-09,201568,Danilo Gallinari,28,411.745,170,55,15,14,4,15,125,27,6.4
2009,2008-09,201616,Darnell Jackson,51,429.5516666666667,98,87,8,10,4,14,86,35,-9.3
2009,2008-09,201589,Darrell Arthur,76,1464.1783333333333,422,346,43,52,52,47,436,60,-7.6
2009,2008-09,201599,DeAndre Jordan,53,771.3916666666667,228,237,11,11,59,41,147,109,-15.7
2009,2008-09,201634,DeMarcus Nelson,13,170.73166666666665,53,24,13,9,2,15,54,14,-9.3
2009,2008-09,201565,Derrick Rose,81,3000.048333333333,1361,317,512,66,18,202,1208,250,-1.8
2009,2008-09,201590,Donte Greene,55,725.3633333333333,209,86,30,16,14,37,236,34,-11.5
2009,2008-09,200971,Dontell Jefferson,6,83.78166666666667,29,12,9,4,1,6,22,9,-6.5
2009,2008-09,201569,Eric Gordon,78,2676.6516666666666,1252,201,215,78,35,164,901,350,-8.7
2009,2008-09,201588,George Hill,77,1269.8033333333333,438,158,136,45,21,74,372,146,2.1
2009,2008-09,201609,Goran Dragic,55,728.2416666666667,246,103,111,29,3,73,224,65,0.0
2009,2008-09,201141,Greg Oden,61,1313.8933333333334,540,424,31,25,69,87,351,226,7.6
2009,2008-09,201632,Hamed Haddadi,19,119.67666666666666,48,47,8,1,12,9,31,30,21.7
2009,2008-09,201611,Henry Walker,29,215.83,88,29,13,6,2,18,58,23,-13.0
2009,2008-09,201592,J.R. Giddens,6,7.611666666666666,4,3,0,1,0,1,3,0,-2.6
2009,2008-09,201581,JJ Hickson,62,704.7016666666667,245,165,9,14,30,45,194,67,-7.7
2009,2008-09,201580,JaVale McGee,75,1142.5916666666667,489,294,23,33,75,61,387,162,-11.9
2009,2008-09,201574,Jason Thompson,82,2302.8766666666666,910,606,93,46,59,146,717,286,-6.0
2009,2008-09,101214,Jawad Williams,10,20.265,12,2,0,1,0,1,12,0,2.9
2009,2008-09,201573,Jerryd Bayless,53,654.75,228,57,78,16,2,56,189,103,-2.6
2009,2008-09,201570,Joe Alexander,59,716.3883333333333,278,115,42,15,29,52,245,83,-1.4
2009,2008-09,201621,Joe Crawford,2,22.833333333333332,9,4,1,1,0,0,10,2,18.5
2009,2008-09,201595,Joey Dorsey,3,6.366666666666666,2,1,1,0,0,0,2,0,-29.4
2009,2008-09,201567,Kevin Love,81,2047.7016666666666,899,734,84,35,50,118,688,336,-6.1
2009,2008-09,201585,Kosta Koufos,48,565.1883333333334,224,138,20,12,31,26,185,51,-1.9
2009,2008-09,201602,Kyle Weaver,56,1165.6983333333333,299,130,101,47,25,69,246,58,-2.0
2009,2008-09,201601,Luc Mbah a Moute,82,2113.6916666666666,594,487,87,87,45,100,491,192,-0.2
2009,2008-09,201612,Malik Hairston,15,155.05,50,28,13,6,7,12,49,7,3.2
2009,2008-09,201188,Marc Gasol,82,2520.98,975,605,143,63,90,164,661,375,-7.0
2009,2008-09,201596,Mario Chalmers,82,2625.8433333333332,818,228,403,160,8,165,662,193,0.7
2009,2008-09,201578,Marreese Speights,79,1262.4233333333334,608,293,30,27,56,46,502,132,-3.3
2009,2008-09,201563,Michael Beasley,81,2008.59,1123,439,83,41,37,121,957,241,-0.1
2009,2008-09,201446,Mike Taylor,51,770.485,289,87,106,36,0,73,267,81,-8.4
2009,2008-09,201605,Nathan Jawai,6,18.858333333333334,2,2,0,0,0,2,4,0,-19.5
2009,2008-09,201587,Nicolas Batum,79,1453.7716666666668,426,220,74,50,40,50,361,52,8.5
2009,2008-09,201564,O.J. Mayo,82,3120.3033333333333,1516,308,262,91,13,226,1283,281,-7.3
2009,2008-09,201629,Othello Hunter,16,91.56,22,24,1,2,5,2,20,5,12.7
2009,2008-09,201633,Rob Kurz,40,441.91333333333336,157,81,20,14,19,16,131,50,-11.9
2009,2008-09,201577,Robin Lopez,60,614.3333333333334,189,118,8,11,41,28,137,68,-4.5
2009,2008-09,101146,Roko Ukic,72,889.535,301,75,153,30,2,60,324,60,-4.8
2009,2008-09,201579,Roy Hibbert,70,1009.1016666666667,494,243,49,20,76,55,420,147,-1.9
2009,2008-09,201164,Rudy Fernandez,78,1992.945,815,207,159,69,12,86,630,143,5.2
2009,2008-09,201566,Russell Westbrook,82,2668.035,1256,399,435,110,16,274,1095,428,-4.9
2009,2008-09,201583,Ryan Anderson,66,1312.425,487,311,52,44,20,63,407,116,0.1
2009,2008-09,201606,Sean Singletary,37,302.9716666666667,90,35,29,11,0,23,85,21,-10.2
2009,2008-09,201603,Sonny Weems,12,55.03333333333333,19,4,3,1,0,6,25,8,-36.0
2009,2008-09,201631,Steven Hill,1,2.433333333333333,2,3,0,0,0,0,1,0,83.3
2009,2008-09,201180,Sun Sun,10,28.148333333333333,6,0,2,1,1,3,11,0,-76.2
2009,2008-09,201234,Trey Johnson,4,14.133333333333333,4,1,0,0,0,1,5,4,-37.4
2009,2008-09,201594,Walter Sharpe,8,19.53,8,3,0,0,2,0,11,2,-22.3
2010,2009-10,201985,AJ Price,56,865.3116666666666,410,88,106,35,3,59,354,75,3.9
2010,2009-10,202087,Alonzo Gee,11,181.68333333333334,81,33,7,7,1,10,59,29,-1.2
2010,2009-10,202079,Antonio Anderson,1,14.616666666666667,2,1,0,0,0,1,3,0,-6.1
2010,2009-10,201948,Austin Daye,69,914.915,349,174,34,25,26,48,295,56,-6.7
2010,2009-10,201943,Brandon Jennings,82,2670.721666666667,1270,282,470,105,18,200,1216,273,2.5
2010,2009-10,201957,Byron Mullens,13,54.295,14,10,1,2,0,4,19,0,-30.5
2010,2009-10,202132,Cedric Jackson,12,74.53833333333333,20,8,14,3,2,11,20,12,-3.3
2010,2009-10,201978,Chase Budinger,74,1488.2883333333334,657,220,88,34,11,48,565,87,0.5
2010,2009-10,201805,Chris Hunter,60,782.9366666666666,270,167,37,13,35,30,217,69,0.6
2010,2009-10,201969,DaJuan Summers,44,405.12333333333333,134,45,16,8,7,16,130,38,-11.1
2010,2009-10,201980,Danny Green,20,114.81333333333333,40,17,5,6,3,5,39,6,-7.7
2010,2009-10,201967,Dante Cunningham,63,707.3833333333333,243,160,14,24,22,15,214,48,5.0
2010,2009-10,201954,Darren Collison,76,2109.1316666666667,946,192,432,78,4,202,789,174,-3.6
2010,2009-10,201971,DeJuan Blair,82,1494.3166666666666,638,526,65,50,39,112,495,161,3.2
2010,2009-10,201942,DeMar DeRozan,77,1663.6416666666667,662,223,53,43,18,62,512,194,-6.5
2010,2009-10,201960,DeMarre Carroll,71,795.2683333333333,209,150,33,28,9,24,222,53,-1.6
2010,2009-10,201974,Derrick Brown,57,535.4066666666666,186,78,19,21,10,19,147,72,0.4
2010,2009-10,201947,Earl Clark,51,383.39,140,62,21,7,13,23,151,36,-3.7
2010,2009-10,201953,Eric Maynor,81,1269.4933333333333,382,129,266,40,10,85,368,72,2.0
2010,2009-10,202066,Garrett Temple,27,334.10333333333335,136,31,21,13,6,27,101,50,-0.3
2010,2009-10,201945,Gerald Henderson,43,355.025,113,55,13,10,9,14,104,47,-1.5
2010,2009-10,201934,Hasheem Thabeet,68,883.2966666666666,208,243,11,15,89,43,131,93,-2.6
2010,2009-10,201935,James Harden,76,1738.36,753,244,137,80,20,106,578,240,4.9
2010,2009-10,201949,James Johnson,65,757.1766666666666,256,128,48,21,43,62,210,70,-8.1
2010,2009-10,201191,JamesOn Curry,1,0.065,0,0,0,0,0,0,0,0,0.0
2010,2009-10,201965,Jeff Ayres,39,405.0233333333333,104,98,1,7,16,12,65,20,-6.4
2010,2009-10,201952,Jeff Teague,71,718.4983333333333,228,67,122,34,11,50,227,49,-2.6
2010,2009-10,201966,Jermaine Taylor,31,302.6983333333333,128,46,16,10,3,19,119,46,-18.3
2010,2009-10,201975,Jodie Meeks,60,718.8166666666667,281,99,39,18,5,25,268,39,-0.2
2010,2009-10,201972,Jon Brockman,52,653.6566666666666,147,213,22,15,5,23,103,62,-0.7
2010,2009-10,201973,Jonas Jerebko,80,2232.2,741,478,58,79,29,82,603,176,-3.6
2010,2009-10,201938,Jonny Flynn,81,2339.4166666666665,1094,191,356,82,2,233,952,270,-13.0
2010,2009-10,201941,Jordan Hill,47,624.0983333333334,244,175,20,14,21,30,201,68,-0.8
2010,2009-10,201950,Jrue Holiday,73,1766.7616666666668,587,191,280,79,18,156,520,86,-4.2
2010,2009-10,201991,Lester Hudson,25,131.42666666666668,58,18,13,8,3,14,53,13,2.9
2010,2009-10,202068,Marcus Landry,18,110.65,44,19,0,1,2,6,43,5,2.2
2010,2009-10,201977,Marcus Thornton,73,1871.5966666666666,1057,211,114,58,11,76,883,177,-1.8
2010,2009-10,201802,Oliver Lafayette,1,21.53,7,4,2,0,0,1,6,0,-19.7
2010,2009-10,201956,Omri Casspi,77,1931.0933333333332,792,349,95,54,17,98,672,174,-3.2
2010,2009-10,201785,Othyus Jeffers,14,72.515,37,19,1,4,0,6,29,19,4.7
2010,2009-10,201988,Patty Mills,10,37.733333333333334,26,2,5,0,0,4,24,7,-22.1
2010,2009-10,202130,Reggie Williams,24,781.4866666666667,365,110,66,23,6,29,283,62,-2.7
2010,2009-10,201958,Rodrigue Beaubois,56,699.9133333333333,397,78,74,29,12,54,299,52,5.0
2010,2009-10,201970,Sam Young,80,1321.0466666666666,595,201,52,34,20,94,497,175,-9.0
2010,2009-10,201586,Serge Ibaka,73,1323.3933333333334,461,397,10,25,97,68,370,92,0.4
2010,2009-10,201939,Stephen Curry,80,2896.213333333333,1399,356,472,152,19,243,1143,200,-2.7
2010,2009-10,202178,Sundiata Gaines,32,217.115,106,29,39,12,0,14,82,46,4.2
2010,2009-10,201959,Taj Gibson,82,2203.5816666666665,735,611,70,50,104,114,629,175,-0.8
2010,2009-10,201981,Taylor Griffin,8,32.48833333333334,10,2,1,0,2,1,10,4,-4.5
2010,2009-10,201944,Terrence Williams,78,1763.5216666666668,656,348,223,43,10,124,651,144,-7.7
2010,2009-10,201962,Toney Douglas,56,1086.9766666666667,481,108,112,42,3,55,391,68,-4.7
2010,2009-10,201821,Trey Gilder,2,5.12,2,1,0,1,0,0,1,0,32.1
2010,2009-10,201951,Ty Lawson,65,1317.4366666666667,542,124,203,48,2,82,390,140,6.3
2010,2009-10,201946,Tyler Hansbrough,29,510.79833333333335,246,138,28,17,8,21,225,113,-4.4
2010,2009-10,201936,Tyreke Evans,72,2676.58,1450,380,414,109,26,216,1165,465,-6.2
2010,2009-10,201961,Wayne Ellington,76,1384.2416666666666,505,159,74,20,5,74,448,70,-6.7
2010,2009-10,202083,Wesley Matthews,82,2024.5716666666667,769,191,124,64,15,93,565,193,5.5
2011,2010-11,202329,Al-Farouq Aminu,81,1451.835,457,267,60,59,25,103,406,119,-6.4
2011,2010-11,202360,Andy Rautins,5,24.1,8,1,3,1,0,7,7,2,-22.4
2011,2010-11,202356,Armon Johnson,38,277.43666666666667,110,36,45,5,1,38,101,22,-1.7
2011,2010-11,202340,Avery Bradley,31,162.49,52,17,12,9,0,16,67,12,-16.3
2011,2010-11,202386,Ben Uzoh,42,437.5783333333333,158,61,69,13,8,25,144,56,-8.2
2011,2010-11,201933,Blake Griffin,82,3111.4733333333334,1845,989,312,63,45,223,1376,695,-2.2
2011,2010-11,202419,Chris Johnson,14,138.88333333333333,33,32,3,3,9,10,21,20,-18.6
2011,2010-11,201963,Christian Eyenga,44,946.885,303,123,35,34,28,47,306,28,-10.7
2011,2010-11,202332,Cole Aldrich,18,141.47666666666666,18,35,4,5,7,8,15,4,2.1
2011,2010-11,202342,Craig Brackins,3,32.82666666666667,8,4,1,1,0,0,16,0,-20.4
2011,2010-11,202345,Damion James,25,402.93833333333333,110,85,20,16,12,25,103,28,-2.8
2011,2010-11,202326,DeMarcus Cousins,81,2309.4266666666667,1143,699,204,85,68,268,1004,402,-6.3
2011,2010-11,202382,Derrick Caracter,41,215.00333333333333,81,43,7,4,10,19,66,23,-11.8
2011,2010-11,202324,Derrick Favors,78,1535.7216666666666,533,412,39,29,68,77,416,173,-6.7
2011,2010-11,202365,Devin Ebanks,20,117.61,62,27,2,4,5,6,51,23,-18.4
2011,2010-11,202354,Dexter Pittman,2,11.233333333333333,2,3,0,0,0,2,3,0,40.7
2011,2010-11,202346,Dominique Jones,18,135.11,42,25,19,5,3,10,45,17,-8.8
2011,2010-11,202334,Ed Davis,65,1601.7533333333333,501,462,40,39,67,48,373,128,-9.8
2011,2010-11,202327,Ekpe Udoh,58,1029.5133333333333,236,181,40,22,86,48,222,64,6.1
2011,2010-11,202339,Eric Bledsoe,81,1840.5333333333333,543,223,289,92,26,194,486,133,-6.4
2011,2010-11,202323,Evan Turner,78,1797.4016666666666,565,306,159,49,14,80,529,125,-1.2
2011,2010-11,202371,Gani Lawal,1,1.9333333333333333,0,0,0,0,0,0,0,0,-50.0
2011,2010-11,202081,Garret Siler,21,101.29333333333334,45,28,3,1,4,10,31,22,-5.8
2011,2010-11,201814,Gary Forbes,63,790.7683333333333,326,116,49,23,6,46,273,87,-1.9
2011,2010-11,202390,Gary Neal,80,1684.5616666666667,783,196,96,27,4,78,632,104,2.2
2011,2010-11,202330,Gordon Hayward,72,1217.67,388,139,81,30,19,70,293,97,-8.0
2011,2010-11,202328,Greg Monroe,80,2221.8633333333332,751,601,105,93,45,81,550,233,-2.5
2011,2010-11,202349,Greivis Vasquez,70,859.9166666666666,249,73,151,22,4,70,233,44,-4.2
2011,2010-11,202380,Hamady Ndiaye,16,80.17666666666666,14,7,0,2,5,3,5,12,-25.6
2011,2010-11,202355,Hassan Whiteside,1,1.7433333333333334,0,0,0,0,0,0,0,0,-133.3
2011,2010-11,202397,Ish Smith,43,441.65166666666664,101,47,79,18,2,34,115,21,-5.8
2011,2010-11,202341,James Anderson,26,286.23833333333334,94,23,18,3,6,13,81,18,-7.5
2011,2010-11,202399,Jeff Adrien,23,195.935,57,58,10,4,5,9,54,19,1.6
2011,2010-11,202379,Jeremy Evans,49,462.91,178,97,24,17,17,19,115,37,-1.9
2011,2010-11,202391,Jeremy Lin,29,284.5133333333333,76,34,42,33,9,18,72,25,2.5
2011,2010-11,202322,John Wall,69,2606.055,1131,317,574,121,35,261,972,393,-8.8
2011,2010-11,202348,Jordan Crawford,42,1026.645,490,105,117,39,3,83,500,84,-10.9
2011,2010-11,202338,Kevin Seraphin,58,634.6283333333333,154,152,10,17,28,42,147,31,-14.9
2011,2010-11,202362,Lance Stephenson,12,114.69666666666667,37,18,21,4,0,16,39,14,3.2
2011,2010-11,202361,Landry Fields,82,2541.3283333333334,797,521,155,80,17,107,602,147,1.6
2011,2010-11,202082,Larry Owens,12,142.73333333333332,40,15,8,9,5,5,32,9,4.5
2011,2010-11,202336,Larry Sanders,60,872.1616666666666,260,178,16,22,72,38,268,50,-8.2
2011,2010-11,202351,Lazar Hayward,42,419.41833333333335,160,70,28,12,7,19,154,42,-12.9
2011,2010-11,202337,Luke Babbitt,24,137.29333333333332,36,30,6,2,2,8,55,9,-10.3
2011,2010-11,202376,Luke Harangody,49,640.6383333333333,193,143,30,15,17,16,206,26,-5.6
2011,2010-11,202412,Manny Harris,54,933.3466666666667,321,140,85,31,7,63,289,93,-13.0
2011,2010-11,202408,Marcus Cousin,4,18.311666666666667,4,3,0,0,1,1,3,0,-40.5
2011,2010-11,201203,Mustafa Shakur,22,159.11833333333334,51,22,25,5,3,18,59,15,-2.2
2011,2010-11,201593,Nikola Pekovic,65,887.4083333333333,359,193,27,18,35,91,263,114,-10.8
2011,2010-11,201600,Omer Asik,82,989.4483333333334,229,306,32,20,56,64,141,145,13.1
2011,2010-11,202377,Pape Sy,3,20.983333333333334,7,3,2,1,0,3,6,3,-13.9
2011,2010-11,201607,Patrick Ewing,7,19.153333333333332,3,2,2,0,1,1,5,4,-8.3
2011,2010-11,202335,Patrick Patterson,52,867.5366666666666,328,200,41,17,37,31,267,42,0.3
2011,2010-11,202331,Paul George,61,1264.805,476,224,65,62,26,70,395,101,0.0
2011,2010-11,200817,Pooh Jeter,62,858.0866666666667,255,70,162,29,2,51,259,41,-6.1
2011,2010-11,202347,Quincy Pondexter,66,733.5716666666667,188,88,28,17,10,16,180,34,-5.6
2011,2010-11,202396,Samardo Samuels,37,701.4166666666666,288,158,17,15,18,53,241,110,-9.4
2011,2010-11,201623,Semih Erden,41,594.8816666666667,163,118,20,15,24,34,111,60,-2.0
2011,2010-11,202395,Sherron Collins,20,65.88166666666666,17,5,8,2,0,4,25,1,-14.1
2011,2010-11,202374,Solomon Alabi,12,59.01,6,14,2,2,2,3,15,2,-8.6
2011,2010-11,201168,Tiago Splitter,60,738.045,278,201,26,29,17,32,191,140,-1.3
2011,2010-11,202389,Timofey Mozgov,45,524.095,163,121,15,15,25,35,133,52,-3.0
2011,2010-11,202344,Trevor Booker,65,1063.0916666666667,346,251,35,29,42,38,253,101,-7.4
2011,2010-11,202325,Wesley Johnson,79,2069.37,709,240,148,58,54,95,682,92,-5.4
2011,2010-11,202378,Willie Warren,19,133.80166666666668,37,12,27,6,0,8,35,8,7.9
2011,2010-11,202333,Xavier Henry,38,527.4316666666666,165,37,18,11,3,13,160,52,-3.8
2011,2010-11,202220,Zabian Dowdell,24,291.6983333333333,121,20,51,20,2,29,125,17,-6.8
2012,2011-12,202692,Alec Burks,59,938.9033333333333,425,132,55,27,5,51,357,143,-1.9
2012,2011-12,202726,Andrew Goudelock,40,418.6016666666667,175,31,20,4,0,21,174,12,-4.0
2012,2011-12,202687,Bismack Biyombo,63,1455.22,327,368,27,20,115,71,278,143,-15.8
2012,2011-12,202688,Brandon Knight,66,2128.495,847,211,251,49,10,171,769,137,-6.2
2012,2011-12,201291,Carldell Johnson,15,118.76666666666667,27,9,22,8,0,7,35,3,6.2
2012,2011-12,202718,Chandler Parsons,63,1804.365,599,300,134,73,29,81,549,78,1.9
2012,2011-12,202724,Charles Jenkins,51,892.8933333333333,297,68,170,33,6,60,291,39,-11.7
2012,2011-12,202698,Chris Singleton,66,1430.7383333333332,306,233,49,70,30,38,312,44,-3.9
2012,2011-12,202874,Chris Wright,24,185.83166666666668,70,45,4,7,13,8,45,31,-4.5
2012,2011-12,202809,Cory Higgins,38,422.66833333333335,150,35,36,5,6,39,160,60,-13.3
2012,2011-12,202709,Cory Joseph,29,265.86,58,25,34,7,3,12,70,17,-9.0
2012,2011-12,202622,Courtney Fortson,10,95.205,35,15,10,3,0,10,32,15,-21.8
2012,2011-12,202810,D.J. Kennedy,2,58.86666666666667,12,7,3,2,0,3,12,2,-28.8
2012,2011-12,202350,Daniel Orton,16,186.57,45,39,5,8,9,7,30,25,-10.9
2012,2011-12,202359,Darington Hobson,5,38.88,4,3,6,0,0,2,13,0,7.8
2012,2011-12,202721,Darius Morris,19,169.49,46,16,21,2,0,19,42,9,-14.4
2012,2011-12,202732,DeAndre Liggins,17,115.065,33,15,5,6,0,10,25,19,-27.1
2012,2011-12,202862,Dennis Horner,8,22.115,5,5,0,0,0,1,4,4,-32.0
2012,2011-12,201182,Derrick Byars,2,36.86333333333334,10,11,1,2,0,0,11,4,-9.2
2012,2011-12,202682,Derrick Williams,66,1417.685,583,311,38,30,31,77,498,195,-3.2
2012,2011-12,202388,Donald Sloan,33,669.5366666666666,183,67,105,13,3,49,198,30,-17.5
2012,2011-12,202734,E'Twaun Moore,38,331.00333333333333,110,33,34,11,3,21,113,7,3.1
2012,2011-12,202775,Edwin Ubiles,4,51.99666666666667,14,10,1,1,1,1,18,3,-18.8
2012,2011-12,202343,Elliot Williams,24,149.345,88,19,6,6,3,5,74,18,-9.4
2012,2011-12,202683,Enes Freedom,66,874.435,304,278,8,18,23,54,236,105,-8.4
2012,2011-12,201286,Eric Dawson,4,39.233333333333334,15,10,0,1,2,3,12,2,-26.2
2012,2011-12,202962,Greg Smith,8,69.09166666666667,14,20,1,2,5,1,11,0,-2.4
2012,2011-12,201880,Greg Stiemsma,55,766.4033333333333,161,177,28,37,85,33,121,41,-2.9
2012,2011-12,202970,Gustavo Ayon,54,1088.3116666666667,319,265,74,53,46,46,261,63,-0.5
2012,2011-12,202697,Iman Shumpert,59,1705.4666666666667,563,186,164,101,8,111,534,109,3.7
2012,2011-12,202738,Isaiah Thomas,65,1655.44,749,168,266,53,8,105,571,185,-2.3
2012,2011-12,201274,Ivan Johnson,56,934.3216666666667,356,226,32,43,18,69,275,100,2.9
2012,2011-12,202707,JaJuan Johnson,36,298.1616666666667,114,58,6,5,14,14,121,9,-6.7
2012,2011-12,202686,Jan Vesely,57,1077.5583333333334,267,249,47,39,32,60,218,62,-3.6
2012,2011-12,202880,Jeff Foote,4,39.13,4,6,0,0,1,2,6,0,-1.3
2012,2011-12,202951,Jeremy Pargo,44,423.9766666666667,126,37,55,15,0,46,150,27,-14.2
2012,2011-12,202719,Jeremy Tyler,42,568.21,205,140,16,16,20,36,209,52,-10.0
2012,2011-12,202406,Jerome Dyson,9,180.18333333333334,67,19,18,11,2,20,48,36,2.4
2012,2011-12,202366,Jerome Jordan,21,107.56666666666666,42,27,4,1,6,2,33,10,10.0
2012,2011-12,202536,Jerry Smith,5,45.945,7,7,4,5,0,0,14,0,-11.4
2012,2011-12,202690,Jimmer Fredette,61,1134.66,462,73,108,30,3,67,446,48,-9.6
2012,2011-12,202710,Jimmy Butler III,42,359.0316666666667,109,56,14,11,5,14,79,56,12.2
2012,2011-12,202720,Jon Leuer,46,554.5616666666666,218,120,25,14,17,18,191,28,1.9
2012,2011-12,202706,Jordan Hamilton,26,258.03833333333336,115,62,20,4,3,16,111,5,8.0
2012,2011-12,202716,Jordan Williams,43,634.8133333333334,197,156,11,21,15,23,152,66,2.6
2012,2011-12,202725,Josh Harrellson,37,539.7066666666667,162,144,11,23,20,20,149,26,9.1
2012,2011-12,202729,Josh Selby,28,236.785,63,15,30,7,0,29,72,14,-6.1
2012,2011-12,202933,Julyan Stone,22,179.435,36,25,37,8,6,11,31,11,9.0
2012,2011-12,202458,Justin Dentmon,6,90.70833333333333,26,8,10,2,0,7,28,6,-13.5
2012,2011-12,202712,Justin Harper,14,83.63,20,12,2,2,3,6,31,1,-21.8
2012,2011-12,202695,Kawhi Leonard,64,1534.3966666666668,507,327,70,85,24,44,404,88,5.1
2012,2011-12,202728,Keith Benson,3,9.133333333333333,0,3,0,0,0,0,1,0,36.8
2012,2011-12,202689,Kemba Walker,66,1792.0466666666666,799,234,289,60,20,119,767,213,-14.8
2012,2011-12,202702,Kenneth Faried,46,1037.2633333333333,471,352,36,34,47,54,309,164,0.7
2012,2011-12,202691,Klay Thompson,66,1607.665,826,161,133,49,20,103,718,91,-4.4
2012,2011-12,202681,Kyrie Irving,51,1557.8516666666667,944,191,275,54,20,160,747,196,-5.6
2012,2011-12,202498,Lance Thomas,42,629.4633333333334,166,126,12,10,7,24,126,62,-6.5
2012,2011-12,202730,Lavoy Allen,41,624.12,169,171,34,13,18,20,167,14,4.2
2012,2011-12,202723,Malcolm Lee,19,243.0,62,26,31,8,4,17,59,17,-5.2
2012,2011-12,202952,Malcolm Thomas,3,15.083333333333334,1,3,1,1,1,0,3,2,-12.9
2012,2011-12,202705,MarShon Brooks,56,1648.3066666666666,708,200,131,52,15,118,640,148,-10.3
2012,2011-12,202694,Marcus Morris Sr.,17,125.59333333333333,40,16,3,2,2,4,54,8,-11.3
2012,2011-12,202693,Markieff Morris,63,1226.985,467,279,65,41,42,70,436,106,-2.1
2012,2011-12,202148,Mickell Gladness,26,252.04833333333335,56,58,5,4,20,7,59,12,-14.6
2012,2011-12,202814,Mychel Thompson,5,94.735,18,5,7,2,1,5,24,0,-1.1
2012,2011-12,202696,Nikola Vučević,51,811.5733333333334,283,246,31,20,34,33,291,34,1.4
2012,2011-12,202701,Nolan Smith,44,541.0783333333334,167,56,62,18,3,42,180,28,-14.9
2012,2011-12,202708,Norris Cole,65,1260.4333333333334,441,91,133,44,2,105,450,85,-1.5
2012,2011-12,202704,Reggie Jackson,45,500.7133333333333,140,53,71,25,1,36,159,29,0.7
2012,2011-12,201937,Ricky Rubio,41,1403.68,436,171,336,91,8,131,389,157,2.1
2012,2011-12,202385,Ryan Reid,5,16.661666666666665,8,2,0,0,0,1,5,0,3.3
2012,2011-12,202714,Shelvin Mack,64,779.48,230,92,131,28,2,48,220,59,-0.8
2012,2011-12,202227,Terrel Harris,22,318.2183333333333,80,51,26,9,2,25,83,21,-8.3
2012,2011-12,202699,Tobias Harris,42,479.015,208,101,22,13,7,31,169,54,0.7
2012,2011-12,202727,Travis Leslie,10,45.28333333333333,14,9,5,2,2,2,14,9,-25.6
2012,2011-12,202717,Trey Thompkins,24,119.02333333333333,57,24,3,3,3,6,61,7,-24.9
2012,2011-12,202684,Tristan Thompson,60,1423.7533333333333,494,389,27,27,62,81,442,192,-11.2
2012,2011-12,202715,Tyler Honeycutt,15,88.02,20,14,7,4,3,2,24,5,-1.4
2012,2011-12,202731,Vernon Macklin,23,135.45666666666668,46,34,5,4,4,3,35,14,3.2
2012,2011-12,201041,Walker Russell,28,357.24833333333333,84,26,58,18,1,33,95,22,-9.8
2012,2011-12,202918,Xavier Silas,2,38.7,11,4,3,0,0,3,15,3,-17.5
2013,2012-13,203144,Alexey Shved,77,1839.5283333333334,665,175,286,54,27,147,635,150,-2.1
2013,2012-13,203083,Andre Drummond,60,1242.69,476,457,30,59,95,57,342,159,-2.4
2013,2012-13,203094,Andrew Nicholson,75,1249.4083333333333,587,258,44,24,32,79,486,94,-6.4
2013,2012-13,203076,Anthony Davis,64,1845.9516666666666,867,522,63,75,112,89,676,225,-3.8
2013,2012-13,203102,Arnett Moultrie,47,541.7083333333334,174,145,10,17,10,19,134,28,-7.0
2013,2012-13,203382,Aron Baynes,16,141.355,43,32,5,1,6,11,36,12,0.9
