season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url,team_game_date,team_matchup,team_result,team_points,team_plus_minus,decade,pool,context_note,overtime_periods
2001,2000–01,2062,A.J. Guyton,0020001181,2001-04-18,CHI @ PHI,PHI,W,40.766666666666666,6,3,9,0,3,0,0,0,3,3,5,2,0,1,1,-1,5.9,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-18,CHI @ PHI,W,92,6,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001181,2001-04-18,CHI @ PHI,PHI,W,22.346666666666668,10,5,10,0,1,0,0,0,3,3,1,1,1,0,2,5,7.500000000000001,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-18,CHI @ PHI,W,92,6,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001181,2001-04-18,CHI @ PHI,PHI,W,9.946666666666667,3,1,2,0,0,1,2,0,2,2,1,1,2,0,2,-4,4.500000000000001,52.083333333333336,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-18,CHI @ PHI,W,92,6,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001181,2001-04-18,CHI @ PHI,PHI,W,12.666666666666666,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,-4,1.5999999999999999,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-18,CHI @ PHI,W,92,6,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001170,2001-04-17,CHI @ NJN,NJN,W,48.0,24,8,18,4,6,4,4,1,3,4,1,0,1,1,1,6,16.2,60.72874493927125,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-17,CHI @ NJN,W,100,6,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001170,2001-04-17,CHI @ NJN,NJN,W,26.2,17,6,14,0,0,5,7,2,2,4,1,1,0,3,4,1,7.899999999999999,49.76580796252928,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-17,CHI @ NJN,W,100,6,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001170,2001-04-17,CHI @ NJN,NJN,W,14.691666666666666,3,1,2,0,0,1,1,3,4,7,0,1,0,1,0,1,5.3,61.47540983606557,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-17,CHI @ NJN,W,100,6,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001170,2001-04-17,CHI @ NJN,NJN,W,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-7,-0.8,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-17,CHI @ NJN,W,100,6,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001159,2001-04-15,CHI vs. IND,IND,L,29.15,14,5,13,1,3,3,5,1,7,8,2,1,0,4,3,-3,6.100000000000001,46.05263157894737,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-15,CHI vs. IND,L,86,-7,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001159,2001-04-15,CHI vs. IND,IND,L,39.833333333333336,5,2,9,1,4,0,0,1,1,2,5,2,0,1,1,-2,4.6,27.77777777777778,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-15,CHI vs. IND,L,86,-7,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001159,2001-04-15,CHI vs. IND,IND,L,10.566666666666666,2,1,2,0,1,0,0,0,1,1,2,1,0,0,1,7,3.3,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-15,CHI vs. IND,L,86,-7,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001159,2001-04-15,CHI vs. IND,IND,L,9.233333333333333,2,0,2,0,0,2,2,0,3,3,1,0,0,0,2,5,1.4000000000000001,34.72222222222222,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-15,CHI vs. IND,L,86,-7,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001143,2001-04-13,CHI vs. UTA,UTA,L,38.93333333333333,12,5,12,2,5,0,0,0,3,3,2,1,0,2,3,-11,5.700000000000002,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-13,CHI vs. UTA,L,83,-11,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001143,2001-04-13,CHI vs. UTA,UTA,L,25.293333333333333,12,4,9,2,3,2,2,0,3,3,0,0,0,2,4,-7,4.6,60.72874493927125,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-13,CHI vs. UTA,L,83,-11,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001143,2001-04-13,CHI vs. UTA,UTA,L,23.323333333333338,5,2,2,0,0,1,2,1,3,4,2,0,1,2,5,-2,3.7,86.80555555555556,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-13,CHI vs. UTA,L,83,-11,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001143,2001-04-13,CHI vs. UTA,UTA,L,14.9,2,1,1,0,0,0,0,0,1,1,3,0,0,0,1,-5,3.6999999999999997,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-13,CHI vs. UTA,L,83,-11,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001143,2001-04-13,CHI vs. UTA,UTA,L,6.826666666666667,0,0,1,0,0,0,0,2,0,2,2,0,1,2,1,-4,0.3999999999999999,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-13,CHI vs. UTA,L,83,-11,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001126,2001-04-11,CHI @ WAS,WAS,W,32.38333333333333,17,7,10,2,3,1,2,1,3,4,4,0,0,0,1,5,16.400000000000002,78.12499999999999,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-11,CHI @ WAS,W,113,4,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001126,2001-04-11,CHI @ WAS,WAS,W,23.6,21,10,14,0,0,1,1,3,1,4,1,0,0,2,5,-2,14.3,72.71468144044321,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-11,CHI @ WAS,W,113,4,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001126,2001-04-11,CHI @ WAS,WAS,W,28.133333333333333,8,3,6,0,1,2,2,0,0,0,4,2,0,3,2,-6,6.0,58.139534883720934,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-11,CHI @ WAS,W,113,4,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001126,2001-04-11,CHI @ WAS,WAS,W,12.133333333333333,4,2,4,0,0,0,0,2,2,4,1,0,1,0,4,2,3.8000000000000003,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-11,CHI @ WAS,W,113,4,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001126,2001-04-11,CHI @ WAS,WAS,W,10.333333333333334,3,1,3,0,0,1,1,1,0,1,0,0,0,0,1,1,1.6,43.604651162790695,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-11,CHI @ WAS,W,113,4,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001126,2001-04-11,CHI @ WAS,WAS,W,3.05,1,0,1,0,0,1,2,0,0,0,0,0,0,1,1,5,-1.5,26.595744680851062,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-11,CHI @ WAS,W,113,4,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001118,2001-04-10,CHI @ MIL,MIL,L,28.5,11,3,8,1,2,4,4,1,3,4,4,1,0,1,3,-7,9.8,56.35245901639344,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-10,CHI @ MIL,L,84,-21,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001118,2001-04-10,CHI @ MIL,MIL,L,32.1,6,2,8,2,5,0,0,1,3,4,3,2,1,4,1,-11,3.1999999999999993,37.5,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-10,CHI @ MIL,L,84,-21,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001118,2001-04-10,CHI @ MIL,MIL,L,26.85,11,4,8,1,3,2,2,1,1,2,4,0,1,1,1,-6,10.1,61.936936936936924,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-10,CHI @ MIL,L,84,-21,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001118,2001-04-10,CHI @ MIL,MIL,L,7.15,4,2,6,0,0,0,0,1,1,2,0,0,1,0,1,4,1.9000000000000008,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-10,CHI @ MIL,L,84,-21,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001118,2001-04-10,CHI @ MIL,MIL,L,5.416666666666667,0,0,2,0,0,0,0,2,1,3,0,0,0,0,1,-7,-0.10000000000000003,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-10,CHI @ MIL,L,84,-21,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001118,2001-04-10,CHI @ MIL,MIL,L,18.633333333333333,0,0,2,0,0,0,0,0,2,2,0,0,0,1,2,-1,-2.6,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-10,CHI @ MIL,L,84,-21,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001106,2001-04-08,CHI @ TOR,TOR,L,37.876666666666665,12,5,11,0,4,2,2,2,5,7,3,5,0,4,0,2,12.3,50.5050505050505,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-08,CHI @ TOR,L,88,-12,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001106,2001-04-08,CHI @ TOR,TOR,L,24.09,13,5,9,2,4,1,1,0,0,0,1,0,0,1,0,-10,8.399999999999999,68.85593220338984,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-08,CHI @ TOR,L,88,-12,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001106,2001-04-08,CHI @ TOR,TOR,L,22.366666666666667,3,1,3,0,0,1,2,2,1,3,0,0,0,1,5,-4,-0.3999999999999999,38.659793814432994,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-08,CHI @ TOR,L,88,-12,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001106,2001-04-08,CHI @ TOR,TOR,L,5.966666666666667,0,0,2,0,0,0,0,1,2,3,0,0,0,0,1,1,-0.5,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-08,CHI @ TOR,L,88,-12,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001106,2001-04-08,CHI @ TOR,TOR,L,12.333333333333334,0,0,2,0,0,0,0,0,2,2,0,0,0,1,3,-18,-3.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-08,CHI @ TOR,L,88,-12,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001092,2001-04-06,CHI @ IND,IND,L,33.34,10,5,7,0,1,0,0,1,6,7,2,0,0,3,1,9,7.600000000000001,71.42857142857143,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-06,CHI @ IND,L,93,-7,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001092,2001-04-06,CHI @ IND,IND,L,19.65,2,1,5,0,2,0,0,0,2,2,6,0,0,4,3,0,-1.5000000000000009,20.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-06,CHI @ IND,L,93,-7,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001092,2001-04-06,CHI @ IND,IND,L,15.638333333333334,4,1,1,1,1,1,2,1,1,2,0,0,0,2,1,-4,1.9,106.38297872340425,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-06,CHI @ IND,L,93,-7,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001092,2001-04-06,CHI @ IND,IND,L,14.36,2,1,4,0,2,0,0,0,0,0,1,0,0,0,0,-5,0.30000000000000004,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-06,CHI @ IND,L,93,-7,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001092,2001-04-06,CHI @ IND,IND,L,1.9433333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,-0.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-06,CHI @ IND,L,93,-7,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001083,2001-04-05,CHI vs. LAL,LAL,L,25.516666666666666,12,5,6,2,2,0,0,1,2,3,3,1,0,1,1,2,12.799999999999999,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-05,CHI vs. LAL,L,88,-12,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001083,2001-04-05,CHI vs. LAL,LAL,L,29.5,5,2,10,1,5,0,0,0,2,2,1,1,0,1,0,-8,0.09999999999999964,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-05,CHI vs. LAL,L,88,-12,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001083,2001-04-05,CHI vs. LAL,LAL,L,17.583333333333332,4,2,4,0,0,0,2,2,3,5,0,0,0,2,2,3,0.6999999999999993,40.98360655737705,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-05,CHI vs. LAL,L,88,-12,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001083,2001-04-05,CHI vs. LAL,LAL,L,3.9833333333333334,2,0,2,0,0,2,2,0,2,2,0,0,0,1,1,0,-0.19999999999999984,34.72222222222222,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-05,CHI vs. LAL,L,88,-12,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001083,2001-04-05,CHI vs. LAL,LAL,L,4.205,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,-2,-1.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-05,CHI vs. LAL,L,88,-12,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001083,2001-04-05,CHI vs. LAL,LAL,L,4.566666666666666,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,-1.6,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-05,CHI vs. LAL,L,88,-12,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001068,2001-04-03,CHI vs. DET,DET,L,35.5,17,6,14,4,6,1,1,0,1,1,2,3,0,2,3,-16,11.100000000000001,58.86426592797784,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-03,CHI vs. DET,L,83,-27,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001068,2001-04-03,CHI vs. DET,DET,L,22.3,11,4,11,0,0,3,3,1,5,6,1,1,0,2,2,-3,6.0,44.64285714285714,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-03,CHI vs. DET,L,83,-27,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001068,2001-04-03,CHI vs. DET,DET,L,29.666666666666668,10,4,11,1,4,1,2,1,1,2,3,0,1,1,0,-18,6.3,42.08754208754208,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-03,CHI vs. DET,L,83,-27,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001068,2001-04-03,CHI vs. DET,DET,L,12.45,3,1,1,0,0,1,2,1,2,3,0,0,2,3,4,-2,0.3999999999999999,79.7872340425532,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-03,CHI vs. DET,L,83,-27,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001068,2001-04-03,CHI vs. DET,DET,L,8.1,2,1,2,0,0,0,0,0,1,1,0,0,0,1,0,-6,0.30000000000000004,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-03,CHI vs. DET,L,83,-27,2000s,Regular season,,0
2001,2000–01,2053,Dalibor Bagaric,0020001068,2001-04-03,CHI vs. DET,DET,L,2.533333333333333,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-5,-0.30000000000000004,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-04-03,CHI vs. DET,L,83,-27,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001050,2001-03-31,CHI vs. MIA,MIA,L,21.733333333333334,19,7,8,5,6,0,0,1,1,2,5,0,0,0,0,7,20.700000000000003,118.75,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-31,CHI vs. MIA,L,90,-7,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001050,2001-03-31,CHI vs. MIA,MIA,L,25.316666666666663,11,4,8,1,1,2,2,2,3,5,0,1,0,1,3,-16,8.100000000000001,61.936936936936924,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-31,CHI vs. MIA,L,90,-7,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001050,2001-03-31,CHI vs. MIA,MIA,L,16.703333333333333,4,2,2,0,0,0,0,1,2,3,0,1,1,1,5,-6,3.3999999999999995,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-31,CHI vs. MIA,L,90,-7,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001050,2001-03-31,CHI vs. MIA,MIA,L,26.266666666666666,4,1,10,1,6,1,1,1,1,2,2,0,0,1,4,-14,-2.8,19.157088122605366,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-31,CHI vs. MIA,L,90,-7,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001050,2001-03-31,CHI vs. MIA,MIA,L,5.183333333333334,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-31,CHI vs. MIA,L,90,-7,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001033,2001-03-29,CHI vs. BOS,BOS,L,27.983333333333334,12,4,6,2,3,2,2,0,4,4,7,0,0,2,2,-12,12.7,87.20930232558139,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-29,CHI vs. BOS,L,104,-2,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001033,2001-03-29,CHI vs. BOS,BOS,L,32.483333333333334,12,5,10,0,0,2,3,0,6,6,0,0,0,1,4,-1,5.799999999999999,53.003533568904594,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-29,CHI vs. BOS,L,104,-2,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020001033,2001-03-29,CHI vs. BOS,BOS,L,20.016666666666666,7,2,5,1,2,2,3,0,1,1,3,0,0,0,4,10,4.699999999999999,55.379746835443036,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-29,CHI vs. BOS,L,104,-2,2000s,Regular season,,0
2001,2000–01,1864,Steve Goodrich,0020001033,2001-03-29,CHI vs. BOS,BOS,L,1.85,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,-3,0.4999999999999998,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-29,CHI vs. BOS,L,104,-2,2000s,Regular season,,0
2001,2000–01,2063,Jake Voskuhl,0020001033,2001-03-29,CHI vs. BOS,BOS,L,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-3,-1.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-29,CHI vs. BOS,L,104,-2,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020001012,2001-03-26,CHI vs. DEN,DEN,L,36.18333333333333,17,6,16,3,9,2,2,0,1,1,5,2,0,0,3,4,12.8,50.355450236966824,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-26,CHI vs. DEN,L,104,-5,2000s,Regular season,,1
2001,2000–01,1434,Dragan Tarlac,0020001012,2001-03-26,CHI vs. DEN,DEN,L,6.233333333333333,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,-12,-1.1,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-26,CHI vs. DEN,L,104,-5,2000s,Regular season,,1
2001,2000–01,2037,Jamal Crawford,0020001004,2001-03-25,CHI @ BOS,BOS,L,17.46,10,3,5,2,3,2,2,0,1,1,2,0,0,2,1,0,6.999999999999998,85.03401360544218,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-25,CHI @ BOS,L,98,-4,2000s,Regular season,,0
2001,2000–01,1434,Dragan Tarlac,0020001004,2001-03-25,CHI @ BOS,BOS,L,10.85,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,-1,1.7000000000000002,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-25,CHI @ BOS,L,98,-4,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020001004,2001-03-25,CHI @ BOS,BOS,L,7.716666666666667,0,0,3,0,0,0,2,0,0,0,1,0,0,1,2,-2,-3.999999999999999,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-25,CHI @ BOS,L,98,-4,2000s,Regular season,,0
2001,2000–01,2037,Jamal Crawford,0020000994,2001-03-23,CHI vs. CHH,CHH,W,28.261666666666667,11,4,7,2,2,1,2,0,3,3,6,0,0,1,2,5,10.599999999999998,69.79695431472082,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-23,CHI vs. CHH,W,93,3,2000s,Regular season,,1
2001,2000–01,1434,Dragan Tarlac,0020000994,2001-03-23,CHI vs. CHH,CHH,W,12.045,2,1,5,0,0,0,0,1,1,2,0,0,0,2,1,-7,-2.5,20.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-23,CHI vs. CHH,W,93,3,2000s,Regular season,,1
2001,2000–01,2053,Dalibor Bagaric,0020000994,2001-03-23,CHI vs. CHH,CHH,W,4.0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,-4,1.7,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-23,CHI vs. CHH,W,93,3,2000s,Regular season,,1
2001,2000–01,2037,Jamal Crawford,0020000978,2001-03-21,CHI @ MIA,MIA,L,27.233333333333334,17,5,10,1,1,6,7,0,3,3,3,0,0,2,2,-16,11.799999999999999,64.98470948012233,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-21,CHI @ MIA,L,81,-28,2000s,Regular season,,0
2001,2000–01,2033,Marcus Fizer,0020000978,2001-03-21,CHI @ MIA,MIA,L,33.81666666666667,9,3,8,0,0,3,4,0,7,7,0,1,1,2,1,-17,5.599999999999999,46.10655737704918,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-21,CHI @ MIA,L,81,-28,2000s,Regular season,,0
2001,2000–01,1434,Dragan Tarlac,0020000978,2001-03-21,CHI @ MIA,MIA,L,22.25,4,0,2,0,0,4,4,1,4,5,1,0,0,2,3,-9,2.0,53.191489361702125,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-21,CHI @ MIA,L,81,-28,2000s,Regular season,,0
2001,2000–01,2062,A.J. Guyton,0020000978,2001-03-21,CHI @ MIA,MIA,L,12.0,5,1,3,1,2,2,2,0,0,0,2,0,0,0,1,-1,4.300000000000001,64.43298969072166,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2001-03-21,CHI @ MIA,L,81,-28,2000s,Regular season,,0
