personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642877,Micah,Peavy,1610612740,NOP,32:38,11,4
1642922,Jalon,Moore,1610612740,NOP,19:47,6,1
1630621,Hunter,Dickinson,1610612740,NOP,24:14,9,4
1641723,Kobe,Bufkin,1610612740,NOP,31:56,16,9
1641806,Markquis,Nowell,1610612740,NOP,30:39,14,9
1643738,Malik,Dia,1610612740,NOP,11:47,6,1
1641877,Nate,Mensah,1610612740,NOP,15:46,4,0
1643555,Jaron,Pierre Jr.,1610612740,NOP,11:51,5,2
1643645,Chris,Bell,1610612740,NOP,7:26,2,2
1643104,Christian,Shumate,1610612740,NOP,9:10,2,0
1643737,Dominique,Daniels Jr.,1610612740,NOP,4:46,3,1
1643596,Melvin,Council Jr.,1610612740,NOP,,0,0
1642490,Josh,Oduro,1610612740,NOP,,0,0
1643159,Johnny,O'Neil,1610612740,NOP,,0,0
1643740,Jordan,Riley,1610612740,NOP,,0,0
1643741,Solomon,Washington,1610612740,NOP,,0,0
1642402,Enrique,Freeman,1610612750,MIN,24:24,7,2
1642866,Joan,Beringer,1610612750,MIN,25:20,15,0
1642911,Rocco,Zikarsky,1610612750,MIN,25:18,11,3
1631495,Donovan,Williams,1610612750,MIN,25:35,10,2
1642389,Zyon,Pullin,1610612750,MIN,30:58,14,1
1642957,Nate,Santos,1610612750,MIN,24:58,8,8
1642444,Jaylin,Williams,1610612750,MIN,12:11,3,1
1643626,Trey,Kaufman-Renn,1610612750,MIN,15:46,3,1
1641878,Damion,Baugh,1610612750,MIN,15:30,4,2
1643784,Trey,Campbell,1610612750,MIN,,0,0
1643086,Dajuan,Harris,1610612750,MIN,,0,0
1643785,Toby,Harris,1610612750,MIN,,0,0
1643631,Aidan,Mahaney,1610612750,MIN,,0,0
1643246,Chris,Mantis,1610612750,MIN,,0,0
1643786,Devin,McGlockton,1610612750,MIN,,0,0
