personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1643595,Quadir,Copeland,1610612745,HOU,24:59,6,0
1642384,Isaiah,Crawford,1610612745,HOU,26:59,12,5
1630701,Michael,Foster Jr.,1610612745,HOU,15:23,5,2
1641803,Tristen,Newton,1610612745,HOU,19:44,11,3
1643570,Bruce,Thornton,1610612745,HOU,26:06,9,7
1643745,Oscar,Cluff,1610612745,HOU,16:44,4,0
1630227,Daishen,Nix,1610612745,HOU,20:33,8,4
1643746,Davide,Casarin,1610612745,HOU,13:09,1,1
1642046,Miller,Kopp,1610612745,HOU,15:01,6,6
1643756,Ben,Middlebrooks,1610612745,HOU,10:27,3,2
1643062,Chris,Ledlum,1610612745,HOU,5:28,6,2
1643266,Stevie,Mitchell,1610612745,HOU,5:28,1,0
27936,Taye,Fields,1610612755,PHI,15:09,2,1
1643148,Saint,Thomas,1610612755,PHI,17:41,5,2
1641780,Johni,Broome,1610612755,PHI,22:04,5,3
1642889,Labaron,Philon,1610612755,PHI,27:35,11,3
27940,Dante,Maddox Jr.,1610612755,PHI,26:16,11,7
1643575,Duke,Miles,1610612755,PHI,14:25,9,6
196295986,Gerald,Ayayi,1610612755,PHI,13:17,6,2
27938,Isaac,Johnson,1610612755,PHI,13:12,5,4
27941,Matt,Rogers,1610612755,PHI,6:32,3,1
1642583,Drew,Cisse,1610612755,PHI,8:26,2,0
27939,Amani,Lyles,1610612755,PHI,11:56,7,1
1643071,Mylik,Wilson,1610612755,PHI,16:23,7,0
27935,Javontae,Campbell,1610612755,PHI,4:16,1,0
27942,Nick,Townsend,1610612755,PHI,2:48,0,0
27937,JJ,Harper,1610612755,PHI,,0,0
