personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1641753,Chris,Livingston,1610612764,WAS,31:53,15,2
1643655,John,Camden,1610612764,WAS,31:13,14,8
1643590,Felix,Okpara,1610612764,WAS,26:51,13,1
1643579,Seth,Trimble,1610612764,WAS,29:43,9,3
1641736,Reece,Beekman,1610612764,WAS,30:55,10,3
1642955,Kadary,Richmond,1610612764,WAS,9:20,4,0
1643368,Damari,Monsanto,1610612764,WAS,25:33,9,9
1643755,Norris,Agbakoko,1610612764,WAS,14:32,3,0
1642937,Kobe,Johnson,1610612737,ATL,30:31,11,5
1642045,Devon,Higgs,1610612737,ATL,30:03,17,7
1643539,Henri,Veesaar,1610612737,ATL,23:20,8,3
1643019,Gabe,Madsen,1610612737,ATL,27:41,14,9
1631209,Isaiah,Wong,1610612737,ATL,27:44,7,2
1643083,Zeke,Mayo,1610612737,ATL,24:35,7,4
1643628,Kobe,Knox,1610612737,ATL,19:26,4,1
1643723,Cameron,Corhen,1610612737,ATL,16:40,4,0
1642947,Eli,Ndiaye,1610612737,ATL,,0,0
