personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
27936,Taye,Fields,1610612755,PHI,21:02,1,0
1643148,Saint,Thomas,1610612755,PHI,16:18,2,2
1641780,Johni,Broome,1610612755,PHI,27:23,18,5
1642889,Labaron,Philon,1610612755,PHI,29:12,19,10
27940,Dante,Maddox Jr.,1610612755,PHI,30:52,13,6
27941,Matt,Rogers,1610612755,PHI,22:01,8,3
1643575,Duke,Miles,1610612755,PHI,16:40,3,3
1642583,Drew,Cisse,1610612755,PHI,2:45,0,0
27938,Isaac,Johnson,1610612755,PHI,19:32,10,6
27939,Amani,Lyles,1610612755,PHI,14:15,7,3
27935,Javontae,Campbell,1610612755,PHI,,0,0
27937,JJ,Harper,1610612755,PHI,,0,0
27942,Nick,Townsend,1610612755,PHI,,0,0
1643071,Mylik,Wilson,1610612755,PHI,,0,0
1642924,Brice,Williams,1610612765,DET,26:45,5,1
1642403,Isaac,Jones,1610612765,DET,29:44,15,4
1642391,Ugonna,Onyenso,1610612765,DET,19:51,3,0
1642404,Chaz,Lanier,1610612765,DET,31:45,11,6
1643536,Ebuka,Okorie,1610612765,DET,29:45,16,5
1643218,Basheer,Jihad,1610612765,DET,19:07,5,0
1643623,Jaden,Henley,1610612765,DET,13:46,4,1
27908,Drake,Allen,1610612765,DET,10:15,2,1
1643550,Roddy,Gayle Jr.,1610612765,DET,11:44,4,2
1643654,Corey,Stephenson,1610612765,DET,7:18,2,1
1643080,Steven,Crowl,1610612765,DET,,0,0
27909,Latavious,Mitchell,1610612765,DET,,0,0
27910,Orlando,Thomas,1610612765,DET,,0,0
