personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
27940,Dante,Maddox Jr.,1610612755,PHI,29:43,11,8
27936,Taye,Fields,1610612755,PHI,11:46,0,0
1641780,Johni,Broome,1610612755,PHI,32:54,19,7
1643148,Saint,Thomas,1610612755,PHI,19:03,9,3
1642889,Labaron,Philon,1610612755,PHI,34:28,22,5
1643575,Duke,Miles,1610612755,PHI,8:24,2,2
27938,Isaac,Johnson,1610612755,PHI,12:59,5,4
27941,Matt,Rogers,1610612755,PHI,19:30,8,4
196295986,Gerald,Ayayi,1610612755,PHI,17:29,4,2
27939,Amani,Lyles,1610612755,PHI,10:51,2,0
1643071,Mylik,Wilson,1610612755,PHI,12:54,3,1
27935,Javontae,Campbell,1610612755,PHI,,0,0
1642583,Drew,Cisse,1610612755,PHI,,0,0
27937,JJ,Harper,1610612755,PHI,,0,0
27942,Nick,Townsend,1610612755,PHI,,0,0
1643565,Tamin,Lipsey,1610612754,IND,27:23,5,4
1641771,Jalen,Slawson,1610612754,IND,27:57,16,5
1643792,Rienk,Mast,1610612754,IND,29:43,12,7
1643007,Taelon,Peter,1610612754,IND,27:57,5,3
1643552,Braden,Smith,1610612754,IND,27:59,6,3
1641795,Taevion,Kinsey,1610612754,IND,9:37,0,0
1642440,Gabe,McGlothan,1610612754,IND,14:03,7,4
1631232,Keion,Brooks Jr.,1610612754,IND,14:03,6,3
1643627,Keba,Keita,1610612754,IND,12:17,2,0
1642530,Yuki,Kawamura,1610612754,IND,19:01,4,2
1643160,Cameron,Hildreth,1610612754,IND,,0,0
1643161,M.J.,Iraldi,1610612754,IND,,0,0
1642024,Alex,Reese,1610612754,IND,,0,0
1643636,Kowacie,Reeves Jr.,1610612754,IND,,0,0
1643793,Jalen,Warley,1610612754,IND,,0,0
