personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642886,Koby,Brea,1610612756,PHX,24:59,7,4
1643520,Koa,Peat,1610612756,PHX,28:02,11,0
1642863,Khaman,Maluach,1610612756,PHX,26:24,15,7
1642853,Rasheer,Fleming,1610612756,PHX,24:51,9,4
1642468,Darius,Brown II,1610612756,PHX,28:09,6,3
1631451,Javonte,Cooke,1610612756,PHX,24:07,12,8
1642392,Jameer,Nelson Jr.,1610612756,PHX,19:20,7,1
27933,Corey,Camper Jr.,1610612756,PHX,15:22,4,1
27932,Sam,Hoiberg,1610612756,PHX,8:47,0,0
1643653,Devin,Askew,1610612756,PHX,,0,0
1643651,Reed,Bailey,1610612756,PHX,,0,0
27931,Barry,Evans,1610612756,PHX,,0,0
1643047,CJ,Huntley,1610612756,PHX,,0,0
1643649,Tramon,Mark,1610612756,PHX,,0,0
1641868,Jake,Stephens,1610612756,PHX,,0,0
1643143,Frankie,Fidler,1610612757,POR,23:25,9,4
1643257,Jayson,Kent,1610612757,POR,27:56,10,5
1642905,Hansen,Yang,1610612757,POR,26:11,10,3
1642959,Chris,Youngblood,1610612757,POR,30:58,13,8
1630569,DJ,Steward,1610612757,POR,25:15,18,8
1641798,Jaylen,Martin,1610612757,POR,18:07,6,4
1641922,Aliou,Diarra,1610612757,POR,10:38,2,0
1642439,Quincy,Olivari,1610612757,POR,10:48,2,1
1641779,Jalen,Bridges,1610612757,POR,15:02,3,1
1642972,Andrew,Carr,1610612757,POR,9:29,3,2
27904,Barry,Dunning Jr.,1610612757,POR,2:11,0,0
27905,Flynn,Cameron,1610612757,POR,,0,0
