personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642359,Pacôme,Dadiet,1610612752,NYK,21:07,16,7
1642885,Mohamed,Diawara,1610612752,NYK,23:16,9,7
1641857,Liam,Robbins,1610612752,NYK,16:10,2,0
1641794,Dillon,Jones,1610612752,NYK,23:12,6,3
1643022,Jaden,Akins,1610612752,NYK,21:23,5,3
1643589,Tyler,Nickel,1610612752,NYK,22:18,11,10
27946,Oziyah,Sellers,1610612752,NYK,16:55,4,1
1643095,Lance,Ware,1610612752,NYK,15:52,4,0
27944,Will,Johnston,1610612752,NYK,15:35,3,2
1643100,Nick,Jourdain,1610612752,NYK,7:58,0,0
1643253,Toby,Okani,1610612752,NYK,6:15,3,2
27943,Treysen,Eaglestaff,1610612752,NYK,5:00,3,3
1643115,Erik,Reynolds II,1610612752,NYK,5:00,1,1
1643583,Jack,Kayil,1610612752,NYK,,0,0
27945,Keith,Palek III,1610612752,NYK,,0,0
27947,Langston,Wilson,1610612752,NYK,,0,0
27948,Akoi,Yuot,1610612752,NYK,,0,0
1642856,Egor,Dëmin,1610612751,BKN,22:05,15,9
1642874,Danny,Wolf,1610612751,BKN,20:52,6,3
1643052,Chaney,Johnson,1610612751,BKN,23:20,7,1
1642962,Drake,Powell,1610612751,BKN,20:55,7,3
1643414,Mikel,Brown Jr.,1610612751,BKN,22:09,12,6
1642879,Ben,Saraf,1610612751,BKN,20:26,8,4
1643750,Ben,Humrichous,1610612751,BKN,18:35,5,5
1643548,Tyler,Bilodeau,1610612751,BKN,14:54,3,1
27810,Dain,Dainja,1610612751,BKN,12:23,5,0
1643749,Dion,Brown,1610612751,BKN,6:30,2,1
1642282,Hunter,Sallis,1610612751,BKN,5:00,1,0
1642578,John,Ukomadu,1610612751,BKN,4:17,2,1
1643748,Duke,Brennan,1610612751,BKN,4:17,0,0
1643058,Aaron,Scott,1610612751,BKN,4:17,1,0
1642605,Dwight,Murray Jr.,1610612751,BKN,,0,0
1641761,Grant,Nelson,1610612751,BKN,,0,0
