personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1643104,Christian,Shumate,1610612740,NOP,28:10,10,3
1643741,Solomon,Washington,1610612740,NOP,33:10,5,1
1643738,Malik,Dia,1610612740,NOP,25:53,12,3
1643740,Jordan,Riley,1610612740,NOP,17:59,4,1
1641806,Markquis,Nowell,1610612740,NOP,30:59,12,9
1641877,Nate,Mensah,1610612740,NOP,22:30,2,0
1643645,Chris,Bell,1610612740,NOP,10:36,5,2
1643737,Dominique,Daniels Jr.,1610612740,NOP,30:43,19,8
1642440,Gabe,McGlothan,1610612754,IND,22:15,7,3
1641771,Jalen,Slawson,1610612754,IND,28:56,15,8
1643792,Rienk,Mast,1610612754,IND,24:14,10,4
1643007,Taelon,Peter,1610612754,IND,24:25,11,8
1643552,Braden,Smith,1610612754,IND,23:43,7,3
1642530,Yuki,Kawamura,1610612754,IND,20:05,8,3
1643627,Keba,Keita,1610612754,IND,15:46,7,0
1643160,Cameron,Hildreth,1610612754,IND,10:44,5,2
1643793,Jalen,Warley,1610612754,IND,11:17,4,1
1643636,Kowacie,Reeves Jr.,1610612754,IND,9:44,3,1
1643161,M.J.,Iraldi,1610612754,IND,8:51,1,1
1642024,Alex,Reese,1610612754,IND,,0,0
