personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1643141,Jahmyl,Telfort,1610612746,LAC,21:49,7,4
1643568,Nick,Martinelli,1610612746,LAC,25:39,9,3
1642394,Baba,Miller,1610612746,LAC,20:32,7,0
1642920,Kobe,Sanders,1610612746,LAC,31:38,17,8
1642951,Sean,Pedulla,1610612746,LAC,29:10,16,7
1643630,Fletcher,Loyer,1610612746,LAC,18:11,9,4
1643788,Riley,Kugel,1610612746,LAC,13:02,6,3
1643787,Themus,Fulks,1610612746,LAC,10:50,3,0
1641807,Norchad,Omier,1610612746,LAC,18:30,9,1
1643021,Zach,Freemantle,1610612746,LAC,10:40,1,0
1642955,Kadary,Richmond,1610612764,WAS,26:29,9,4
1641753,Chris,Livingston,1610612764,WAS,30:44,15,5
1643755,Norris,Agbakoko,1610612764,WAS,24:28,3,0
1643579,Seth,Trimble,1610612764,WAS,26:59,12,5
1641736,Reece,Beekman,1610612764,WAS,32:09,10,4
1643655,John,Camden,1610612764,WAS,18:55,10,7
1630612,RJ,Nembhard Jr.,1610612764,WAS,22:10,8,3
1643736,Tre,Carroll,1610612764,WAS,9:51,2,0
1643368,Damari,Monsanto,1610612764,WAS,8:15,4,4
1642848,Tre,Johnson,1610612764,WAS,,0,0
1643590,Felix,Okpara,1610612764,WAS,,0,0
1642882,Julian,Reese,1610612764,WAS,,0,0
1642364,Jamir,Watkins,1610612764,WAS,,0,0
