personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
196294805,Isaiah,Evans,1610612750,MIN,26:25,15,9
1642402,Enrique,Freeman,1610612750,MIN,17:36,4,2
1642911,Rocco,Zikarsky,1610612750,MIN,26:09,11,4
1631495,Donovan,Williams,1610612750,MIN,27:20,11,2
1642389,Zyon,Pullin,1610612750,MIN,29:32,16,4
1643626,Trey,Kaufman-Renn,1610612750,MIN,1:22,1,0
1642957,Nate,Santos,1610612750,MIN,27:23,7,6
1642444,Jaylin,Williams,1610612750,MIN,13:14,4,2
1641878,Damion,Baugh,1610612750,MIN,19:22,4,1
1643246,Chris,Mantis,1610612750,MIN,10:37,3,2
1643631,Aidan,Mahaney,1610612750,MIN,1:00,0,0
1642866,Joan,Beringer,1610612750,MIN,,0,0
1643784,Trey,Campbell,1610612750,MIN,,0,0
1643086,Dajuan,Harris,1610612750,MIN,,0,0
1643785,Toby,Harris,1610612750,MIN,,0,0
1643786,Devin,McGlockton,1610612750,MIN,,0,0
1643624,Bryce,Hopkins,1610612743,DEN,24:19,13,3
1643574,Mark,Mitchell Jr.,1610612743,DEN,15:02,0,0
1643757,Giovanni,Emejuru,1610612743,DEN,20:04,2,0
1641907,Erik,Stevenson,1610612743,DEN,21:24,13,7
1642354,KJ,Simpson,1610612743,DEN,29:13,15,8
1631285,Efe,Abogidi,1610612743,DEN,12:34,7,4
1643106,TJ,Bamba,1610612743,DEN,16:33,8,4
1641802,Matthew,Murrell,1610612743,DEN,24:28,7,4
1630186,Jahmi'us,Ramsey,1610612743,DEN,12:53,3,2
1630610,DeJon,Jarreau,1610612743,DEN,16:43,12,0
1642563,Osayi,Osifo,1610612743,DEN,6:47,5,0
1641569,EJ,Anosike,1610612743,DEN,,0,0
27922,Rylan,Griffen,1610612743,DEN,,0,0
1641746,Coleman,Hawkins,1610612743,DEN,,0,0
1643635,Aaron,Nkrumah,1610612743,DEN,,0,0
1641813,Mark,Sears,1610612743,DEN,,0,0
