personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642964,Brooks,Barnhizer,1610612760,OKC,28:60,16,1
1643717,Josh,Dix,1610612760,OKC,29:30,10,6
1642362,Payton,Sandfort,1610612760,OKC,27:37,12,7
27919,Nate,Johnson,1610612760,OKC,25:01,11,5
1643208,Anthony,Pritchard,1610612760,OKC,23:34,9,2
1643094,Steven,Ashworth,1610612760,OKC,18:16,4,3
1643754,Christoph,Tilly,1610612760,OKC,12:38,3,0
1631205,Buddy,Boeheim,1610612760,OKC,18:19,7,5
1643566,Lamar,Wilkerson,1610612760,OKC,9:04,3,2
27916,Sam,Alexis,1610612760,OKC,7:02,1,0
1642925,Jabri,Abdur-Rahim,1610612760,OKC,,0,0
27917,Bryce,Harris,1610612760,OKC,,0,0
27918,Andrew,Holifield,1610612760,OKC,,0,0
27920,Elijah,Mahi,1610612760,OKC,,0,0
1643585,Vsevolod,Ishchenko,1610612742,DAL,29:04,4,2
1643588,Tobi,Lawal,1610612742,DAL,24:01,5,2
1643679,Jorge,Diaz Graham,1610612742,DAL,23:16,8,4
1643547,Sergio,De Larrea,1610612742,DAL,26:29,8,5
1642967,John,Poulakidas,1610612742,DAL,27:27,14,12
1642432,Darin,Green Jr.,1610612742,DAL,25:25,13,8
1643076,Kaodirichi,Akobundu-Ehiogu,1610612742,DAL,21:10,8,1
1630531,Jaden,Springer,1610612742,DAL,15:11,8,3
1643678,Guillermo,Diaz Graham,1610612742,DAL,7:57,4,0
1642512,Lucas,Dufeal,1610612742,DAL,,0,0
1643025,Ja'Vier,Francis,1610612742,DAL,,0,0
1643516,Morez,Johnson,1610612742,DAL,,0,0
1642948,Ryan,Nembhard,1610612742,DAL,,0,0
1641890,Tyler,Smith,1610612742,DAL,,0,0
