personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1643624,Bryce,Hopkins,1610612743,DEN,26:51,11,6
1642350,Trevon,Brazile,1610612743,DEN,28:35,17,6
1643757,Giovanni,Emejuru,1610612743,DEN,12:10,4,1
1641907,Erik,Stevenson,1610612743,DEN,25:51,10,4
1641813,Mark,Sears,1610612743,DEN,26:51,14,8
1630186,Jahmi'us,Ramsey,1610612743,DEN,13:09,9,3
1643635,Aaron,Nkrumah,1610612743,DEN,10:13,2,1
1641802,Matthew,Murrell,1610612743,DEN,20:43,5,3
1643574,Mark,Mitchell Jr.,1610612743,DEN,14:38,3,1
1642563,Osayi,Osifo,1610612743,DEN,9:23,5,2
1643106,TJ,Bamba,1610612743,DEN,9:34,3,2
1631285,Efe,Abogidi,1610612743,DEN,2:02,0,0
1641569,EJ,Anosike,1610612743,DEN,,0,0
27922,Rylan,Griffen,1610612743,DEN,,0,0
1641746,Coleman,Hawkins,1610612743,DEN,,0,0
1630610,DeJon,Jarreau,1610612743,DEN,,0,0
1642354,KJ,Simpson,1610612743,DEN,,0,0
1643143,Frankie,Fidler,1610612757,POR,25:51,14,6
1643257,Jayson,Kent,1610612757,POR,23:46,9,5
1642905,Hansen,Yang,1610612757,POR,26:26,11,4
1642959,Chris,Youngblood,1610612757,POR,22:28,7,5
1642439,Quincy,Olivari,1610612757,POR,20:34,8,6
1641922,Aliou,Diarra,1610612757,POR,13:34,4,0
1641798,Jaylen,Martin,1610612757,POR,14:09,7,1
1641779,Jalen,Bridges,1610612757,POR,15:27,2,1
27904,Barry,Dunning Jr.,1610612757,POR,14:24,3,3
27905,Flynn,Cameron,1610612757,POR,18:30,8,1
1642972,Andrew,Carr,1610612757,POR,4:51,1,0
1630184,Kira,Lewis Jr.,1610612757,POR,,0,0
1630569,DJ,Steward,1610612757,POR,,0,0
