personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642402,Enrique,Freeman,1610612750,MIN,23:26,7,2
1642957,Nate,Santos,1610612750,MIN,25:07,9,5
1642911,Rocco,Zikarsky,1610612750,MIN,21:42,5,0
1642912,Isaiah,Evans,1610612750,MIN,25:48,22,15
1642389,Zyon,Pullin,1610612750,MIN,29:26,12,2
1631495,Donovan,Williams,1610612750,MIN,20:43,10,3
1643626,Trey,Kaufman-Renn,1610612750,MIN,15:21,2,0
1642444,Jaylin,Williams,1610612750,MIN,14:41,3,1
1641878,Damion,Baugh,1610612750,MIN,18:14,5,1
1643631,Aidan,Mahaney,1610612750,MIN,2:54,1,0
1643246,Chris,Mantis,1610612750,MIN,1:21,0,0
1643086,Dajuan,Harris,1610612750,MIN,0:40,0,0
1643786,Devin,McGlockton,1610612750,MIN,0:40,0,0
1643784,Trey,Campbell,1610612750,MIN,,0,0
1643785,Toby,Harris,1610612750,MIN,,0,0
1631232,Keion,Brooks Jr.,1610612754,IND,17:25,4,1
1641771,Jalen,Slawson,1610612754,IND,23:26,12,5
1643627,Keba,Keita,1610612754,IND,17:42,11,0
1643007,Taelon,Peter,1610612754,IND,19:38,5,5
1643552,Braden,Smith,1610612754,IND,25:53,6,2
1642530,Yuki,Kawamura,1610612754,IND,14:07,7,2
1642440,Gabe,McGlothan,1610612754,IND,18:16,9,5
1643793,Jalen,Warley,1610612754,IND,12:05,8,2
1642024,Alex,Reese,1610612754,IND,5:58,4,3
1643160,Cameron,Hildreth,1610612754,IND,16:11,3,2
1643161,M.J.,Iraldi,1610612754,IND,9:54,3,2
1641795,Taevion,Kinsey,1610612754,IND,9:05,3,1
1643636,Kowacie,Reeves Jr.,1610612754,IND,10:20,3,2
1643792,Rienk,Mast,1610612754,IND,,0,0
