personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
27950,Gerald,Ayayi,1610612755,PHI,19:20,7,2
27939,Amani,Lyles,1610612755,PHI,27:00,12,5
27938,Isaac,Johnson,1610612755,PHI,10:41,4,3
27940,Dante,Maddox Jr.,1610612755,PHI,20:42,14,4
1642889,Labaron,Philon,1610612755,PHI,36:35,24,13
1643575,Duke,Miles,1610612755,PHI,24:30,9,6
27936,Taye,Fields,1610612755,PHI,19:15,4,1
1642583,Drew,Cisse,1610612755,PHI,12:23,0,0
27941,Matt,Rogers,1610612755,PHI,16:59,4,2
1643148,Saint,Thomas,1610612755,PHI,8:58,3,1
1643071,Mylik,Wilson,1610612755,PHI,3:36,0,0
1641780,Johni,Broome,1610612755,PHI,,0,0
27935,Javontae,Campbell,1610612755,PHI,,0,0
27937,JJ,Harper,1610612755,PHI,,0,0
27942,Nick,Townsend,1610612755,PHI,,0,0
1631457,Alex,Morales,1610612753,ORL,29:08,9,3
1642869,Noah,Penda,1610612753,ORL,29:19,4,3
1630658,Colin,Castleton,1610612753,ORL,25:22,8,0
1631311,Lester,Quiñones,1610612753,ORL,25:58,9,5
1642859,Jase,Richardson,1610612753,ORL,30:02,15,5
1630762,Phillip,Wheeler,1610612753,ORL,16:44,4,3
1631102,TyTy,Washington Jr.,1610612753,ORL,14:21,5,2
1642475,Will,Baker,1610612753,ORL,9:36,6,0
1630553,Keon,Johnson,1610612753,ORL,15:54,5,2
1641785,Johnell,Davis,1610612753,ORL,3:36,1,1
1643131,Ace,Baldwin Jr.,1610612753,ORL,,0,0
1641741,Ricky,Council IV,1610612753,ORL,,0,0
1629604,CJ,Elleby,1610612753,ORL,,0,0
27907,Tre,Holloman,1610612753,ORL,,0,0
1643562,Malik,Reneau,1610612753,ORL,,0,0
1641814,Mike,Sharavjamts,1610612753,ORL,,0,0
1641816,Hunter,Tyson,1610612753,ORL,,0,0
