personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642502,Malevy,Leons,1610612744,GSW,22:13,6,2
1642865,Yaxel,Lendeborg,1610612744,GSW,24:21,14,8
1643633,Graham,Ike,1610612744,GSW,18:21,8,2
1642954,Will,Richard,1610612744,GSW,23:40,6,3
1643018,LJ,Cryer,1610612744,GSW,21:46,9,8
1642943,Chance,McMillian,1610612744,GSW,15:46,6,4
1642950,Lachlan,Olbrich,1610612744,GSW,18:32,6,2
1641732,Colby,Jones,1610612744,GSW,13:13,5,2
1643650,Lajae,Jones,1610612744,GSW,14:40,6,3
1643592,Nick,Boyd,1610612744,GSW,18:07,6,3
1643147,Jack,Clark,1610612744,GSW,3:07,1,1
1642936,Chase,Hunter,1610612744,GSW,3:07,2,1
1642946,Jacksen,Moni,1610612744,GSW,3:07,2,2
1643776,KJ,Adams,1610612744,GSW,,0,0
1642917,Max,Shulga,1610612744,GSW,,0,0
1643090,Deivon,Smith,1610612744,GSW,,0,0
1642893,Alex,Toohey,1610612744,GSW,,0,0
1631205,Buddy,Boeheim,1610612760,OKC,18:34,7,6
1642964,Brooks,Barnhizer,1610612760,OKC,21:40,6,2
1643530,Aday,Mara,1610612760,OKC,24:00,6,1
1643717,Josh,Dix,1610612760,OKC,18:13,7,3
1642892,Bennett,Stirtz,1610612760,OKC,25:56,10,4
1643754,Christoph,Tilly,1610612760,OKC,11:50,5,0
1643208,Anthony,Pritchard,1610612760,OKC,17:41,2,0
1643566,Lamar,Wilkerson,1610612760,OKC,15:17,5,4
1643094,Steven,Ashworth,1610612760,OKC,12:01,3,3
1642362,Payton,Sandfort,1610612760,OKC,18:08,9,4
27917,Bryce,Harris,1610612760,OKC,4:10,2,1
27916,Sam,Alexis,1610612760,OKC,4:10,3,0
27920,Elijah,Mahi,1610612760,OKC,4:10,0,0
1642925,Jabri,Abdur-Rahim,1610612760,OKC,4:10,3,2
27918,Andrew,Holifield,1610612760,OKC,,0,0
27919,Nate,Johnson,1610612760,OKC,,0,0
1642923,Otega,Oweh,1610612760,OKC,,0,0
1643298,Bryce,Thompson,1610612760,OKC,,0,0
