personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1643007,Taelon,Peter,1610612754,IND,23:53,8,7
1641771,Jalen,Slawson,1610612754,IND,23:13,15,9
1643792,Rienk,Mast,1610612754,IND,31:53,12,6
1643552,Braden,Smith,1610612754,IND,29:51,8,5
1643565,Tamin,Lipsey,1610612754,IND,18:11,4,1
1631232,Keion,Brooks Jr.,1610612754,IND,14:29,7,2
1641795,Taevion,Kinsey,1610612754,IND,16:07,5,5
1643627,Keba,Keita,1610612754,IND,8:07,2,0
1642440,Gabe,McGlothan,1610612754,IND,16:47,5,1
1642530,Yuki,Kawamura,1610612754,IND,17:29,5,2
1643160,Cameron,Hildreth,1610612754,IND,,0,0
1643161,M.J.,Iraldi,1610612754,IND,,0,0
1642024,Alex,Reese,1610612754,IND,,0,0
1643636,Kowacie,Reeves Jr.,1610612754,IND,,0,0
1643793,Jalen,Warley,1610612754,IND,,0,0
1642434,Riley,Minix,1610612739,CLE,24:33,15,6
1641772,Nae'Qwan,Tomlin,1610612739,CLE,28:56,14,4
1643640,Ernest,"Udeh, Jr.",1610612739,CLE,19:57,4,0
1631103,Malaki,Branham,1610612739,CLE,22:01,8,2
1643509,Meleek,Thomas,1610612739,CLE,26:43,15,5
1642283,Jaxson,Robinson,1610612739,CLE,20:44,9,6
27914,Rashaun,Agee,1610612739,CLE,13:41,2,0
1642400,Tristan,Enaruna,1610612739,CLE,5:58,7,2
1642406,Xaivian,Lee,1610612739,CLE,13:18,6,3
1641863,Dane,Goodwin,1610612739,CLE,16:07,7,3
1642398,Sean,East II,1610612739,CLE,8:04,1,1
1643703,Ian,Martinez,1610612739,CLE,,0,0
27915,Tre'Von,Spillers,1610612739,CLE,,0,0
