personId,firstName,familyName,teamId,teamTricode,minutes,fieldGoalsAttempted,threePointersAttempted
1642367,Jonathan,Mogbo,1610612758,SAC,28:07,11,1
1642284,Alex,Karaban,1610612758,SAC,26:19,15,7
1642928,Dylan,Cardwell,1610612758,SAC,21:33,5,1
1643567,Emanuel,Sharp,1610612758,SAC,19:48,13,8
1641815,Isaiah,Stevens,1610612758,SAC,24:18,7,0
1642940,Viktor,Lakhin,1610612758,SAC,13:00,1,0
1641745,Adam,Flagler,1610612758,SAC,17:01,6,1
1643577,B.J.,Edwards,1610612758,SAC,12:56,5,1
27903,Marquel,Sutton,1610612758,SAC,18:54,6,2
27901,Anthony,Dell'Orso,1610612758,SAC,8:09,3,2
27902,Elias,Ralph,1610612758,SAC,9:55,6,6
1643112,Mitch,Mascari,1610612758,SAC,,0,0
1642864,Hugo,González,1610612738,BOS,33:46,18,9
1643620,Tucker,DeVries,1610612738,BOS,21:50,7,6
1642873,Amari,Williams,1610612738,BOS,28:37,6,0
1642910,John,Tonje,1610612738,BOS,26:48,10,7
1642870,Milos,Uzan,1610612738,BOS,29:10,12,5
1643416,Chris,Cenac Jr.,1610612738,BOS,24:30,8,3
1642938,Curtis,Jones,1610612738,BOS,4:14,2,1
1631214,Alondes,Williams,1610612738,BOS,14:23,4,2
1643264,Hank,Morgan,1610612738,BOS,6:14,1,1
1630667,Kyle,Mangas,1610612738,BOS,10:28,3,1
1643735,Mo,Amini,1610612738,BOS,,0,0
1642934,Caleb,Grill,1610612738,BOS,,0,0
1643761,Nick,Pringle,1610612738,BOS,,0,0
1643762,Day Day,Thomas,1610612738,BOS,,0,0
1643734,Chauncey,Wiggins,1610612738,BOS,,0,0
