season,player_id,player_name,gp,drives,drives_per_game,drive_fgm,drive_fga,drive_fg_pct,drive_shot_pct,drive_ftm,drive_fta,drive_points_residual,drive_pts,drive_passes,drive_pass_pct,drive_ast,drive_ast_pct,drive_ast_per_drive,drive_pf,drive_pf_pct
2022-23,1630172,Patrick Williams,81,209,2.580246913580247,49,119,41.199999999999996,56.9377990430622,28,34,3,129,53,25.4,8,3.8,0.03827751196172249,17,8.1
2022-23,1630678,Terry Taylor,31,30,0.967741935483871,10,19,52.6,63.333333333333336,3,4,0,23,7,23.3,1,3.3000000000000003,0.03333333333333333,2,6.7
2022-23,1628396,Tony Bradley,11,0,0.0,0,0,0.0,,0,0,0,0,0,0.0,0,0.0,,0,0.0
2022-23,203897,Zach LaVine,76,813,10.697368421052632,214,392,54.6,48.21648216482165,170,193,21,619,259,31.900000000000002,54,6.6000000000000005,0.06642066420664207,97,11.899999999999999
2023-24,1641766,Adama Sanogo,9,1,0.1111111111111111,0,1,0.0,100.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0
2023-24,1627936,Alex Caruso,70,317,4.5285714285714285,51,95,53.7,29.968454258675077,22,30,2,126,155,48.9,43,13.600000000000001,0.13564668769716087,15,4.7
2023-24,203083,Andre Drummond,78,35,0.44871794871794873,16,29,55.2,82.85714285714286,0,0,0,32,4,11.4,0,0.0,0.0,0,0.0
2023-24,1641847,Andrew Funk,5,1,0.2,0,1,0.0,100.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0
2023-24,1630245,Ayo Dosunmu,75,543,7.24,121,213,56.8,39.226519337016576,26,36,4,272,278,51.2,59,10.9,0.10865561694290976,19,3.5000000000000004
2023-24,1629632,Coby White,78,1074,13.76923076923077,234,461,50.8,42.923649906890134,102,123,14,584,463,43.1,107,10.0,0.09962756052141528,62,5.800000000000001
2023-24,1631207,Dalen Terry,58,142,2.4482758620689653,21,38,55.300000000000004,26.760563380281692,8,16,0,50,90,63.4,11,7.7,0.07746478873239436,8,5.6000000000000005
2023-24,201942,DeMar DeRozan,78,1158,14.846153846153847,281,506,55.50000000000001,43.696027633851465,222,253,27,811,442,38.2,96,8.3,0.08290155440414508,128,11.1
2023-24,1630929,Henri Drell,4,4,1.0,0,2,0.0,50.0,0,0,0,0,2,50.0,1,25.0,0.25,0,0.0
2023-24,1629750,Javonte Green,9,12,1.3333333333333333,6,9,66.7,75.0,3,4,0,15,1,8.3,1,8.3,0.08333333333333333,2,16.7
2023-24,1628975,Jevon Carter,71,182,2.563380281690141,27,69,39.1,37.91208791208791,3,4,0,57,103,56.599999999999994,19,10.4,0.1043956043956044,2,1.0999999999999999
2023-24,1641763,Julian Phillips,39,38,0.9743589743589743,11,19,57.9,50.0,4,4,1,27,13,34.2,1,2.6,0.02631578947368421,2,5.3
2023-24,202696,Nikola Vučević,75,255,3.4,68,119,57.099999999999994,46.666666666666664,10,10,3,149,109,42.699999999999996,13,5.1,0.050980392156862744,5,2.0
2023-24,1641931,Onuralp Bitim,22,35,1.5909090909090908,8,19,42.1,54.285714285714285,0,0,0,16,14,40.0,3,8.6,0.08571428571428572,0,0.0
2023-24,1630172,Patrick Williams,43,210,4.883720930232558,41,108,38.0,51.42857142857143,18,24,4,104,63,30.0,14,6.7,0.06666666666666667,12,5.7
2023-24,1630678,Terry Taylor,30,14,0.4666666666666667,3,8,37.5,57.142857142857146,0,0,0,6,5,35.699999999999996,0,0.0,0.0,0,0.0
2023-24,1628470,Torrey Craig,52,66,1.2692307692307692,13,32,40.6,48.484848484848484,2,3,1,29,28,42.4,5,7.6,0.07575757575757576,2,3.0
2023-24,203897,Zach LaVine,25,243,9.72,55,103,53.400000000000006,42.38683127572016,33,39,1,144,97,39.900000000000006,21,8.6,0.08641975308641975,20,8.200000000000001
2024-25,1641766,Adama Sanogo,4,0,0.0,0,0,0.0,,0,0,0,0,0,0.0,0,0.0,,0,0.0
2024-25,1630245,Ayo Dosunmu,46,371,8.065217391304348,75,130,57.699999999999996,35.04043126684636,15,18,5,170,200,53.900000000000006,46,12.4,0.12398921832884097,9,2.4
2024-25,1630537,Chris Duarte,17,17,1.0,6,8,75.0,47.05882352941177,0,0,2,14,7,41.199999999999996,1,5.8999999999999995,0.058823529411764705,1,5.8999999999999995
2024-25,1629632,Coby White,74,934,12.621621621621621,184,347,53.0,37.15203426124197,104,115,16,488,442,47.3,97,10.4,0.10385438972162742,60,6.4
2024-25,1631207,Dalen Terry,73,210,2.8767123287671232,34,73,46.6,34.76190476190476,25,34,2,95,104,49.5,15,7.1,0.07142857142857142,17,8.1
2024-25,1630604,E.J. Liddell,12,3,0.25,1,1,100.0,33.333333333333336,0,0,0,2,2,66.7,0,0.0,0.0,0,0.0
2024-25,1641801,Emanuel Miller,6,1,0.16666666666666666,0,1,0.0,100.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0
2024-25,1642443,Jahmir Young,6,5,0.8333333333333334,2,2,100.0,40.0,2,2,0,6,2,40.0,1,20.0,0.2,1,20.0
2024-25,1630188,Jalen Smith,64,61,0.953125,19,36,52.800000000000004,59.01639344262295,11,12,3,52,13,21.3,2,3.3000000000000003,0.03278688524590164,6,9.8
2024-25,1628975,Jevon Carter,36,56,1.5555555555555556,11,26,42.3,46.42857142857143,2,2,0,24,27,48.199999999999996,7,12.5,0.125,1,1.7999999999999998
2024-25,1630581,Josh Giddey,70,759,10.842857142857143,133,271,49.1,35.70487483530962,75,95,6,347,372,49.0,99,13.0,0.13043478260869565,48,6.3
2024-25,1641763,Julian Phillips,79,84,1.0632911392405062,10,28,35.699999999999996,33.333333333333336,9,14,2,31,44,52.400000000000006,8,9.5,0.09523809523809523,7,8.3
2024-25,1628989,Kevin Huerter,69,187,2.710144927536232,51,88,57.99999999999999,47.05882352941177,13,20,2,117,74,39.6,19,10.2,0.10160427807486631,10,5.3
2024-25,1628366,Lonzo Ball,35,84,2.4,11,24,45.800000000000004,28.571428571428573,2,2,0,24,48,57.099999999999994,11,13.100000000000001,0.13095238095238096,1,1.2
2024-25,1641824,Matas Buzelis,80,219,2.7375,51,114,44.7,52.054794520547944,51,62,1,154,52,23.7,13,5.8999999999999995,0.0593607305936073,31,14.2
2024-25,202696,Nikola Vučević,73,267,3.6575342465753424,64,128,50.0,47.940074906367045,20,24,5,153,100,37.5,12,4.5,0.0449438202247191,12,4.5
2024-25,1630172,Patrick Williams,63,281,4.4603174603174605,52,124,41.9,44.12811387900356,30,41,2,136,110,39.1,23,8.200000000000001,0.08185053380782918,21,7.5
2024-25,1629659,Talen Horton-Tucker,58,274,4.724137931034483,63,118,53.400000000000006,43.065693430656935,35,50,6,167,114,41.6,29,10.6,0.10583941605839416,26,9.5
2024-25,1630200,Tre Jones,46,314,6.826086956521739,52,118,44.1,37.5796178343949,28,32,6,138,165,52.5,41,13.100000000000001,0.1305732484076433,16,5.1
2024-25,1628380,Zach Collins,64,39,0.609375,11,21,52.400000000000006,53.84615384615385,2,2,0,24,13,33.300000000000004,1,2.6,0.02564102564102564,1,2.6
2025-26,1629014,Anfernee Simons,55,381,6.927272727272728,110,218,50.5,57.21784776902887,26,28,3,249,135,35.4,23,6.0,0.06036745406824147,18,4.7
2025-26,1629012,Collin Sexton,68,878,12.911764705882353,194,347,55.900000000000006,39.521640091116176,112,130,4,504,359,40.9,76,8.7,0.08656036446469248,105,12.0
2025-26,1627824,Guerschon Yabusele,67,116,1.7313432835820894,22,48,45.800000000000004,41.37931034482759,22,28,0,66,43,37.1,10,8.6,0.08620689655172414,15,12.9
2025-26,1630171,Isaac Okoro,63,326,5.174603174603175,53,111,47.699999999999996,34.04907975460123,51,62,0,157,156,47.9,34,10.4,0.10429447852760736,37,11.3
2025-26,1631093,Jaden Ivey,37,185,5.0,33,64,51.6,34.5945945945946,17,22,0,83,88,47.599999999999994,25,13.5,0.13513513513513514,19,10.299999999999999
2025-26,1630188,Jalen Smith,53,77,1.4528301886792452,18,33,54.50000000000001,42.857142857142854,13,16,0,49,30,39.0,6,7.8,0.07792207792207792,9,11.700000000000001
2025-26,1630581,Josh Giddey,54,1126,20.85185185185185,159,339,46.9,30.106571936056838,108,139,5,431,618,54.900000000000006,142,12.6,0.1261101243339254,90,8.0
2025-26,1642950,Lachlan Olbrich,37,38,1.027027027027027,3,9,33.300000000000004,23.68421052631579,1,6,0,7,24,63.2,6,15.8,0.15789473684210525,3,7.9
2025-26,1631159,Leonard Miller,46,136,2.9565217391304346,36,58,62.1,42.64705882352941,9,13,0,81,55,40.400000000000006,11,8.1,0.08088235294117647,11,8.1
2025-26,1630644,Mac McClung,11,55,5.0,11,20,55.00000000000001,36.36363636363637,4,6,1,27,25,45.5,4,7.3,0.07272727272727272,4,7.3
2025-26,1641824,Matas Buzelis,77,662,8.597402597402597,147,273,53.800000000000004,41.23867069486405,83,106,0,377,256,38.7,48,7.3,0.07250755287009064,74,11.200000000000001
2025-26,1631338,Mouhamadou Gueye,2,5,2.5,1,1,100.0,20.0,3,4,0,5,1,20.0,0,0.0,0.0,2,40.0
2025-26,1630208,Nick Richards,48,15,0.3125,2,4,50.0,26.666666666666668,4,6,0,8,6,40.0,2,13.3,0.13333333333333333,3,20.0
2025-26,1642855,Noa Essengue,2,0,0.0,0,0,0.0,,0,0,0,0,0,0.0,0,0.0,,0,0.0
2025-26,1630172,Patrick Williams,72,378,5.25,53,136,39.0,35.97883597883598,27,40,1,134,185,48.9,30,7.9,0.07936507936507936,27,7.1
2025-26,1642265,Rob Dillingham,65,574,8.830769230769231,95,213,44.6,37.10801393728223,21,30,2,213,287,50.0,52,9.1,0.09059233449477352,28,4.9
2025-26,1630200,Tre Jones,65,1200,18.46153846153846,219,370,59.199999999999996,30.833333333333332,105,129,0,543,698,58.199999999999996,137,11.4,0.11416666666666667,84,7.000000000000001
2025-26,1642280,Trentyn Flowers,2,1,0.5,0,0,0.0,0.0,0,0,0,0,1,100.0,1,100.0,1.0,0,0.0
2025-26,1642530,Yuki Kawamura,18,96,5.333333333333333,5,13,38.5,13.541666666666666,9,10,0,19,72,75.0,17,17.7,0.17708333333333334,6,6.3
2025-26,1628380,Zach Collins,10,12,1.2,2,5,40.0,41.666666666666664,0,0,0,4,6,50.0,2,16.7,0.16666666666666666,0,0.0
