season,player_id,player_name,gp,drives,drives_per_game,drive_fgm,drive_fga,drive_fg_pct,drive_shot_pct,drive_ftm,drive_fta,drive_points_residual,drive_pts,drive_passes,drive_pass_pct,drive_ast,drive_ast_pct,drive_ast_per_drive,drive_pf,drive_pf_pct
2020-21,202066,Garrett Temple,56,129,2.3035714285714284,26,53,49.1,41.08527131782946,7,8,1,60,59,45.7,18,14.000000000000002,0.13953488372093023,4,3.1
2020-21,1629750,Javonte Green,41,49,1.1951219512195121,9,23,39.1,46.93877551020408,12,16,1,31,12,24.5,1,2.0,0.02040816326530612,8,16.3
2020-21,1628374,Lauri Markkanen,51,148,2.9019607843137254,38,76,50.0,51.351351351351354,20,26,4,100,38,25.7,9,6.1,0.060810810810810814,14,9.5
2020-21,202696,Nikola Vučević,70,220,3.142857142857143,62,111,55.900000000000006,50.45454545454545,33,36,1,158,70,31.8,17,7.7,0.07727272727272727,18,8.200000000000001
2020-21,1630172,Patrick Williams,71,261,3.676056338028169,52,134,38.800000000000004,51.34099616858238,25,30,5,134,79,30.3,21,8.0,0.08045977011494253,15,5.7
2020-21,1627853,Ryan Arcidiacono,44,78,1.7727272727272727,9,20,45.0,25.641025641025642,3,6,1,22,49,62.8,8,10.299999999999999,0.10256410256410256,3,3.8
2020-21,201152,Thaddeus Young,68,155,2.2794117647058822,49,91,53.800000000000004,58.70967741935484,6,10,0,104,43,27.700000000000003,8,5.2,0.05161290322580645,5,3.2
2020-21,203107,Tomas Satoransky,58,393,6.775862068965517,58,112,51.800000000000004,28.498727735368956,19,22,2,137,237,60.3,56,14.2,0.14249363867684478,11,2.8000000000000003
2020-21,1628972,Troy Brown Jr.,34,41,1.2058823529411764,7,18,38.9,43.90243902439025,2,2,0,16,16,39.0,3,7.3,0.07317073170731707,1,2.4
2020-21,203897,Zach LaVine,58,697,12.017241379310345,184,345,53.300000000000004,49.49784791965567,101,119,16,485,192,27.500000000000004,51,7.3,0.07317073170731707,60,8.6
2021-22,1627936,Alex Caruso,41,164,4.0,24,58,41.4,35.36585365853659,15,18,1,64,84,51.2,18,11.0,0.10975609756097561,9,5.5
2021-22,1628035,Alfonzo McKinnie,17,16,0.9411764705882353,3,9,33.300000000000004,56.25,1,2,0,7,2,12.5,0,0.0,0.0,1,6.3
2021-22,1630245,Ayo Dosunmu,77,325,4.220779220779221,70,131,53.400000000000006,40.30769230769231,8,11,3,151,162,49.8,45,13.8,0.13846153846153847,6,1.7999999999999998
2021-22,1629632,Coby White,61,420,6.885245901639344,93,187,49.7,44.523809523809526,31,36,3,220,179,42.6,41,9.8,0.09761904761904762,18,4.3
2021-22,201942,DeMar DeRozan,76,1138,14.973684210526315,303,542,55.900000000000006,47.62741652021089,174,195,31,811,406,35.699999999999996,97,8.5,0.0852372583479789,100,8.799999999999999
2021-22,1627884,Derrick Jones Jr.,51,33,0.6470588235294118,5,16,31.3,48.484848484848484,4,6,1,15,6,18.2,0,0.0,0.0,3,9.1
2021-22,1629653,Devon Dotson,11,28,2.5454545454545454,7,9,77.8,32.142857142857146,2,4,0,16,16,57.099999999999994,2,7.1,0.07142857142857142,2,7.1
2021-22,1629750,Javonte Green,65,81,1.2461538461538462,27,48,56.3,59.25925925925926,19,22,3,76,13,16.0,2,2.5,0.024691358024691357,12,14.799999999999999
2021-22,1628395,Jordan Bell,1,0,0.0,0,0,0.0,,0,0,0,0,0,0.0,0,0.0,,0,0.0
2021-22,1628366,Lonzo Ball,35,142,4.057142857142857,16,45,35.6,31.690140845070424,6,9,0,38,69,48.6,14,9.9,0.09859154929577464,5,3.5000000000000004
2021-22,1630792,Malcolm Hill,19,5,0.2631578947368421,1,1,100.0,20.0,0,0,1,3,3,60.0,0,0.0,0.0,0,0.0
2021-22,1630250,Marko Simonovic,9,2,0.2222222222222222,0,0,0.0,0.0,4,4,0,4,0,0.0,0,0.0,0.0,2,100.0
2021-22,1629744,Matt Thomas,40,17,0.425,0,4,0.0,23.529411764705884,0,0,0,0,10,58.8,1,5.8999999999999995,0.058823529411764705,0,0.0
2021-22,202696,Nikola Vučević,73,171,2.3424657534246576,34,70,48.6,40.93567251461988,7,10,2,77,75,43.9,14,8.200000000000001,0.08187134502923976,5,2.9000000000000004
2021-22,1630172,Patrick Williams,17,49,2.8823529411764706,17,24,70.8,48.97959183673469,12,16,2,48,13,26.5,2,4.1000000000000005,0.04081632653061224,8,16.3
2021-22,1628396,Tony Bradley,55,6,0.10909090909090909,1,4,25.0,66.66666666666667,0,0,0,2,0,0.0,0,0.0,0.0,0,0.0
2021-22,202684,Tristan Thompson,56,43,0.7678571428571429,10,25,40.0,58.13953488372093,4,8,0,24,6,14.000000000000002,3,7.000000000000001,0.06976744186046512,4,9.3
2021-22,1628972,Troy Brown Jr.,66,85,1.2878787878787878,12,38,31.6,44.705882352941174,7,10,-1,30,34,40.0,9,10.6,0.10588235294117647,4,4.7
2021-22,1629076,Tyler Cook,20,5,0.25,0,3,0.0,60.0,0,0,0,0,1,20.0,0,0.0,0.0,0,0.0
2021-22,203897,Zach LaVine,67,661,9.865671641791044,168,331,50.8,50.07564296520424,142,163,20,498,184,27.800000000000004,45,6.800000000000001,0.0680786686838124,81,12.3
2022-23,1627936,Alex Caruso,66,150,2.272727272727273,17,39,43.6,26.0,18,20,2,54,81,54.0,24,16.0,0.16,10,6.7
2022-23,203083,Andre Drummond,67,21,0.31343283582089554,7,14,50.0,66.66666666666667,2,4,0,16,3,14.299999999999999,1,4.8,0.047619047619047616,2,9.5
2022-23,1630245,Ayo Dosunmu,79,403,5.10126582278481,102,172,59.3,42.67990074441688,18,24,2,224,180,44.7,39,9.700000000000001,0.0967741935483871,12,3.0
2022-23,1630637,Carlik Jones,6,17,2.8333333333333335,0,3,0.0,17.647058823529413,3,6,0,3,9,52.900000000000006,1,5.8999999999999995,0.058823529411764705,3,17.599999999999998
2022-23,1629632,Coby White,73,425,5.821917808219178,75,149,50.3,35.05882352941177,19,22,5,174,230,54.1,63,14.799999999999999,0.14823529411764705,11,2.6
2022-23,1631207,Dalen Terry,37,42,1.135135135135135,12,18,66.7,42.857142857142854,6,8,0,30,17,40.5,4,9.5,0.09523809523809523,4,9.5
2022-23,201942,DeMar DeRozan,73,803,11.0,219,377,58.099999999999994,46.94894146948941,154,176,27,619,276,34.4,61,7.6,0.0759651307596513,88,11.0
2022-23,1627884,Derrick Jones Jr.,63,27,0.42857142857142855,6,12,50.0,44.44444444444444,6,8,2,20,6,22.2,3,11.1,0.1111111111111111,5,18.5
2022-23,1629750,Javonte Green,32,33,1.03125,4,13,30.8,39.39393939393939,9,16,0,17,7,21.2,2,6.1,0.06060606060606061,8,24.2
2022-23,1630792,Malcolm Hill,4,0,0.0,0,0,0.0,,0,0,0,0,0,0.0,0,0.0,,0,0.0
2022-23,1630250,Marko Simonovic,6,1,0.16666666666666666,0,0,0.0,0.0,0,0,0,0,1,100.0,0,0.0,0.0,0,0.0
2022-23,202696,Nikola Vučević,81,175,2.1604938271604937,50,82,61.0,46.857142857142854,14,18,3,117,71,40.6,9,5.1,0.05142857142857143,9,5.1
2022-23,201976,Patrick Beverley,67,310,4.626865671641791,43,84,51.2,27.096774193548388,22,30,3,111,175,56.49999999999999,49,15.8,0.15806451612903225,15,4.8
