season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2023,2022–23,201942,DeMar DeRozan,0022201223,2023-04-09,CHI vs. DET,DET,W,23.75,16,7,15,1,4,1,1,0,2,2,5,1,0,0,1,-4,13.0,51.81347150259068,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,203897,Zach LaVine,0022201223,2023-04-09,CHI vs. DET,DET,W,26.4,17,6,15,1,5,4,4,0,3,3,2,0,0,1,1,8,9.799999999999999,50.71599045346061,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,1631207,Dalen Terry,0022201223,2023-04-09,CHI vs. DET,DET,W,15.05,10,3,6,0,2,4,4,0,3,3,1,3,1,0,2,20,11.499999999999998,64.43298969072166,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,202696,Nikola Vučević,0022201223,2023-04-09,CHI vs. DET,DET,W,17.45,8,4,9,0,0,0,0,0,7,7,0,3,0,0,1,9,8.0,44.44444444444444,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,203083,Andre Drummond,0022201223,2023-04-09,CHI vs. DET,DET,W,12.666666666666666,8,3,7,0,0,2,4,5,5,10,0,1,0,1,1,-9,8.1,45.662100456621005,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,1630637,Carlik Jones,0022201223,2023-04-09,CHI vs. DET,DET,W,12.0,11,3,6,1,3,4,4,0,1,1,3,1,0,0,0,19,11.4,70.87628865979381,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,201976,Patrick Beverley,0022201223,2023-04-09,CHI vs. DET,DET,W,23.916666666666668,2,1,3,0,2,0,0,0,2,2,4,3,1,0,4,2,5.800000000000001,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,1630245,Ayo Dosunmu,0022201223,2023-04-09,CHI vs. DET,DET,W,24.083333333333332,9,4,10,1,4,0,1,0,2,2,2,1,0,0,0,20,6.199999999999999,43.10344827586207,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,1627884,Derrick Jones Jr.,0022201223,2023-04-09,CHI vs. DET,DET,W,9.65,4,2,6,0,3,0,0,3,4,7,0,1,1,0,0,7,5.6000000000000005,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
2023,2022–23,1630678,Terry Taylor,0022201223,2023-04-09,CHI vs. DET,DET,W,15.05,5,2,3,0,0,1,2,2,2,4,0,0,1,0,1,20,5.6,64.43298969072166,https://www.nba.com/stats/players/boxscores-traditional?Season=2022-23&SeasonType=Regular%20Season&TeamID=1610612741
