game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0021100984,2012-04-26,CHI vs. CLE,W,107,32,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100973,2012-04-25,CHI @ IND,W,92,5,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100946,2012-04-21,CHI vs. DAL,W,93,10,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100934,2012-04-19,CHI @ MIA,L,72,-11,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100919,2012-04-18,CHI @ CHA,W,100,32,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100907,2012-04-16,CHI vs. WAS,L,84,-3,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100897,2012-04-15,CHI @ DET,W,100,6,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100870,2012-04-12,CHI vs. MIA,W,96,10,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100857,2012-04-10,CHI vs. NYK,W,98,12,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100835,2012-04-08,CHI @ NYK,L,99,-1,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100813,2012-04-05,CHI vs. BOS,W,93,7,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100786,2012-04-02,CHI vs. HOU,L,93,-6,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100777,2012-04-01,CHI @ OKC,L,78,-14,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100763,2012-03-30,CHI vs. DET,W,83,12,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100749,2012-03-28,CHI @ ATL,W,98,21,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100733,2012-03-26,CHI vs. DEN,L,91,-17,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100714,2012-03-24,CHI vs. TOR,W,102,1,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100683,2012-03-21,CHI @ TOR,W,94,12,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100673,2012-03-19,CHI @ ORL,W,85,26,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100658,2012-03-17,CHI vs. PHI,W,89,9,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100647,2012-03-16,CHI vs. POR,L,89,-11,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100629,2012-03-14,CHI vs. MIA,W,106,4,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100612,2012-03-12,CHI vs. NYK,W,104,5,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100598,2012-03-10,CHI vs. UTA,W,111,14,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100582,2012-03-08,CHI vs. ORL,L,94,-5,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100575,2012-03-07,CHI @ MIL,W,106,2,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100557,2012-03-05,CHI vs. IND,W,92,20,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100550,2012-03-04,CHI @ PHI,W,96,5,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100531,2012-03-02,CHI @ CLE,W,112,21,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100520,2012-02-29,CHI @ SAS,W,96,7,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100506,2012-02-28,CHI vs. NOH,W,99,4,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100493,2012-02-22,CHI vs. MIL,W,110,19,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100470,2012-02-20,CHI vs. ATL,W,90,11,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100457,2012-02-18,CHI vs. NJN,L,85,-12,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
0021100443,2012-02-16,CHI vs. BOS,W,89,9,2012,https://www.nba.com/stats/teams/boxscores?Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
