season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2013,2012–13,2430,Carlos Boozer,0021201222,2013-04-17,CHI vs. WAS,WAS,W,37.94833333333333,19,8,16,0,0,3,4,4,11,15,4,0,0,2,5,13,15.5,53.49099099099098,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,202710,Jimmy Butler III,0021201222,2013-04-17,CHI vs. WAS,WAS,W,42.75,13,4,8,1,1,4,6,2,4,6,3,2,1,3,0,2,12.599999999999998,61.09022556390977,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,2550,Kirk Hinrich,0021201222,2013-04-17,CHI vs. WAS,WAS,W,24.816666666666666,18,7,9,2,3,2,3,0,2,2,5,0,0,1,3,18,16.0,87.20930232558139,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,1737,Nazr Mohammed,0021201222,2013-04-17,CHI vs. WAS,WAS,W,22.0,17,7,12,0,0,3,3,3,4,7,0,1,0,2,4,21,12.100000000000001,63.813813813813816,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,101126,Nate Robinson,0021201222,2013-04-17,CHI vs. WAS,WAS,W,23.183333333333334,9,3,8,3,7,0,0,1,2,3,4,1,0,2,3,-15,6.5,56.25,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,2736,Luol Deng,0021201222,2013-04-17,CHI vs. WAS,WAS,W,27.383333333333333,5,2,7,1,4,0,0,1,4,5,5,0,0,0,0,20,6.300000000000001,35.714285714285715,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,201959,Taj Gibson,0021201222,2013-04-17,CHI vs. WAS,WAS,W,21.416666666666668,8,3,7,0,0,2,3,1,3,4,0,0,1,2,4,-15,2.5999999999999996,48.07692307692307,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,201158,Marco Belinelli,0021201222,2013-04-17,CHI vs. WAS,WAS,W,14.35,4,2,8,0,2,0,0,0,2,2,2,0,0,0,3,-13,0.0,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,1888,Richard Hamilton,0021201222,2013-04-17,CHI vs. WAS,WAS,W,11.516666666666667,2,1,2,0,1,0,0,0,0,0,2,0,0,1,0,-3,1.4,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,201149,Joakim Noah,0021201222,2013-04-17,CHI vs. WAS,WAS,W,14.35,0,0,1,0,0,0,0,0,1,1,1,1,0,2,0,-13,-0.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,201161,Daequan Cook,0021201222,2013-04-17,CHI vs. WAS,WAS,W,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,2736,Luol Deng,0021201203,2013-04-15,CHI @ ORL,ORL,W,31.683333333333334,18,8,11,2,3,0,0,1,3,4,8,1,2,2,0,25,21.1,81.81818181818183,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,2430,Carlos Boozer,0021201203,2013-04-15,CHI @ ORL,ORL,W,31.65,22,11,15,0,0,0,0,0,6,6,4,0,0,3,3,32,16.3,73.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,2550,Kirk Hinrich,0021201203,2013-04-15,CHI @ ORL,ORL,W,33.21666666666667,14,5,8,4,6,0,0,0,2,2,4,3,0,1,1,29,15.400000000000002,87.5,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,202710,Jimmy Butler III,0021201203,2013-04-15,CHI @ ORL,ORL,W,37.86666666666667,8,2,7,1,1,3,4,2,8,10,5,1,0,1,4,15,9.200000000000001,45.662100456621005,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,201158,Marco Belinelli,0021201203,2013-04-15,CHI @ ORL,ORL,W,21.433333333333334,16,6,9,2,4,2,2,1,0,1,2,0,0,0,2,9,13.399999999999997,80.97165991902834,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
2013,2012–13,201959,Taj Gibson,0021201203,2013-04-15,CHI @ ORL,ORL,W,21.216666666666665,12,5,11,0,1,2,3,0,1,1,2,0,2,1,4,2,6.4,48.701298701298704,https://www.nba.com/stats/players/boxscores-traditional?Season=2012-13&SeasonType=Regular%20Season&TeamID=1610612741
