game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0021301223,2014-04-16,CHI @ CHA,L,86,-5,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301208,2014-04-14,CHI vs. ORL,W,108,13,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301197,2014-04-13,CHI @ NYK,L,89,-11,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301181,2014-04-11,CHI vs. DET,W,106,8,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301169,2014-04-09,CHI @ MIN,W,102,15,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301144,2014-04-05,CHI @ WAS,W,96,18,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301137,2014-04-04,CHI vs. MIL,W,102,12,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301120,2014-04-02,CHI @ ATL,W,105,13,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301106,2014-03-31,CHI vs. BOS,W,94,14,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301097,2014-03-30,CHI @ BOS,W,107,5,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301080,2014-03-28,CHI vs. POR,L,74,-17,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301050,2014-03-24,CHI vs. IND,W,89,12,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301034,2014-03-22,CHI vs. PHI,W,91,10,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301022,2014-03-21,CHI @ IND,L,79,-12,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021301008,2014-03-19,CHI @ PHI,W,102,8,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300999,2014-03-17,CHI vs. OKC,L,85,-12,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300986,2014-03-15,CHI vs. SAC,W,94,7,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300968,2014-03-13,CHI vs. HOU,W,111,24,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300952,2014-03-11,CHI vs. SAS,L,96,-8,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300934,2014-03-09,CHI vs. MIA,W,95,7,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300917,2014-03-07,CHI vs. MEM,L,77,-8,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300909,2014-03-05,CHI @ DET,W,105,11,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300891,2014-03-03,CHI @ BKN,L,80,-16,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300883,2014-03-02,CHI vs. NYK,W,109,19,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
0021300870,2014-02-28,CHI @ DAL,W,100,9,2014,https://www.nba.com/stats/teams/boxscores?Season=2013-14&SeasonType=Regular%20Season&TeamID=1610612741
