season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
1994,1993–94,281,Scott Williams,0029301100,1994-04-24,CHI vs. NYK,NYK,L,16,8,4,11,0,0,0,4,2,5,7,3,0,1,0,4,,4.4,31.347962382445143,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,939,Pete Myers,0029301100,1994-04-24,CHI vs. NYK,NYK,L,14,2,1,4,0,0,0,2,0,1,1,0,0,0,0,2,,-1.7,20.491803278688526,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,270,Horace Grant,0029301100,1994-04-24,CHI vs. NYK,NYK,L,28,12,5,10,0,0,2,2,4,2,6,1,1,0,1,3,,9.899999999999999,55.147058823529406,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,82,Bill Wennington,0029301100,1994-04-24,CHI vs. NYK,NYK,L,14,4,2,3,0,0,0,0,3,0,3,1,1,0,1,0,,5.5,66.66666666666666,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,389,Toni Kukoc,0029301100,1994-04-24,CHI vs. NYK,NYK,L,21,4,2,8,0,2,0,0,2,4,6,4,2,0,3,1,,3.1999999999999993,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,70,Steve Kerr,0029301100,1994-04-24,CHI vs. NYK,NYK,L,34,6,3,6,0,2,0,0,1,1,2,5,0,0,1,4,,4.9,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,26,Luc Longley,0029301100,1994-04-24,CHI vs. NYK,NYK,L,17,8,1,3,0,0,6,6,0,3,3,1,0,0,0,3,,6.700000000000001,70.92198581560282,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,937,Scottie Pippen,0029301100,1994-04-24,CHI vs. NYK,NYK,L,36,26,9,21,3,8,5,6,1,6,7,1,4,0,3,3,,17.5,54.99153976311336,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,77820,John Paxson,0029301100,1994-04-24,CHI vs. NYK,NYK,L,17,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,,1.3000000000000003,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,76362,Bill Cartwright,0029301100,1994-04-24,CHI vs. NYK,NYK,L,12,1,0,0,0,0,1,2,0,1,1,0,0,0,2,2,,-1.9000000000000001,56.81818181818182,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,769,B.J. Armstrong,0029301100,1994-04-24,CHI vs. NYK,NYK,L,31,2,0,6,0,0,2,4,0,0,0,2,0,0,0,1,,-1.9999999999999991,12.886597938144332,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,939,Pete Myers,0029301090,1994-04-22,CHI vs. BOS,BOS,L,37,6,2,10,0,1,2,2,1,1,2,1,0,1,1,3,,-4.440892098500626e-16,27.573529411764703,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,769,B.J. Armstrong,0029301090,1994-04-22,CHI vs. BOS,BOS,L,42,16,7,16,0,0,2,3,0,1,1,7,1,0,3,5,,8.399999999999999,46.18937644341801,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,70,Steve Kerr,0029301090,1994-04-22,CHI vs. BOS,BOS,L,24,3,1,6,1,2,0,0,0,1,1,1,0,0,1,2,,-1.5999999999999994,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,937,Scottie Pippen,0029301090,1994-04-22,CHI vs. BOS,BOS,L,50,30,11,31,1,5,7,10,2,14,16,7,4,1,4,5,,20.7,42.37288135593221,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
1994,1993–94,281,Scott Williams,0029301090,1994-04-22,CHI vs. BOS,BOS,L,26,9,3,9,0,0,3,7,8,5,13,1,1,0,2,4,,7.499999999999998,37.25165562913907,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
