season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2000,1999–00,1882,Elton Brand,0029901180,2000-04-19,CHI @ DET,DET,L,42.666666666666664,32,10,18,0,0,12,17,6,5,11,1,1,2,3,5,-12,25.199999999999996,62.79434850863422,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,697,Fred Hoiberg,0029901180,2000-04-19,CHI @ DET,DET,L,42.275,15,6,13,1,4,2,2,0,3,3,1,3,0,3,1,-16,9.499999999999998,54.034582132564836,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,1913,Michael Ruffin,0029901180,2000-04-19,CHI @ DET,DET,L,33.56666666666667,4,0,1,0,0,4,4,9,1,10,4,2,0,2,5,-15,10.7,72.46376811594205,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,1736,Corey Benjamin,0029901180,2000-04-19,CHI @ DET,DET,L,40.483333333333334,13,4,10,2,7,3,3,0,3,3,3,1,0,6,5,-19,3.5999999999999996,57.42049469964664,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,713,Chris Carr,0029901180,2000-04-19,CHI @ DET,DET,L,18.366666666666667,11,4,9,1,5,2,3,0,2,2,4,0,0,1,2,-12,7.499999999999998,53.29457364341085,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,1074,Matt Maloney,0029901180,2000-04-19,CHI @ DET,DET,L,27.991666666666667,8,3,9,2,6,0,1,2,1,3,3,0,0,2,0,-11,4.299999999999999,42.37288135593221,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,1512,Chris Anstey,0029901180,2000-04-19,CHI @ DET,DET,L,19.766666666666666,6,2,8,0,0,2,2,0,1,1,2,1,0,3,5,-15,-1.1,33.78378378378378,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,769,B.J. Armstrong,0029901180,2000-04-19,CHI @ DET,DET,L,14.883333333333333,2,1,4,0,0,0,0,0,1,1,2,0,0,0,0,-5,1.3,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,1882,Elton Brand,0029901170,2000-04-18,CHI vs. PHI,PHI,L,39.45,26,11,19,0,0,4,6,5,5,10,2,2,3,4,3,-5,21.599999999999998,60.073937153419585,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
2000,1999–00,1512,Chris Anstey,0029901170,2000-04-18,CHI vs. PHI,PHI,L,28.333333333333332,17,5,9,0,0,7,8,1,5,6,1,2,0,3,2,4,13.399999999999999,67.89137380191693,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741
