season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
1993,1992–93,1622,Rodney McCray,0029201105,1993-04-25,CHI @ NYK,NYK,L,12,4,2,3,0,0,0,0,1,0,1,1,0,0,2,0,,2.1000000000000005,66.66666666666666,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,781,Will Perdue,0029201105,1993-04-25,CHI @ NYK,NYK,L,4,6,3,3,0,0,0,0,0,2,2,1,0,0,0,1,,6.0,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,351,Stacey King,0029201105,1993-04-25,CHI @ NYK,NYK,L,19,5,2,8,0,0,1,2,2,1,3,1,0,1,0,3,,1.7000000000000002,28.15315315315315,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,77820,John Paxson,0029201105,1993-04-25,CHI @ NYK,NYK,L,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,-1.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,893,Michael Jordan,0029201105,1993-04-25,CHI @ NYK,NYK,L,37,21,10,28,0,2,1,3,5,1,6,7,1,1,4,1,,10.6,35.81173260572988,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,270,Horace Grant,0029201105,1993-04-25,CHI @ NYK,NYK,L,33,15,7,12,0,0,1,1,3,2,5,2,1,2,1,2,,14.100000000000001,60.28938906752411,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,769,B.J. Armstrong,0029201105,1993-04-25,CHI @ NYK,NYK,L,28,10,4,11,0,0,2,2,0,3,3,4,3,0,0,1,,10.200000000000001,42.08754208754208,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,281,Scott Williams,0029201105,1993-04-25,CHI @ NYK,NYK,L,22,12,5,7,0,0,2,2,3,6,9,0,2,0,0,3,,13.8,76.14213197969544,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,78437,Darrell Walker,0029201105,1993-04-25,CHI @ NYK,NYK,L,7,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,,0.9,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,78375,Trent Tucker,0029201105,1993-04-25,CHI @ NYK,NYK,L,13,3,1,2,1,2,0,0,0,0,0,0,0,0,1,1,,0.6000000000000001,75.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,937,Scottie Pippen,0029201105,1993-04-25,CHI @ NYK,NYK,L,34,4,2,16,0,2,0,0,1,3,4,2,2,1,2,2,,-3.499999999999999,12.5,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,76362,Bill Cartwright,0029201105,1993-04-25,CHI @ NYK,NYK,L,20,4,2,4,0,0,0,0,3,5,8,0,0,0,1,2,,3.8,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,769,B.J. Armstrong,0029201091,1993-04-23,CHI @ CHH,CHH,L,28,4,2,9,0,0,0,0,0,5,5,3,0,0,1,2,,0.2999999999999996,22.22222222222222,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,270,Horace Grant,0029201091,1993-04-23,CHI @ CHH,CHH,L,34,12,6,13,0,0,0,2,4,2,6,5,0,1,3,3,,7.899999999999999,43.22766570605187,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,781,Will Perdue,0029201091,1993-04-23,CHI @ CHH,CHH,L,7,0,0,3,0,0,0,0,0,2,2,0,0,1,0,1,,-1.1999999999999997,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,78375,Trent Tucker,0029201091,1993-04-23,CHI @ CHH,CHH,L,17,3,1,2,1,2,0,0,0,2,2,1,0,0,0,2,,2.5,75.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,937,Scottie Pippen,0029201091,1993-04-23,CHI @ CHH,CHH,L,38,22,11,15,0,0,0,2,4,2,6,5,1,0,5,5,,16.0,69.26952141057934,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,893,Michael Jordan,0029201091,1993-04-23,CHI @ CHH,CHH,L,38,38,15,27,1,2,7,8,1,3,4,3,0,0,2,3,,25.2,62.254259501965926,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,76362,Bill Cartwright,0029201091,1993-04-23,CHI @ CHH,CHH,L,18,7,3,8,0,0,1,1,1,2,3,1,0,0,0,2,,3.8,41.46919431279621,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,77820,John Paxson,0029201091,1993-04-23,CHI @ CHH,CHH,L,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,,-0.8,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,281,Scott Williams,0029201091,1993-04-23,CHI @ CHH,CHH,L,23,10,4,5,0,0,2,2,5,1,6,1,2,1,0,1,,14.899999999999999,85.03401360544218,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,78437,Darrell Walker,0029201091,1993-04-23,CHI @ CHH,CHH,L,8,2,1,2,0,0,0,2,1,0,1,0,0,0,0,4,,-0.7000000000000002,34.72222222222222,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,351,Stacey King,0029201091,1993-04-23,CHI @ CHH,CHH,L,14,5,2,5,0,0,1,2,2,4,6,2,1,0,2,2,,4.1000000000000005,42.51700680272109,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,270,Horace Grant,0029201080,1993-04-22,CHI vs. DET,DET,W,37,5,2,6,0,0,1,2,4,2,6,6,1,0,2,1,,7.399999999999999,36.337209302325576,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,781,Will Perdue,0029201080,1993-04-22,CHI vs. DET,DET,W,15,4,2,4,0,0,0,0,3,2,5,1,1,1,3,4,,2.5,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,893,Michael Jordan,0029201080,1993-04-22,CHI vs. DET,DET,W,46,36,15,27,0,1,6,11,1,6,7,4,4,0,2,4,,26.8,56.53266331658291,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,281,Scott Williams,0029201080,1993-04-22,CHI vs. DET,DET,W,23,4,1,4,0,0,2,2,1,3,4,2,1,0,2,3,,2.4000000000000012,40.98360655737705,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
1993,1992–93,76362,Bill Cartwright,0029201080,1993-04-22,CHI vs. DET,DET,W,20,2,1,3,0,0,0,0,3,1,4,1,0,0,1,4,,0.7999999999999994,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741
