game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0029301100,1994-04-24,CHI vs. NYK,L,76,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301090,1994-04-22,CHI vs. BOS,L,94,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301059,1994-04-18,CHI vs. ATL,W,87,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301053,1994-04-17,CHI @ ORL,L,101,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301035,1994-04-15,CHI @ CHH,W,88,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301026,1994-04-13,CHI @ MIA,W,96,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301015,1994-04-12,CHI vs. NJN,W,111,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029301001,1994-04-09,CHI vs. MIL,W,125,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300993,1994-04-08,CHI @ IND,W,100,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300963,1994-04-05,CHI vs. WAS,W,114,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300956,1994-04-03,CHI @ DET,W,96,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300940,1994-04-01,CHI vs. DET,W,102,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300919,1994-03-29,CHI vs. PHL,W,106,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300910,1994-03-26,CHI vs. IND,W,90,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300896,1994-03-25,CHI @ NJN,L,87,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300884,1994-03-23,CHI @ PHL,W,99,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300874,1994-03-22,CHI @ NYK,L,78,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300868,1994-03-20,CHI @ MIN,W,90,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300848,1994-03-18,CHI vs. SEA,W,87,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300834,1994-03-16,CHI @ BOS,W,101,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300831,1994-03-15,CHI vs. ORL,W,108,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300813,1994-03-12,CHI vs. SAC,W,111,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300798,1994-03-11,CHI @ ATL,L,77,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300779,1994-03-08,CHI vs. ATL,W,116,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300769,1994-03-06,CHI @ CLE,L,95,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300757,1994-03-04,CHI vs. POR,L,96,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300746,1994-03-02,CHI vs. LAL,L,89,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300732,1994-02-28,CHI vs. CLE,L,81,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300720,1994-02-26,CHI vs. IND,L,86,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300709,1994-02-25,CHI @ WAS,W,116,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300695,1994-02-23,CHI vs. GOS,W,123,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300681,1994-02-21,CHI vs. CHH,W,118,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300676,1994-02-20,CHI @ NYK,L,68,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300663,1994-02-18,CHI vs. DEN,L,84,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300646,1994-02-16,CHI vs. MIA,L,101,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300631,1994-02-10,CHI @ MIL,W,97,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300615,1994-02-08,CHI @ LAC,W,118,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300600,1994-02-06,CHI @ PHX,L,88,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300589,1994-02-04,CHI @ GOS,W,101,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300580,1994-02-03,CHI @ UTH,W,94,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300566,1994-02-01,CHI @ DEN,W,118,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300540,1994-01-28,CHI vs. MIL,W,113,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300538,1994-01-27,CHI @ CLE,L,84,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300514,1994-01-24,CHI @ DET,W,92,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300503,1994-01-22,CHI @ IND,W,90,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300493,1994-01-21,CHI vs. IND,W,96,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300481,1994-01-19,CHI vs. WAS,W,84,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300471,1994-01-17,CHI vs. PHL,W,121,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300458,1994-01-15,CHI vs. HOU,W,82,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300445,1994-01-14,CHI vs. UTH,W,107,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300434,1994-01-12,CHI @ ATL,L,81,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300415,1994-01-08,CHI vs. DAL,W,100,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
0029300405,1994-01-07,CHI @ WAS,W,99,,1994,https://www.nba.com/stats/teams/boxscores?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741
