season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2020,2019–20,1629632,Coby White,0021900962,2020-03-10,CHI vs. CLE,CLE,W,37.96,20,7,17,2,7,4,5,0,5,5,5,0,0,9,1,9,6.100000000000001,52.083333333333336,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627885,Shaquille Harrison,0021900962,2020-03-10,CHI vs. CLE,CLE,W,29.688333333333333,8,3,7,0,2,2,2,4,6,10,4,1,3,0,5,-10,12.799999999999999,50.76142131979695,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628976,Wendell Carter Jr.,0021900962,2020-03-10,CHI vs. CLE,CLE,W,26.511666666666667,17,7,9,0,0,3,4,1,5,6,1,2,0,2,5,-6,13.999999999999996,78.99628252788105,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,203490,Otto Porter Jr.,0021900962,2020-03-10,CHI vs. CLE,CLE,W,25.433333333333334,15,6,11,2,5,1,1,1,3,4,2,2,0,1,2,-3,12.899999999999999,65.55944055944056,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628374,Lauri Markkanen,0021900962,2020-03-10,CHI vs. CLE,CLE,W,27.285,15,6,13,3,9,0,0,2,2,4,0,1,0,2,3,11,8.099999999999998,57.692307692307686,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627756,Denzel Valentine,0021900962,2020-03-10,CHI vs. CLE,CLE,W,22.701666666666668,15,6,12,3,6,0,0,0,1,1,2,1,0,2,1,8,9.3,62.5,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,203107,Tomas Satoransky,0021900962,2020-03-10,CHI vs. CLE,CLE,W,28.561666666666667,5,2,7,1,3,0,0,3,5,8,5,0,0,1,1,9,6.6,35.714285714285715,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,201152,Thaddeus Young,0021900962,2020-03-10,CHI vs. CLE,CLE,W,20.925,8,3,6,1,2,1,2,1,3,4,3,1,0,2,2,-6,6.499999999999998,58.139534883720934,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1629655,Daniel Gafford,0021900962,2020-03-10,CHI vs. CLE,CLE,W,20.933333333333334,5,2,2,0,0,1,1,2,2,4,1,0,3,2,1,13,6.799999999999999,102.45901639344261,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1629632,Coby White,0021900946,2020-03-08,CHI @ BKN,BKN,L,35.13333333333333,21,8,21,3,9,2,3,0,6,6,8,1,0,0,4,-3,15.9,47.04301075268817,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,203490,Otto Porter Jr.,0021900946,2020-03-08,CHI @ BKN,BKN,L,25.45,23,9,17,3,8,2,4,0,3,3,2,4,0,1,3,19,18.000000000000004,61.30063965884861,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628374,Lauri Markkanen,0021900946,2020-03-08,CHI @ BKN,BKN,L,26.11,16,5,8,4,5,2,2,0,2,2,4,1,0,0,1,6,16.400000000000002,90.09009009009009,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,201152,Thaddeus Young,0021900946,2020-03-08,CHI @ BKN,BKN,L,25.033333333333335,17,6,14,2,6,3,6,2,3,5,0,2,0,2,2,2,9.899999999999999,51.081730769230774,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627885,Shaquille Harrison,0021900946,2020-03-08,CHI @ BKN,BKN,L,35.70666666666666,6,3,9,0,1,0,0,2,6,8,3,4,1,1,6,9,7.499999999999998,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627756,Denzel Valentine,0021900946,2020-03-08,CHI @ BKN,BKN,L,22.61,9,4,10,0,4,1,2,0,1,1,3,2,0,0,4,-19,6.0,41.36029411764706,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1628976,Wendell Carter Jr.,0021900946,2020-03-08,CHI @ BKN,BKN,L,28.34,7,2,5,0,0,3,4,0,3,3,1,0,0,1,3,-12,3.3,51.77514792899408,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1629655,Daniel Gafford,0021900946,2020-03-08,CHI @ BKN,BKN,L,16.516666666666666,4,1,1,0,0,2,2,0,0,0,1,0,2,0,6,-2,3.4000000000000004,106.38297872340425,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,203107,Tomas Satoransky,0021900946,2020-03-08,CHI @ BKN,BKN,L,25.1,4,1,7,0,1,2,2,1,2,3,1,0,0,2,2,-15,-1.2999999999999992,25.380710659898476,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
2020,2019–20,1627885,Shaquille Harrison,0021900934,2020-03-06,CHI vs. IND,IND,L,33.983333333333334,25,9,14,5,6,2,2,1,3,4,4,3,2,0,4,5,26.0,84.00537634408602,https://www.nba.com/stats/players/boxscores-traditional?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
