game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0020401223,2005-04-20,CHI @ IND,L,83,-2,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401214,2005-04-19,CHI vs. NYK,W,92,1,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401186,2005-04-16,CHI @ ATL,W,114,9,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401178,2005-04-15,CHI vs. ORL,W,117,40,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401160,2005-04-13,CHI @ WAS,L,82,-11,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401150,2005-04-11,CHI vs. DET,L,84,-3,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401135,2005-04-09,CHI vs. TOR,W,110,13,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401122,2005-04-08,CHI @ NYK,W,102,8,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401109,2005-04-06,CHI @ ORL,W,102,1,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401099,2005-04-05,CHI @ MIA,L,86,-18,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401081,2005-04-02,CHI vs. CHA,W,112,15,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401064,2005-03-31,CHI vs. CLE,W,102,12,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401054,2005-03-30,CHI @ CHA,W,102,3,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401042,2005-03-28,CHI vs. MEM,W,94,8,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401028,2005-03-26,CHI vs. IND,W,100,4,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020401014,2005-03-25,CHI @ BOS,W,94,8,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020400998,2005-03-23,CHI @ TOR,W,94,9,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020400987,2005-03-21,CHI vs. ATL,W,105,14,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020400970,2005-03-19,CHI @ PHI,W,94,6,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020400963,2005-03-18,CHI vs. NOH,L,90,-4,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020400945,2005-03-16,CHI @ NJN,L,84,-16,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
0020400940,2005-03-15,CHI vs. SEA,L,93,-6,2005,https://www.nba.com/stats/teams/boxscores?Season=2004-05&SeasonType=Regular%20Season&TeamID=1610612741
