PLAYER_ID,PLAYER_NAME,GP,MIN,FGA,FGM
1629690,Adam Mokoka,14,56.178333333333335,19,7
202329,Al-Farouq Aminu,6,67.41666666666667,10,2
1628990,Chandler Hutchison,7,63.58,18,5
1629632,Coby White,69,2155.82,902,375
1626245,Cristiano Felicio,18,83.55,13,7
1629655,Daniel Gafford,31,383.13166666666666,87,60
1628464,Daniel Theis,23,573.825,178,93
1627756,Denzel Valentine,62,1035.775,416,155
1629653,Devon Dotson,11,50.21333333333333,21,11
202066,Garrett Temple,56,1528.24,381,158
1629750,Javonte Green,16,128.39666666666668,31,14
1628374,Lauri Markkanen,51,1317.4466666666667,521,250
1628436,Luke Kornet,13,93.81166666666667,27,9
202696,Nikola Vučević,26,847.7166666666667,488,230
203490,Otto Porter Jr.,25,540.3033333333333,202,89
1630172,Patrick Williams,71,1983.3566666666666,528,255
1627853,Ryan Arcidiacono,44,450.42333333333335,117,49
201152,Thaddeus Young,68,1652.195,662,370
203107,Tomas Satoransky,58,1306.555,329,169
1628972,Troy Brown Jr.,13,236.605,55,29
1628976,Wendell Carter Jr.,32,791.8333333333334,252,129
203897,Zach LaVine,58,2033.6266666666668,1123,569
