PLAYER_ID,PLAYER_NAME,GP,MIN,FGA,FGM
201627,Anthony Morrow,9,87.31333333333333,29,12
1626171,Bobby Portis Jr.,64,1000.4516666666667,375,183
1626166,Cameron Payne,11,141.64333333333335,63,21
1626245,Cristiano Felicio,66,1040.0733333333333,221,128
1627756,Denzel Valentine,57,976.5283333333333,288,102
203926,Doug McDermott,44,1077.7266666666667,373,166
2548,Dwyane Wade,60,1792.1966666666667,955,414
203477,Isaiah Canaan,39,592.1066666666667,173,63
1626170,Jerian Grant,63,1028.43,301,128
202710,Jimmy Butler III,76,2808.9566666666665,1252,570
203530,Joffrey Lauvergne,20,241.4,92,37
203487,Michael Carter-Williams,45,846.4516666666667,306,112
202703,Nikola Mirotic,70,1678.9116666666666,625,258
1627835,Paul Zipser,44,843.38,221,88
1626154,RJ Hunter,3,9.15,1,0
200765,Rajon Rondo,69,1842.7016666666666,561,229
201577,Robin Lopez,81,2270.7566666666667,775,382
201959,Taj Gibson,55,1501.8216666666667,530,276
