PLAYER_ID,PLAYER_NAME,GP,MIN,FGA,FGM
2243,Brian Scalabrine,28,122.11666666666666,30,14
201228,C.J. Watson,49,1159.41,437,161
2430,Carlos Boozer,66,1948.3733333333332,842,448
201565,Derrick Rose,39,1374.4816666666666,695,302
202710,Jimmy Butler III,42,359.0316666666667,79,32
201149,Joakim Noah,64,1944.8733333333332,490,249
101249,John Lucas III,49,725.5133333333333,358,143
2594,Kyle Korver,65,1469.4733333333334,412,178
2736,Luol Deng,54,2128.9883333333332,755,311
2229,Mike James,11,120.255,49,20
201600,Omer Asik,66,971.4583333333334,156,79
1888,Richard Hamilton,28,696.605,310,140
200758,Ronnie Brewer,66,1634.9633333333334,445,190
201959,Taj Gibson,63,1284.4566666666667,404,200
