PLAYER_ID,PLAYER_NAME,GP,MIN,FGA,FGM
2243,Brian Scalabrine,18,87.97833333333334,19,10
201228,C.J. Watson,82,1090.7333333333333,394,146
2430,Carlos Boozer,59,1881.7616666666668,845,431
201565,Derrick Rose,81,3025.8366666666666,1597,711
201949,James Johnson,13,122.67,41,17
201149,Joakim Noah,48,1575.5283333333334,402,211
101249,John Lucas III,2,10.106666666666667,3,1
2586,Keith Bogans,82,1461.3333333333333,307,124
703,Kurt Thomas,52,1178.1533333333334,186,95
2594,Kyle Korver,82,1649.1233333333332,557,242
2736,Luol Deng,82,3207.9183333333335,1155,531
201600,Omer Asik,82,989.4483333333334,141,78
2446,Rasual Butler,6,25.721666666666668,11,6
200758,Ronnie Brewer,81,1781.44,427,205
201959,Taj Gibson,80,1742.2466666666667,502,234
