PLAYER_ID,PLAYER_NAME,GP,MIN,FGA,FGM
1628469,Antonio Blakeney,19,313.9,143,53
1626171,Bobby Portis Jr.,73,1642.52,811,382
1626166,Cameron Payne,25,581.5233333333333,215,87
1626245,Cristiano Felicio,55,977.45,215,127
1628021,David Nwaba,70,1645.9533333333334,423,202
1627756,Denzel Valentine,77,2095.141666666667,721,301
204067,Jarell Eddie,1,2.9833333333333334,1,0
1626170,Jerian Grant,74,1686.33,503,209
203200,Justin Holiday,72,2264.925,782,290
1627770,Kay Felder,14,133.84166666666667,66,20
1627739,Kris Dunn,52,1524.8333333333333,666,286
1628374,Lauri Markkanen,68,2020.02,862,374
202703,Nikola Mirotic,25,621.5883333333334,302,143
203943,Noah Vonleh,21,399.27666666666664,138,57
201600,Omer Asik,4,61.32,6,2
1627835,Paul Zipser,54,824.0,234,81
202347,Quincy Pondexter,23,195.69166666666666,49,14
201577,Robin Lopez,64,1689.7766666666666,645,342
1627853,Ryan Arcidiacono,24,304.12166666666667,41,17
203930,Sean Kilpatrick,9,213.51666666666668,107,47
203897,Zach LaVine,24,656.2866666666666,355,136
