PLAYER_ID,PLAYER_NAME,GP,MIN,FGA,FGM
1628469,Antonio Blakeney,57,829.0366666666666,396,166
1626171,Bobby Portis Jr.,22,530.5216666666666,271,122
1629102,Brandon Sampson,14,214.305,60,28
1626166,Cameron Payne,31,536.1683333333333,168,69
1628990,Chandler Hutchison,44,894.615,209,96
1626245,Cristiano Felicio,60,746.3966666666666,179,95
203960,JaKarr Sampson,4,127.26666666666667,54,29
203953,Jabari Parker,39,1042.0383333333334,464,220
203200,Justin Holiday,38,1324.63,394,151
1627739,Kris Dunn,46,1389.3533333333332,506,215
1628374,Lauri Markkanen,52,1682.1283333333333,795,342
203490,Otto Porter Jr.,15,492.3433333333333,201,97
1628959,Rawle Alkins,10,120.35333333333334,39,13
201577,Robin Lopez,74,1605.6816666666666,535,304
1627853,Ryan Arcidiacono,81,1961.3,418,187
1627885,Shaquille Harrison,73,1429.97,426,184
1627789,Timothe Luwawu-Cabarrot,29,546.4483333333334,175,69
1627755,Tyler Ulis,1,0.8283333333333334,0,0
1627215,Walt Lemon Jr.,6,167.15,87,38
1627782,Wayne Selden,43,983.81,322,131
1628976,Wendell Carter Jr.,44,1109.8,371,180
203897,Zach LaVine,63,2170.855,1135,530
