SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22026,1610612760,OKC,Oklahoma City Thunder,1622600006,2026-07-07,OKC @ UTA,L,198,69,25,75,0.333,9,34,0.265,5,10,0.5,11,22,33,15,9,4,16,17,-34.0
22026,1610612762,UTA,Utah Jazz,1622600006,2026-07-07,UTA vs. OKC,W,200,103,40,73,0.548,13,27,0.481,6,12,0.5,13,38,51,27,13,7,14,16,34.0
22026,1610612763,MEM,Memphis Grizzlies,1622600005,2026-07-07,MEM vs. ATL,L,200,82,26,70,0.371,11,36,0.306,10,13,0.769,16,25,41,17,7,8,19,24,-14.0
22026,1610612737,ATL,Atlanta Hawks,1622600005,2026-07-07,ATL @ MEM,W,200,96,33,71,0.465,15,32,0.469,9,14,0.643,10,23,33,24,10,3,12,20,14.0
22026,1610612737,ATL,Atlanta Hawks,1622600003,2026-07-06,ATL @ OKC,W,201,82,27,72,0.375,12,36,0.333,9,15,0.6,14,32,46,19,9,6,13,26,5.0
22026,1610612760,OKC,Oklahoma City Thunder,1622600003,2026-07-06,OKC vs. ATL,L,199,77,25,69,0.362,5,15,0.333,13,19,0.684,9,30,39,15,4,4,15,19,-5.0
22026,1610612763,MEM,Memphis Grizzlies,1622600004,2026-07-06,MEM @ UTA,L,200,100,34,81,0.42,14,42,0.333,11,18,0.611,14,24,38,21,6,4,8,19,-9.0
22026,1610612762,UTA,Utah Jazz,1622600004,2026-07-06,UTA vs. MEM,W,201,109,38,74,0.514,13,33,0.394,13,15,0.867,13,31,44,22,6,9,13,23,9.0
22026,1610612762,UTA,Utah Jazz,1622600002,2026-07-04,UTA vs. ATL,W,211,103,40,72,0.556,6,18,0.333,12,14,0.857,9,33,42,18,7,8,26,22,1.0
22026,1610612763,MEM,Memphis Grizzlies,1622600001,2026-07-04,MEM @ OKC,W,199,111,40,70,0.571,17,32,0.531,8,14,0.571,12,33,45,33,5,6,19,14,37.0
22026,1610612737,ATL,Atlanta Hawks,1622600002,2026-07-04,ATL @ UTA,L,210,102,36,93,0.387,13,41,0.317,10,16,0.625,16,20,36,24,17,2,14,21,-1.0
22026,1610612760,OKC,Oklahoma City Thunder,1622600001,2026-07-04,OKC vs. MEM,L,200,74,29,71,0.408,6,30,0.2,6,9,0.667,6,18,24,21,10,4,13,19,-37.0
