game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0021900962,2020-03-10,CHI vs. CLE,W,108,5,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900946,2020-03-08,CHI @ BKN,L,107,-3,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900934,2020-03-06,CHI vs. IND,L,102,-6,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900922,2020-03-04,CHI @ MIN,L,108,-7,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900907,2020-03-02,CHI vs. DAL,W,109,2,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900887,2020-02-29,CHI @ NYK,L,115,-10,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900859,2020-02-25,CHI vs. OKC,L,122,-2,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900845,2020-02-23,CHI vs. WAS,W,126,9,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900839,2020-02-22,CHI vs. PHX,L,104,-8,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900823,2020-02-20,CHI vs. CHA,L,93,-10,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900803,2020-02-11,CHI @ WAS,L,114,-12,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900788,2020-02-09,CHI @ PHI,L,111,-7,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900765,2020-02-06,CHI vs. NOP,L,119,-6,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900740,2020-02-02,CHI @ TOR,L,102,-27,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900721,2020-01-31,CHI @ BKN,L,118,-15,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
0021900708,2020-01-29,CHI @ IND,L,106,-9,2020,https://www.nba.com/stats/teams/boxscores?Season=2019-20&SeasonType=Regular%20Season&TeamID=1610612741
