game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0020001181,2001-04-18,CHI @ PHI,W,92,6,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001170,2001-04-17,CHI @ NJN,W,100,6,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001159,2001-04-15,CHI vs. IND,L,86,-7,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001143,2001-04-13,CHI vs. UTA,L,83,-11,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001126,2001-04-11,CHI @ WAS,W,113,4,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001118,2001-04-10,CHI @ MIL,L,84,-21,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001106,2001-04-08,CHI @ TOR,L,88,-12,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001092,2001-04-06,CHI @ IND,L,93,-7,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001083,2001-04-05,CHI vs. LAL,L,88,-12,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001068,2001-04-03,CHI vs. DET,L,83,-27,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001050,2001-03-31,CHI vs. MIA,L,90,-7,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001033,2001-03-29,CHI vs. BOS,L,104,-2,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001012,2001-03-26,CHI vs. DEN,L,104,-5,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020001004,2001-03-25,CHI @ BOS,L,98,-4,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000994,2001-03-23,CHI vs. CHH,W,93,3,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000978,2001-03-21,CHI @ MIA,L,81,-28,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000971,2001-03-20,CHI vs. ORL,L,95,-8,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000951,2001-03-17,CHI @ NYK,L,80,-21,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000946,2001-03-16,CHI vs. SEA,L,80,-10,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000930,2001-03-14,CHI vs. PHI,L,67,-18,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000914,2001-03-12,CHI @ CHH,L,94,-8,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000903,2001-03-10,CHI @ ATL,L,90,-3,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000892,2001-03-09,CHI @ DET,L,75,-33,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000869,2001-03-06,CHI vs. CLE,W,87,13,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000847,2001-03-03,CHI @ MIL,L,122,-4,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000844,2001-03-02,CHI vs. NYK,W,81,9,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000826,2001-02-28,CHI vs. HOU,L,78,-17,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000811,2001-02-26,CHI vs. GSW,L,78,-6,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000797,2001-02-24,CHI vs. VAN,W,90,15,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000781,2001-02-22,CHI vs. LAC,L,80,-13,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000766,2001-02-20,CHI vs. MIL,L,92,-9,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000758,2001-02-19,CHI @ CLE,L,84,-1,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
0020000743,2001-02-17,CHI vs. MIA,W,89,7,2001,https://www.nba.com/stats/teams/boxscores?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741
