game_id,game_date,matchup,result,team_points,team_plus_minus,season_end_year,team_source_url
0021701224,2018-04-11,CHI vs. DET,L,87,-32,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701205,2018-04-09,CHI @ BKN,L,105,-9,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701193,2018-04-07,CHI vs. BKN,L,96,-28,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701185,2018-04-06,CHI @ BOS,L,104,-7,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701160,2018-04-03,CHI vs. CHA,W,120,6,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701144,2018-04-01,CHI vs. WAS,W,113,14,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701129,2018-03-30,CHI @ ORL,W,90,8,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701125,2018-03-29,CHI @ MIA,L,92,-11,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701111,2018-03-27,CHI @ HOU,L,86,-32,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701089,2018-03-24,CHI @ DET,L,95,-22,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701083,2018-03-23,CHI vs. MIL,L,105,-13,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701069,2018-03-21,CHI vs. DEN,L,102,-33,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701055,2018-03-19,CHI @ NYK,L,92,-18,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701039,2018-03-17,CHI vs. CLE,L,109,-5,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701024,2018-03-15,CHI @ MEM,W,111,1,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021701010,2018-03-13,CHI vs. LAC,L,106,-6,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700993,2018-03-11,CHI @ ATL,W,129,7,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700977,2018-03-09,CHI @ DET,L,83,-16,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700967,2018-03-07,CHI vs. MEM,W,119,9,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700953,2018-03-05,CHI vs. BOS,L,89,-16,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700930,2018-03-02,CHI vs. DAL,W,108,8,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700907,2018-02-27,CHI @ CHA,L,103,-15,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700899,2018-02-26,CHI @ BKN,L,87,-17,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700888,2018-02-24,CHI @ MIN,L,104,-18,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700870,2018-02-22,CHI vs. PHI,L,115,-1,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700859,2018-02-14,CHI vs. TOR,L,98,-24,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700844,2018-02-12,CHI vs. ORL,W,105,4,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700829,2018-02-10,CHI vs. WAS,L,90,-11,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700822,2018-02-09,CHI vs. MIN,W,114,1,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700795,2018-02-05,CHI @ SAC,L,98,-6,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
0021700775,2018-02-03,CHI @ LAC,L,103,-10,2018,https://www.nba.com/stats/teams/boxscores?Season=2017-18&SeasonType=Regular%20Season&TeamID=1610612741
