season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2009,2008–09,201565,Derrick Rose,0020801218,2009-04-15,CHI vs. TOR,TOR,L,42.61666666666667,20,7,14,0,0,6,8,3,3,6,11,1,2,2,1,-7,22.900000000000002,57.077625570776256,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,1802,Brad Miller,0020801218,2009-04-15,CHI vs. TOR,TOR,L,30.316666666666666,14,5,14,0,2,4,4,2,9,11,3,2,1,0,2,-5,14.299999999999999,44.41624365482234,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201149,Joakim Noah,0020801218,2009-04-15,CHI vs. TOR,TOR,L,31.266666666666666,17,8,11,0,0,1,1,6,3,9,0,2,0,0,4,-8,17.999999999999996,74.3006993006993,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2732,Ben Gordon,0020801218,2009-04-15,CHI vs. TOR,TOR,L,35.96666666666667,23,9,22,1,5,4,5,0,3,3,2,0,0,2,3,-12,9.900000000000002,47.5206611570248,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,200748,Tyrus Thomas,0020801218,2009-04-15,CHI vs. TOR,TOR,L,30.466666666666665,12,6,11,0,0,0,0,0,8,8,0,1,3,1,1,-21,10.8,54.54545454545454,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2422,John Salmons,0020801218,2009-04-15,CHI vs. TOR,TOR,L,28.98,5,1,7,1,2,2,4,0,2,2,1,0,0,2,1,-12,-1.399999999999999,28.538812785388128,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,1501,Tim Thomas,0020801218,2009-04-15,CHI vs. TOR,TOR,L,18.883333333333333,5,2,5,1,2,0,0,0,0,0,1,0,0,0,1,14,2.6,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2550,Kirk Hinrich,0020801218,2009-04-15,CHI vs. TOR,TOR,L,17.086666666666666,0,0,6,0,2,0,0,0,0,0,2,2,0,0,4,-1,-2.3999999999999995,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2669,Linton Johnson,0020801218,2009-04-15,CHI vs. TOR,TOR,L,4.416666666666667,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,-3,1.3,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201565,Derrick Rose,0020801204,2009-04-13,CHI @ DET,DET,W,40.766666666666666,24,9,17,0,1,6,9,1,4,5,8,0,1,2,0,3,20.7,57.25190839694656,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201149,Joakim Noah,0020801204,2009-04-13,CHI @ DET,DET,W,35.7,11,4,6,0,0,3,3,2,11,13,4,0,1,0,2,6,15.8,75.13661202185791,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2732,Ben Gordon,0020801204,2009-04-13,CHI @ DET,DET,W,32.583333333333336,19,8,15,3,5,0,0,0,3,3,2,1,0,1,3,4,12.8,63.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,200748,Tyrus Thomas,0020801204,2009-04-13,CHI @ DET,DET,W,33.8,13,6,12,0,0,1,2,1,7,8,1,0,2,1,5,1,8.500000000000002,50.46583850931676,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,1802,Brad Miller,0020801204,2009-04-13,CHI @ DET,DET,W,26.5,10,4,6,1,1,1,1,0,2,2,3,0,1,6,4,-1,3.1999999999999993,77.63975155279502,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2422,John Salmons,0020801204,2009-04-13,CHI @ DET,DET,W,34.7,7,3,11,1,3,0,0,2,0,2,4,0,1,0,4,2,3.7999999999999994,31.818181818181817,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,1501,Tim Thomas,0020801204,2009-04-13,CHI @ DET,DET,W,11.966666666666667,5,1,5,0,3,3,3,0,5,5,0,1,0,0,3,5,3.2,39.55696202531646,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2550,Kirk Hinrich,0020801204,2009-04-13,CHI @ DET,DET,W,23.983333333333334,2,1,6,0,3,0,0,0,2,2,1,1,1,0,1,-5,0.8000000000000006,16.666666666666664,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2732,Ben Gordon,0020801192,2009-04-11,CHI vs. CHA,CHA,W,42.2,39,13,25,7,12,6,6,0,3,3,2,0,0,0,3,12,27.8,70.54992764109986,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201565,Derrick Rose,0020801192,2009-04-11,CHI vs. CHA,CHA,W,41.28333333333333,22,10,16,0,0,2,2,1,2,3,7,2,1,1,2,7,21.9,65.16587677725119,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2422,John Salmons,0020801192,2009-04-11,CHI vs. CHA,CHA,W,36.18333333333333,19,5,18,4,11,5,6,1,2,3,3,2,1,0,2,4,13.299999999999997,46.02713178294574,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201149,Joakim Noah,0020801192,2009-04-11,CHI vs. CHA,CHA,W,38.99666666666667,11,4,5,0,0,3,3,4,6,10,7,1,2,4,4,13,15.399999999999995,87.0253164556962,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,200748,Tyrus Thomas,0020801192,2009-04-11,CHI vs. CHA,CHA,W,31.738333333333333,9,3,10,0,0,3,6,2,4,6,0,2,2,2,1,4,5.599999999999998,35.60126582278481,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2550,Kirk Hinrich,0020801192,2009-04-11,CHI vs. CHA,CHA,W,20.07,10,4,5,0,1,2,2,0,2,2,3,3,0,2,0,-2,11.799999999999999,85.03401360544218,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,1802,Brad Miller,0020801192,2009-04-11,CHI vs. CHA,CHA,W,18.361666666666668,2,1,4,0,0,0,0,2,2,4,3,0,0,0,6,6,1.2999999999999994,25.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2669,Linton Johnson,0020801192,2009-04-11,CHI vs. CHA,CHA,W,8.35,0,0,1,0,0,0,0,1,1,2,2,0,0,0,2,-5,0.8999999999999999,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201189,Aaron Gray,0020801192,2009-04-11,CHI vs. CHA,CHA,W,2.816666666666667,1,0,0,0,0,1,2,1,1,2,0,0,0,0,0,-4,1.5999999999999999,56.81818181818182,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,2732,Ben Gordon,0020801173,2009-04-09,CHI vs. PHI,PHI,W,37.86666666666667,24,9,19,4,8,2,2,2,5,7,3,1,0,1,3,9,18.100000000000005,60.362173038229386,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,201565,Derrick Rose,0020801173,2009-04-09,CHI vs. PHI,PHI,W,38.983333333333334,16,8,13,0,3,0,0,0,2,2,8,2,1,3,1,25,15.599999999999998,61.53846153846154,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,200748,Tyrus Thomas,0020801173,2009-04-09,CHI vs. PHI,PHI,W,32.93333333333333,24,5,10,0,0,14,14,1,3,4,0,2,0,0,3,8,21.4,74.25742574257426,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
2009,2008–09,1802,Brad Miller,0020801173,2009-04-09,CHI vs. PHI,PHI,W,28.45,15,6,11,0,1,3,3,1,5,6,6,2,0,1,2,5,16.299999999999997,60.87662337662337,https://www.nba.com/stats/players/boxscores-traditional?Season=2008-09&SeasonType=Regular%20Season&TeamID=1610612741
