season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2004,2003–04,2037,Jamal Crawford,0020301181,2004-04-14,CHI @ IND,IND,L,48.0,31,12,30,5,15,2,3,1,1,2,3,1,1,2,2,-5,16.4,49.489144316730524,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2033,Marcus Fizer,0020301181,2004-04-14,CHI @ IND,IND,L,43.9,21,8,25,0,2,5,6,4,12,16,4,1,0,0,5,1,14.499999999999996,37.98842257597684,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2550,Kirk Hinrich,0020301181,2004-04-14,CHI @ IND,IND,L,44.7,18,7,12,3,6,1,2,0,6,6,11,1,1,2,1,-3,20.8,69.87577639751552,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2669,Linton Johnson,0020301181,2004-04-14,CHI @ IND,IND,L,38.61666666666667,8,4,8,0,1,0,0,4,8,12,2,3,3,1,4,-12,13.1,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2648,Ronald Dupree,0020301181,2004-04-14,CHI @ IND,IND,L,33.51166666666666,9,3,5,1,2,2,3,1,2,3,0,0,0,2,5,-7,3.5999999999999988,71.20253164556962,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2201,Eddy Curry,0020301181,2004-04-14,CHI @ IND,IND,L,16.588333333333335,6,2,6,0,0,2,3,0,0,0,0,1,1,1,3,1,1.7000000000000002,40.98360655737705,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2457,Jannero Pargo,0020301181,2004-04-14,CHI @ IND,IND,L,3.7716666666666665,3,1,1,1,1,0,1,0,0,0,0,0,0,0,1,-1,1.9000000000000004,104.16666666666667,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2423,Chris Jefferies,0020301181,2004-04-14,CHI @ IND,IND,L,10.911666666666667,0,0,1,0,1,0,0,1,1,2,0,0,0,0,5,1,-1.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2033,Marcus Fizer,0020301168,2004-04-12,CHI vs. ORL,ORL,L,46.71666666666667,30,9,16,0,0,12,14,5,15,20,1,0,2,3,5,-7,26.7,67.68953068592057,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
2004,2003–04,2037,Jamal Crawford,0020301168,2004-04-12,CHI vs. ORL,ORL,L,37.61666666666667,14,5,17,2,6,2,2,0,4,4,4,1,1,1,0,-6,8.8,39.14988814317674,https://www.nba.com/stats/players/boxscores-traditional?Season=2003-04&SeasonType=Regular%20Season&TeamID=1610612741
