season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2015,2014–15,201166,Aaron Brooks,0021401217,2015-04-15,CHI vs. ATL,ATL,W,32.833333333333336,23,8,18,2,5,5,5,0,6,6,3,4,0,4,0,9,17.5,56.93069306930694,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,2200,Pau Gasol,0021401217,2015-04-15,CHI vs. ATL,ATL,W,37.13333333333333,18,6,15,0,0,6,8,2,11,13,1,1,2,6,1,-1,10.499999999999996,48.59611231101512,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,202710,Jimmy Butler III,0021401217,2015-04-15,CHI vs. ATL,ATL,W,40.483333333333334,21,6,14,2,2,7,9,1,5,6,3,2,1,0,0,4,19.8,58.46325167037861,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,202703,Nikola Mirotic,0021401217,2015-04-15,CHI vs. ATL,ATL,W,31.933333333333334,11,3,9,2,7,3,3,2,4,6,3,1,3,2,3,22,10.499999999999996,53.29457364341085,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,2399,Mike Dunleavy,0021401217,2015-04-15,CHI vs. ATL,ATL,W,28.466666666666665,5,2,6,1,4,0,0,0,6,6,0,2,0,2,5,0,1.4000000000000004,41.66666666666667,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,203503,Tony Snell,0021401217,2015-04-15,CHI vs. ATL,ATL,W,23.95,5,2,6,0,4,1,1,0,5,5,1,0,1,0,0,8,4.500000000000001,38.81987577639751,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,201959,Taj Gibson,0021401217,2015-04-15,CHI vs. ATL,ATL,W,20.163333333333334,0,0,3,0,0,0,0,1,2,3,1,1,1,2,1,-15,-0.7999999999999998,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,1737,Nazr Mohammed,0021401217,2015-04-15,CHI vs. ATL,ATL,W,6.77,2,1,1,0,0,0,0,1,2,3,0,0,1,0,1,6,3.3000000000000003,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,202734,E'Twaun Moore,0021401217,2015-04-15,CHI vs. ATL,ATL,W,7.966666666666667,4,2,2,0,0,0,0,0,0,0,1,0,0,1,1,8,2.6999999999999997,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
2015,2014–15,201565,Derrick Rose,0021401217,2015-04-15,CHI vs. ATL,ATL,W,10.3,2,1,3,0,2,0,0,0,2,2,1,0,0,4,0,-11,-2.4,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=2014-15&SeasonType=Regular%20Season&TeamID=1610612741
