season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url
2016,2015–16,202703,Nikola Mirotic,0021501222,2016-04-13,CHI vs. PHI,PHI,W,39.0,32,10,17,7,11,5,6,2,5,7,4,5,3,2,4,9,32.9,81.46639511201629,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,203200,Justin Holiday,0021501222,2016-04-13,CHI vs. PHI,PHI,W,37.18333333333333,29,9,15,5,7,6,8,1,2,3,5,2,1,4,2,2,24.0,78.29373650107992,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,202710,Jimmy Butler III,0021501222,2016-04-13,CHI vs. PHI,PHI,W,25.65,10,4,12,0,0,2,3,5,7,12,10,0,1,3,1,14,12.700000000000001,37.53753753753754,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,1626171,Bobby Portis Jr.,0021501222,2016-04-13,CHI vs. PHI,PHI,W,28.366666666666667,9,3,9,1,1,2,2,4,10,14,1,1,0,5,0,-9,6.399999999999999,45.54655870445344,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,203503,Tony Snell,0021501222,2016-04-13,CHI vs. PHI,PHI,W,43.5,13,4,11,2,3,3,3,0,7,7,0,0,1,1,1,22,8.299999999999999,52.75974025974026,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,1626245,Cristiano Felicio,0021501222,2016-04-13,CHI vs. PHI,PHI,W,28.633333333333333,6,2,8,0,1,2,2,4,5,9,4,0,2,2,2,20,6.9,33.78378378378378,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,203926,Doug McDermott,0021501222,2016-04-13,CHI vs. PHI,PHI,W,34.483333333333334,16,7,11,0,1,2,3,0,1,1,3,0,0,0,2,0,12.3,64.93506493506493,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,201166,Aaron Brooks,0021501222,2016-04-13,CHI vs. PHI,PHI,W,3.183333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-0.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,202710,Jimmy Butler III,0021501208,2016-04-11,CHI @ NOP,NOP,W,29.016666666666666,23,8,11,1,1,6,7,0,3,3,11,0,1,4,1,6,23.0,81.67613636363636,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,202703,Nikola Mirotic,0021501208,2016-04-11,CHI @ NOP,NOP,W,37.15,20,6,15,2,7,6,8,1,3,4,3,2,0,4,3,8,11.599999999999998,53.99568034557235,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,1626171,Bobby Portis Jr.,0021501208,2016-04-11,CHI @ NOP,NOP,W,28.5,13,5,7,1,2,2,2,2,6,8,2,1,0,0,0,4,15.700000000000001,82.48730964467005,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,203200,Justin Holiday,0021501208,2016-04-11,CHI @ NOP,NOP,W,26.366666666666667,14,6,8,2,3,0,0,0,4,4,3,0,0,0,5,8,12.099999999999998,87.5,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,1626245,Cristiano Felicio,0021501208,2016-04-11,CHI @ NOP,NOP,W,27.483333333333334,16,6,8,0,1,4,4,1,5,6,0,0,0,0,3,1,13.799999999999997,81.9672131147541,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,2399,Mike Dunleavy,0021501208,2016-04-11,CHI @ NOP,NOP,W,21.316666666666666,12,5,7,1,2,1,1,0,2,2,1,1,1,0,1,0,11.7,80.64516129032258,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,203926,Doug McDermott,0021501208,2016-04-11,CHI @ NOP,NOP,W,24.116666666666667,10,4,10,0,1,2,2,1,3,4,4,0,0,0,1,-4,8.6,45.955882352941174,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,203503,Tony Snell,0021501208,2016-04-11,CHI @ NOP,NOP,W,25.933333333333334,7,2,5,1,3,2,2,0,3,3,3,1,0,0,2,7,7.499999999999999,59.523809523809526,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,201166,Aaron Brooks,0021501208,2016-04-11,CHI @ NOP,NOP,W,20.116666666666667,6,2,6,2,3,0,0,0,1,1,2,0,1,1,4,-5,2.400000000000001,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,202710,Jimmy Butler III,0021501191,2016-04-09,CHI vs. CLE,CLE,W,38.545,21,7,17,2,3,5,5,1,1,2,6,3,0,2,3,-7,16.900000000000002,54.6875,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,2200,Pau Gasol,0021501191,2016-04-09,CHI vs. CLE,CLE,W,24.628333333333334,11,4,7,0,0,3,5,3,9,12,1,1,1,3,4,-9,9.499999999999998,59.782608695652186,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
2016,2015–16,1626245,Cristiano Felicio,0021501191,2016-04-09,CHI vs. CLE,CLE,W,23.475,16,7,7,0,0,2,2,2,3,5,1,0,2,2,4,12,14.7,101.5228426395939,https://www.nba.com/stats/players/boxscores-traditional?Season=2015-16&SeasonType=Regular%20Season&TeamID=1610612741
