loc_x,loc_y,shot_distance,shot_made,shot_type,shot_zone,shot_zone_area
,,,False,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,True,3PT,,
,,,True,3PT,,
,,,True,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,True,3PT,,
,,,False,3PT,,
,,,False,3PT,,
