PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
201627,Anthony Morrow,Anthony,1610612741,CHI,31.0,9,4,5,0.444,87.31333333333333,12,29,0.414,6,14,0.429,11,11,1.0,1,1,2,6,0,2,0,3,4,5,41,68,58.4,0,0,59.0,17,17,2,18,17,17,17,9,13,14,1,15,16,1,16,17,17,17,17,17,15,3,2,16,17,4,17,12,3,17,1
1626171,Bobby Portis Jr.,Bobby,1610612741,CHI,22.0,64,30,34,0.469,1000.4516666666667,183,375,0.488,32,96,0.333,39,59,0.661,75,221,296,35,37,16,11,23,94,44,437,-80,888.7,5,0,854.0,6,6,13,15,10,7,7,4,9,9,8,10,10,13,5,6,7,14,11,12,9,10,10,11,8,17,7,6,3,7,1
1626166,Cameron Payne,Cameron,1610612741,CHI,22.0,11,5,6,0.455,141.64333333333335,21,63,0.333,11,34,0.324,1,4,0.25,1,16,17,15,13,4,0,0,14,5,54,-30,95.9,0,0,105.0,16,16,3,17,16,16,16,17,12,12,10,17,17,17,16,16,16,16,16,16,15,1,4,16,16,13,16,12,3,16,1
1626245,Cristiano Felicio,Cristiano,1610612741,CHI,24.0,66,31,35,0.47,1040.0733333333333,128,221,0.579,0,0,0.0,60,93,0.645,124,187,311,40,33,25,17,18,110,72,316,-34,842.2,3,0,751.0,5,5,15,14,8,9,12,1,16,18,16,7,6,14,3,8,6,11,12,9,7,9,12,8,10,14,8,7,3,9,1
1627756,Denzel Valentine,Denzel,1610612741,CHI,23.0,57,28,29,0.491,976.5283333333333,102,288,0.354,73,208,0.351,14,18,0.778,11,140,151,63,49,30,7,4,86,18,291,-18,628.7,1,0,652.0,9,9,10,9,11,12,11,16,3,3,6,14,14,7,14,9,10,8,8,7,12,4,8,14,12,10,12,9,3,12,1
203926,Doug McDermott,Doug,1610612760,OKC,25.0,44,22,22,0.5,1077.7266666666667,166,373,0.445,56,150,0.373,59,67,0.881,14,116,130,45,32,11,4,23,57,49,447,10,683.5,1,0,708.0,12,12,7,6,7,8,8,6,4,4,3,8,9,4,13,11,11,10,13,14,13,10,6,10,7,7,11,9,3,10,1
2548,Dwyane Wade,Dwyane,1610612741,CHI,35.0,60,29,31,0.483,1792.1966666666667,414,955,0.434,45,145,0.31,223,281,0.794,63,207,270,228,138,86,41,49,112,198,1096,-73,2005.0,2,0,1893.0,8,7,11,12,4,2,2,7,7,5,11,2,2,6,7,7,8,3,3,3,4,17,13,2,2,16,2,8,3,2,1
203477,Isaiah Canaan,Isaiah,1610612741,CHI,26.0,39,19,20,0.487,592.1066666666667,63,173,0.364,25,94,0.266,30,33,0.909,6,44,50,37,21,22,1,7,35,30,181,-84,344.5,0,0,339.0,14,14,5,11,14,14,14,15,10,10,13,12,13,2,15,15,15,12,14,10,14,6,5,13,14,18,14,12,3,14,1
1626170,Jerian Grant,Jerian,1610612741,CHI,24.0,63,29,34,0.46,1028.43,128,301,0.425,49,134,0.366,65,73,0.89,17,94,111,121,44,47,8,9,93,64,370,52,805.7,1,0,761.0,7,7,13,16,9,9,10,8,6,6,5,6,8,3,11,13,13,4,9,5,11,7,9,9,9,5,9,9,3,8,1
202710,Jimmy Butler III,Jimmy,1610612741,CHI,27.0,76,40,36,0.526,2808.9566666666665,570,1252,0.455,91,248,0.367,585,676,0.865,129,341,470,417,159,143,32,58,112,493,1816,205,3371.5,15,2,3144.0,2,1,17,5,1,1,1,5,2,2,4,1,1,5,2,1,2,2,2,1,5,18,13,1,1,1,1,1,1,1,1
