PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
1628469,Antonio Blakeney,Antonio,1610612741,CHI,21.0,19,3,16,0.158,313.9,53,143,0.371,15,52,0.288,30,39,0.769,4,29,33,20,11,7,1,9,19,25,151,-6,233.6,0,0,235.0,17,18,8,19,15,15,14,16,14,12,15,12,12,9,16,15,15,16,18,17,18,7,6,16,14,3,15,13,1,15,1
1626171,Bobby Portis Jr.,Bobby,1610612741,CHI,23.0,73,25,48,0.342,1642.52,382,811,0.471,80,223,0.359,120,156,0.769,159,339,498,123,103,50,23,56,130,148,964,-83,1862.1,12,0,1811.0,3,3,18,6,7,1,2,5,4,4,6,5,5,9,1,3,2,6,3,6,6,21,16,4,2,9,2,2,1,2,1
1626166,Cameron Payne,Cameron,1610612741,CHI,23.0,25,7,18,0.28,581.5233333333333,87,215,0.405,35,91,0.385,12,16,0.75,18,51,69,113,36,26,9,21,44,26,221,-89,542.3,1,0,508.0,11,13,10,15,13,12,12,13,10,10,4,17,17,13,11,14,14,7,12,8,11,13,9,14,12,10,12,12,1,12,1
1626245,Cristiano Felicio,Cristiano,1610612741,CHI,25.0,55,13,42,0.236,977.45,127,215,0.591,0,2,0.0,54,81,0.667,83,150,233,55,54,16,11,19,104,66,308,-335,697.1,3,0,650.0,8,11,15,18,9,11,12,1,19,19,19,10,9,17,4,8,7,11,9,11,9,12,14,9,11,20,10,7,1,11,1
1628021,David Nwaba,David,1610612741,CHI,25.0,70,26,44,0.371,1645.9533333333334,202,423,0.478,18,52,0.346,133,203,0.655,89,237,326,104,77,59,29,48,158,150,555,-240,1289.2,3,0,1179.0,5,1,16,3,6,8,8,3,12,12,8,4,1,18,3,5,4,8,8,5,4,19,19,3,8,16,8,7,1,8,1
1627756,Denzel Valentine,Denzel,1610612741,CHI,24.0,77,26,51,0.338,2095.141666666667,301,721,0.417,143,370,0.386,38,51,0.745,48,345,393,244,99,65,11,28,185,45,783,-269,1749.6,5,0,1715.0,1,1,21,8,2,4,4,9,3,3,3,11,11,14,6,2,3,3,4,3,9,15,21,11,4,18,3,3,1,3,1
204067,Jarell Eddie,Jarell,1610612741,CHI,26.0,1,0,1,0.0,2.9833333333333334,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0,0,0.0,21,20,1,20,21,21,21,21,19,20,19,20,21,20,21,21,21,21,21,21,20,1,1,21,21,2,21,13,1,21,1
1626170,Jerian Grant,Jerian,1610612741,CHI,25.0,74,24,50,0.324,1686.33,209,503,0.416,61,187,0.326,140,188,0.745,31,140,171,342,89,63,8,17,132,175,619,-252,1461.2,5,0,1335.0,2,4,20,12,5,7,7,10,6,5,11,1,2,15,8,10,9,1,6,4,12,10,17,2,7,17,6,3,1,6,1
203200,Justin Holiday,Justin,1610612741,CHI,29.0,72,24,48,0.333,2264.925,290,782,0.371,161,449,0.359,135,164,0.823,31,260,291,153,93,80,31,30,134,122,876,-180,1694.7,2,0,1703.0,4,4,18,9,1,5,3,15,1,1,7,3,4,5,8,4,5,4,5,2,3,16,18,5,3,13,4,10,1,4,1
1627770,Kay Felder,Kay,1610612765,DET,23.0,14,4,10,0.286,133.84166666666667,20,66,0.303,4,18,0.222,11,12,0.917,1,13,14,20,15,3,1,4,11,16,55,-47,98.8,0,0,101.0,18,17,4,14,19,17,17,19,16,17,17,18,18,1,19,19,19,16,15,19,18,4,4,17,17,8,19,13,1,19,1
1627739,Kris Dunn,Kris,1610612741,CHI,24.0,52,19,33,0.365,1524.8333333333333,286,666,0.429,43,134,0.321,84,114,0.737,24,197,221,310,150,104,27,36,174,112,699,-276,1672.2,4,0,1535.0,10,8,12,4,8,6,5,8,7,7,12,7,6,16,10,6,8,2,1,1,5,18,20,6,6,19,5,5,1,5,1
1628374,Lauri Markkanen,Lauri,1610612741,CHI,21.0,68,23,45,0.338,2020.02,374,862,0.434,145,401,0.362,140,166,0.843,79,429,508,79,83,39,40,49,103,188,1033,-387,1915.1,14,0,1923.0,6,6,17,7,3,2,1,7,2,2,5,1,3,2,5,1,1,9,7,7,2,20,13,1,1,21,1,1,1,1,1
202703,Nikola Mirotic,Nikola,1610612740,NOP,27.0,25,14,11,0.56,621.5883333333334,143,302,0.474,69,161,0.429,65,79,0.823,18,141,159,39,31,15,13,17,45,70,420,66,722.3,4,0,743.0,11,10,5,1,12,9,10,4,5,6,1,9,10,6,11,9,10,13,13,12,8,10,10,8,9,1,9,5,1,9,1
203943,Noah Vonleh,Noah,1610612741,CHI,22.0,21,7,14,0.333,399.27666666666664,57,138,0.413,18,60,0.3,13,27,0.481,35,109,144,21,16,13,6,9,26,29,145,-24,390.3,2,0,366.0,16,13,6,9,14,14,15,12,12,11,13,16,14,19,7,12,11,15,14,14,13,7,8,13,15,4,14,10,1,14,1
201600,Omer Asik,Omer,1610612741,CHI,31.0,4,0,4,0.0,61.32,2,6,0.333,0,0,0.0,0,1,0.0,2,8,10,1,4,1,2,1,6,3,4,-29,22.5,0,0,21.0,20,20,2,20,20,20,20,18,19,21,19,20,20,20,18,20,20,20,20,20,16,3,2,20,20,6,20,13,1,20,1
1627835,Paul Zipser,Paul,1610612741,CHI,24.0,54,17,37,0.315,824.0,81,234,0.346,37,110,0.336,19,25,0.76,13,118,131,46,43,20,15,14,86,35,218,-217,506.2,0,0,502.0,9,9,13,13,10,13,11,17,9,9,10,14,15,11,13,11,12,12,10,10,7,9,12,12,13,15,13,13,1,13,1
202347,Quincy Pondexter,Quincy,1610612741,CHI,30.0,23,6,17,0.261,195.69166666666666,14,49,0.286,3,22,0.136,14,17,0.824,8,19,27,9,11,8,2,4,24,9,45,-90,109.9,0,0,104.0,15,15,9,16,18,19,18,20,18,16,18,15,16,4,15,18,16,19,18,16,16,4,7,19,19,11,18,13,1,18,1
201577,Robin Lopez,Robin,1610612741,CHI,30.0,64,23,41,0.359,1689.7766666666666,342,645,0.53,4,14,0.286,68,90,0.756,134,156,290,124,107,14,53,25,109,98,756,-200,1384.0,3,0,1308.0,7,6,14,5,4,3,6,2,16,18,16,8,8,12,2,7,6,5,2,13,1,14,15,7,5,14,7,7,1,7,1
1627853,Ryan Arcidiacono,Ryan,1610612741,CHI,24.0,24,6,18,0.25,304.12166666666667,17,41,0.415,9,31,0.29,5,6,0.833,1,24,25,35,13,13,0,0,18,16,48,-24,156.5,0,0,143.0,13,15,10,17,16,18,19,11,15,15,14,19,19,3,19,16,17,14,16,14,20,1,5,17,18,4,17,13,1,17,1
203930,Sean Kilpatrick,Sean,1610612741,CHI,28.0,9,3,6,0.333,213.51666666666668,47,107,0.439,19,48,0.396,26,32,0.813,3,22,25,13,12,6,3,6,8,26,139,-41,203.5,0,0,214.0,19,18,3,9,17,16,16,6,11,14,2,13,13,8,17,17,17,18,17,18,15,6,3,14,16,7,16,13,1,16,1
203897,Zach LaVine,Zach,1610612741,CHI,23.0,24,9,15,0.375,656.2866666666666,136,355,0.383,42,123,0.341,87,107,0.813,9,85,94,72,43,24,4,30,55,66,401,-172,662.8,0,0,665.0,13,12,7,2,11,10,9,14,8,8,9,6,7,7,14,13,13,10,10,9,14,16,11,9,10,12,11,13,1,10,1
