PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
1629750,Javonte Green,Javonte,1610612741,CHI,27.0,16,7,9,0.438,128.39666666666668,14,31,0.452,3,8,0.375,10,10,1.0,6,13,19,6,6,10,4,2,13,10,41,57,108.8,0,0,97.0,16,15,6,8,16,16,16,13,16,17,6,15,16,1,16,20,18,18,15,14,14,6,7,16,16,3,16,11,2,16,1
1628374,Lauri Markkanen,Lauri,1610612741,CHI,24.0,51,20,31,0.392,1317.4466666666667,250,521,0.48,119,296,0.402,76,92,0.826,35,233,268,45,52,26,15,26,75,95,695,-48,1155.1,2,0,1209.0,8,8,15,15,6,5,5,11,3,3,2,5,6,10,8,6,6,12,7,8,8,18,15,6,4,16,6,8,2,5,1
1628436,Luke Kornet,Luke,1610612738,BOS,25.0,13,6,7,0.462,93.81166666666667,9,27,0.333,6,23,0.261,2,4,0.5,1,14,15,4,1,2,7,1,1,4,26,9,76.0,0,0,69.0,18,16,3,2,17,18,17,20,15,14,17,19,19,20,20,19,20,20,21,19,12,2,1,18,17,11,17,11,2,17,1
202696,Nikola Vučević,Nikola,1610612741,CHI,30.0,26,11,15,0.423,847.7166666666667,230,488,0.471,59,152,0.388,40,46,0.87,59,241,300,102,43,23,20,25,58,59,559,-63,1158.0,18,1,1106.0,12,12,9,11,9,6,6,12,6,6,5,8,9,5,4,5,3,7,9,9,7,17,13,8,6,18,5,1,1,6,1
203490,Otto Porter Jr.,Otto,1610612753,ORL,28.0,25,10,15,0.4,540.3033333333333,89,202,0.441,38,95,0.4,31,37,0.838,28,110,138,50,25,12,4,4,37,41,247,-53,510.6,2,0,505.0,13,13,9,14,12,12,11,14,9,9,3,10,12,8,11,11,11,11,11,12,14,9,9,11,11,17,12,8,2,11,1
1630172,Patrick Williams,Patrick,1610612741,CHI,19.0,71,30,41,0.423,1983.3566666666666,255,528,0.483,54,138,0.391,91,125,0.728,66,261,327,99,98,64,46,49,126,109,655,-292,1427.9,3,0,1355.0,1,1,22,12,3,4,4,10,7,7,4,3,3,14,3,1,2,8,4,2,1,20,18,4,5,22,4,5,2,4,1
1627853,Ryan Arcidiacono,Ryan,1610612741,CHI,27.0,44,20,24,0.455,450.42333333333335,49,117,0.419,25,67,0.373,13,20,0.65,5,62,67,56,10,9,0,3,47,38,136,10,317.4,0,0,302.0,9,8,14,3,13,14,13,15,10,10,7,14,13,17,17,13,14,10,14,15,18,8,10,13,14,10,14,11,2,14,1
201152,Thaddeus Young,Thaddeus,1610612741,CHI,33.0,68,30,38,0.441,1652.195,370,662,0.559,12,45,0.267,71,113,0.628,168,255,423,291,137,74,40,39,152,141,823,146,1972.1,7,0,1777.0,3,1,20,7,4,3,3,2,12,12,16,6,4,18,1,3,1,2,3,1,2,19,21,3,3,1,2,2,2,3,1
203107,Tomas Satoransky,Tomas,1610612741,CHI,29.0,58,25,33,0.431,1306.555,169,329,0.514,42,118,0.356,67,79,0.848,30,112,142,271,96,40,14,15,89,91,447,0,1089.9,1,0,1010.0,5,6,18,10,7,7,9,7,8,8,10,7,7,7,9,10,10,4,5,5,10,15,16,7,7,12,7,10,2,7,1
1628972,Troy Brown Jr.,Troy,1610612741,CHI,21.0,13,5,8,0.385,236.605,29,55,0.527,8,24,0.333,5,6,0.833,9,35,44,10,5,7,2,4,20,8,71,67,160.8,0,0,151.0,18,18,5,16,15,15,15,4,13,13,12,17,17,9,15,15,15,15,16,16,16,9,8,17,15,2,15,11,2,15,1
1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,22.0,32,15,17,0.469,791.8333333333334,129,252,0.512,8,22,0.364,82,111,0.739,70,180,250,69,49,18,24,22,96,98,348,-100,828.5,7,0,759.0,10,10,12,1,10,10,10,8,13,15,8,4,5,13,2,7,7,9,8,10,6,16,17,5,10,20,10,2,2,10,1
203897,Zach LaVine,Zach,1610612741,CHI,26.0,58,26,32,0.448,2033.6266666666668,569,1123,0.507,200,477,0.419,253,298,0.849,36,253,289,282,203,46,27,67,138,233,1591,-9,2376.8,3,0,2508.0,5,4,17,5,2,1,1,9,1,1,1,1,1,6,7,4,4,3,1,3,5,22,20,1,1,14,1,5,2,1,1
