season,player_id,player_name,team_id,gp,rim_fgm,rim_fga,blocks,rim_fga_per_game,rim_fg_pct,league_rim_fg_pct,pct_vs_league,rim_makes_saved,minutes,possessions,rim_fga_per_100,rim_points_saved,rim_points_saved_per_100,volume_rank,featured
2021-22,203954,Joel Embiid,1610612755,68,350,596,99,8.7647,58.7248,64.9405,-6.2157,37.0454,2298.4,4640,12.8448,74.0907,1.5968,1.0,False
2021-22,202685,Jonas Valanciunas,1610612740,73,245,360,58,4.9315,68.0556,64.9405,3.1151,-11.2142,2242.2,4562,7.8913,-22.4284,-0.4916,16.0,False
2021-22,203994,Jusuf Nurkić,1610612757,56,207,299,34,5.3393,69.2308,64.9405,4.2903,-12.8279,1579.2,3257,9.1802,-25.6558,-0.7877,26.0,False
2021-22,1626157,Karl-Anthony Towns,1610612750,74,242,375,83,5.0676,64.5333,64.9405,-0.4072,1.5269,2479.0,5232,7.1674,3.0537,0.0584,12.0,False
2021-22,1626172,Kevon Looney,1610612744,81,183,301,51,3.716,60.7973,64.9405,-4.1432,12.4709,1730.2,3574,8.4219,24.9418,0.6979,24.0,False
2021-22,203486,Mason Plumlee,1610612766,72,233,376,51,5.2222,61.9681,64.9405,-2.9724,11.1763,1795.8,3771,9.9708,22.3525,0.5927,11.0,False
2021-22,1628970,Miles Bridges,1610612766,79,186,301,67,3.8101,61.794,64.9405,-3.1465,9.4709,2840.0,5975,5.0377,18.9418,0.317,24.0,False
2021-22,1628964,Mo Bamba,1610612753,71,233,409,118,5.7606,56.9682,64.9405,-7.9723,32.6066,1824.7,3800,10.7632,65.2133,1.7161,8.0,False
2021-22,203999,Nikola Jokić,1610612743,74,376,581,63,7.8514,64.716,64.9405,-0.2245,1.3043,2479.0,5136,11.3123,2.6086,0.0508,2.0,False
2021-22,202696,Nikola Vučević,1610612741,73,347,544,71,7.4521,63.7868,64.9405,-1.1537,6.2763,2416.3,5000,10.88,12.5526,0.2511,4.0,False
2021-22,1627783,Pascal Siakam,1610612761,68,210,331,42,4.8676,63.4441,64.9405,-1.4964,4.953,2577.2,5177,6.3937,9.9061,0.1913,19.0,False
2021-22,1630173,Precious Achiuwa,1610612761,73,166,299,41,4.0959,55.5184,64.9405,-9.4221,28.1721,1722.8,3483,8.5846,56.3442,1.6177,26.0,False
2021-22,203497,Rudy Gobert,1610612762,66,226,458,137,6.9394,49.345,64.9405,-15.5955,71.4275,2118.6,4381,10.4542,142.855,3.2608,6.0,False
2021-22,1630567,Scottie Barnes,1610612761,74,226,343,55,4.6351,65.8892,64.9405,0.9487,-3.2541,2619.6,5277,6.4999,-6.5082,-0.1233,18.0,False
2021-22,203500,Steven Adams,1610612763,75,240,397,59,5.2933,60.4534,64.9405,-4.4871,17.8138,1998.8,4150,9.5663,35.6275,0.8585,9.0,False
2022-23,1630578,Alperen Sengun,1610612745,75,296,467,70,6.2267,63.3833,65.6213,-2.2381,10.4517,2167.5,4551,10.2615,20.9034,0.4593,12.0,False
2022-23,203076,Anthony Davis,1610612747,56,223,388,114,6.9286,57.4742,65.6213,-8.1471,31.6108,1904.0,4067,9.5402,63.2217,1.5545,24.0,False
2022-23,201572,Brook Lopez,1610612749,78,308,613,193,7.859,50.2447,65.6213,-15.3766,94.2589,2371.2,5100,12.0196,188.5177,3.6964,2.0,False
2022-23,203991,Clint Capela,1610612737,65,240,403,79,6.2,59.5533,65.6213,-6.068,24.454,1729.0,3716,10.845,48.9081,1.3161,22.0,False
2022-23,1629655,Daniel Gafford,1610612764,78,223,411,99,5.2692,54.2579,65.6213,-11.3634,46.7037,1606.8,3336,12.3201,93.4075,2.8,19.0,False
2022-23,1627734,Domantas Sabonis,1610612758,79,422,651,39,8.2405,64.8233,65.6213,-0.798,5.195,2733.4,5720,11.3811,10.3899,0.1816,1.0,False
2022-23,203110,Draymond Green,1610612744,72,182,356,59,4.9444,51.1236,65.6213,-14.4978,51.612,2299.5,4979,7.15,103.224,2.0732,28.0,False
2022-23,1629234,Drew Eubanks,1610612757,77,242,414,97,5.3766,58.4541,65.6213,-7.1672,29.6724,1583.4,3312,12.5,59.3448,1.7918,17.0,False
2022-23,1630596,Evan Mobley,1610612739,79,332,556,119,7.038,59.7122,65.6213,-5.9091,32.8547,2717.6,5481,10.1441,65.7094,1.1989,3.0,False
2022-23,1627826,Ivica Zubac,1610612746,76,213,406,98,5.3421,52.4631,65.6213,-13.1583,53.4227,2166.0,4443,9.138,106.8453,2.4048,20.0,False
2022-23,1631095,Jabari Smith Jr.,1610612745,79,258,405,74,5.1266,63.7037,65.6213,-1.9176,7.7665,2449.0,5133,7.8901,15.5329,0.3026,21.0,False
2022-23,1627751,Jakob Poeltl,1610612761,71,333,532,85,7.493,62.594,65.6213,-3.0274,16.1056,1908.0,3983,13.3568,32.2111,0.8087,6.0,False
2022-23,1631105,Jalen Duren,1610612765,66,207,342,57,5.1818,60.5263,65.6213,-5.095,17.425,1668.3,3493,9.791,34.85,0.9977,30.0,False
2022-23,1628991,Jaren Jackson Jr.,1610612763,63,213,454,189,7.2063,46.9163,65.6213,-18.705,84.9209,1789.2,3842,11.8168,169.8418,4.4207,13.0,False
2022-23,1628386,Jarrett Allen,1610612739,68,223,412,84,6.0588,54.1262,65.6213,-11.4951,47.36,2216.8,4469,9.2191,94.7199,2.1195,18.0,False
2022-23,203954,Joel Embiid,1610612755,66,327,534,112,8.0909,61.236,65.6213,-4.3854,23.418,2283.6,4639,11.5111,46.836,1.0096,5.0,False
2022-23,1628381,John Collins,1610612737,71,230,362,73,5.0986,63.5359,65.6213,-2.0854,7.5493,2130.0,4547,7.9613,15.0986,0.3321,27.0,False
2022-23,202685,Jonas Valanciunas,1610612740,79,267,397,52,5.0253,67.2544,65.6213,1.6331,-6.4832,1967.1,4101,9.6806,-12.9665,-0.3162,23.0,False
2022-23,203482,Kelly Olynyk,1610612762,68,217,344,37,5.0588,63.0814,65.6213,-2.54,8.7374,1944.8,4080,8.4314,17.4749,0.4283,29.0,False
2022-23,1626172,Kevon Looney,1610612744,81,230,365,50,4.5062,63.0137,65.6213,-2.6076,9.5179,1959.8,4174,8.7446,19.0358,0.4561,26.0,False
2022-23,204001,Kristaps Porziņģis,1610612764,65,252,449,100,6.9077,56.1247,65.6213,-9.4966,42.6399,2119.0,4388,10.2325,85.2797,1.9435,14.0,False
2022-23,203486,Mason Plumlee,1610612746,79,278,434,47,5.4937,64.0553,65.6213,-1.566,6.7966,2054.0,4368,9.9359,13.5933,0.3112,16.0,False
2022-23,1626167,Myles Turner,1610612754,62,292,519,140,8.371,56.262,65.6213,-9.3593,48.5748,1822.8,3849,13.484,97.1496,2.524,9.0,False
2022-23,1629651,Nic Claxton,1610612751,76,277,530,189,6.9737,52.2642,65.6213,-13.3572,70.7931,2272.4,4640,11.4224,141.5863,3.0514,7.0,False
2022-23,203999,Nikola Jokić,1610612743,69,379,553,47,8.0145,68.5353,65.6213,2.9139,-16.1139,2325.3,4873,11.3482,-32.2279,-0.6614,4.0,False
2022-23,202696,Nikola Vučević,1610612741,81,352,516,57,6.3704,68.2171,65.6213,2.5957,-13.3938,2747.0,5686,9.0749,-26.7877,-0.4711,10.0,False
2022-23,1630168,Onyeka Okongwu,1610612737,80,259,445,107,5.5625,58.2022,65.6213,-7.4191,33.015,1848.0,3916,11.3636,66.03,1.6862,15.0,False
2022-23,203497,Rudy Gobert,1610612750,69,281,484,91,7.0145,58.0579,65.6213,-7.5635,36.6073,2149.0,4477,10.8108,73.2146,1.6354,11.0,False
2022-23,1630567,Scottie Barnes,1610612761,77,246,383,61,4.974,64.2298,65.6213,-1.3916,5.3298,2679.6,5506,6.956,10.6595,0.1936,25.0,False
2022-23,1631117,Walker Kessler,1610612762,74,268,520,173,7.027,51.5385,65.6213,-14.0829,73.231,1702.0,3585,14.5049,146.462,4.0854,8.0,False
2023-24,1630578,Alperen Sengun,1610612745,63,299,489,46,7.7619,61.1452,64.6777,-3.5325,17.2741,2047.5,4236,11.5439,34.5482,0.8156,12.0,False
2023-24,203076,Anthony Davis,1610612747,75,299,554,176,7.3867,53.9711,64.6777,-10.7066,59.3146,2698.0,5743,9.6465,118.6293,2.0656,9.0,False
2023-24,1641706,Brandon Miller,1610612766,73,238,346,41,4.7397,68.7861,64.6777,4.1084,-14.215,2382.8,4879,7.0916,-28.4301,-0.5827,29.0,False
2023-24,201572,Brook Lopez,1610612749,79,384,722,189,9.1392,53.1856,64.6777,-11.4921,82.9732,2409.5,5137,14.0549,165.9465,3.2304,1.0,False
2023-24,1631096,Chet Holmgren,1610612760,82,371,708,190,8.6341,52.4011,64.6777,-12.2766,86.9184,2410.8,5150,13.7476,173.8367,3.3755,2.0,False
2023-24,203991,Clint Capela,1610612737,73,246,442,106,6.0548,55.6561,64.6777,-9.0216,39.8756,1883.4,3987,11.086,79.7512,2.0003,15.0,False
2023-24,1629655,Daniel Gafford,1610612742,73,322,581,149,7.9589,55.4217,64.6777,-9.256,53.7776,1813.0,3897,14.9089,107.5553,2.76,5.0,False
2023-24,1630166,Deni Avdija,1610612764,75,294,422,36,5.6267,69.6682,64.6777,4.9905,-21.06,2257.5,4936,8.5494,-42.1199,-0.8533,19.0,False
2023-24,1627734,Domantas Sabonis,1610612758,82,357,562,48,6.8537,63.5231,64.6777,-1.1546,6.4889,2927.4,6085,9.2358,12.9777,0.2133,7.0,False
2023-24,1630596,Evan Mobley,1610612739,50,209,358,72,7.16,58.3799,64.6777,-6.2978,22.5463,1530.0,3209,11.1561,45.0926,1.4052,27.0,False
2023-24,1628392,Isaiah Hartenstein,1610612752,75,230,438,85,5.84,52.5114,64.6777,-12.1663,53.2885,1897.5,3876,11.3003,106.5769,2.7497,16.0,False
2023-24,1627826,Ivica Zubac,1610612746,67,189,381,82,5.6866,49.6063,64.6777,-15.0714,57.4222,1795.2,3628,10.5017,114.8443,3.1655,23.0,False
2023-24,1628991,Jaren Jackson Jr.,1610612763,66,222,396,106,6.0,56.0606,64.6777,-8.6171,34.1238,2125.2,4418,8.9633,68.2477,1.5448,22.0,False
2023-24,1628386,Jarrett Allen,1610612739,77,309,553,81,7.1818,55.877,64.6777,-8.8007,48.6679,2440.9,5002,11.0556,97.3357,1.9459,10.0,False
2023-24,1628381,John Collins,1610612762,67,220,349,61,5.209,63.0372,64.6777,-1.6405,5.7253,1904.0,4010,8.7032,11.4506,0.2856,28.0,False
2023-24,202685,Jonas Valanciunas,1610612740,81,268,402,65,4.963,66.6667,64.6777,1.9889,-7.9955,1927.0,3959,10.1541,-15.991,-0.4039,20.0,False
2023-24,203994,Jusuf Nurkić,1610612756,75,289,492,79,6.56,58.7398,64.6777,-5.9379,29.2145,2074.8,4327,11.3705,58.4289,1.3503,11.0,False
2023-24,204001,Kristaps Porziņģis,1610612738,57,222,426,111,7.4737,52.1127,64.6777,-12.5651,53.5271,1687.2,3549,12.0034,107.0543,3.0165,18.0,False
2023-24,1626167,Myles Turner,1610612754,77,379,645,144,8.3766,58.7597,64.6777,-5.918,38.1714,2079.0,4432,14.5532,76.3428,1.7225,3.0,False
2023-24,1629651,Nic Claxton,1610612751,68,262,482,141,7.0882,54.3568,64.6777,-10.3209,49.7467,2115.8,4323,11.1497,99.4934,2.3015,13.0,False
2023-24,1630208,Nick Richards,1610612766,66,225,359,73,5.4394,62.6741,64.6777,-2.0036,7.1931,1755.4,3572,10.0504,14.3861,0.4027,26.0,False
2023-24,203999,Nikola Jokić,1610612743,77,379,586,64,7.6104,64.6758,64.6777,-0.002,0.0115,2733.4,5599,10.4662,0.023,0.0004,4.0,False
2023-24,202696,Nikola Vučević,1610612741,75,299,459,60,6.12,65.1416,64.6777,0.4639,-2.1292,2606.8,5287,8.6817,-4.2584,-0.0805,14.0,False
2023-24,1631094,Paolo Banchero,1610612753,80,242,365,47,4.5625,66.3014,64.6777,1.6236,-5.9263,2800.0,5727,6.3733,-11.8525,-0.207,25.0,False
2023-24,1630194,Paul Reed,1610612755,81,242,400,82,4.9383,60.5,64.6777,-4.1777,16.7109,1590.8,3221,12.4185,33.4219,1.0376,21.0,False
2023-24,1630173,Precious Achiuwa,1610612752,74,207,341,68,4.6081,60.7038,64.6777,-3.9739,13.5511,1620.6,3255,10.4762,27.1021,0.8326,30.0,False
2023-24,203497,Rudy Gobert,1610612750,76,290,558,162,7.3421,51.9713,64.6777,-12.7064,70.9018,2591.6,5248,10.6326,141.8035,2.702,8.0,False
2023-24,1630567,Scottie Barnes,1610612761,60,241,369,88,6.15,65.3117,64.6777,0.6339,-2.3392,2094.0,4413,8.3617,-4.6783,-0.106,24.0,False
2023-24,1641705,Victor Wembanyama,1610612759,71,298,563,254,7.9296,52.9307,64.6777,-11.747,66.1356,2108.7,4539,12.4036,132.2713,2.9141,6.0,False
2023-24,1628380,Zach Collins,1610612759,68,252,432,51,6.3529,58.3333,64.6777,-6.3444,27.4078,1524.9,3247,13.3046,54.8156,1.6882,17.0,False
2024-25,201572,Brook Lopez,1610612749,80,261,473,148,5.9125,55.1797,63.0084,-7.8287,37.0299,2544.0,5325,8.8826,74.0599,1.3908,3.0,False
2024-25,202696,Nikola Vučević,1610612741,73,251,391,52,5.3562,64.1944,63.0084,1.1859,-4.637,2277.6,4950,7.899,-9.274,-0.1874,9.0,False
2024-25,203497,Rudy Gobert,1610612750,72,196,386,104,5.3611,50.7772,63.0084,-12.2312,47.2126,2390.4,4858,7.9457,94.4252,1.9437,10.0,False
2024-25,203999,Nikola Jokić,1610612743,70,272,399,45,5.7,68.1704,63.0084,5.162,-20.5963,2569.0,5471,7.293,-41.1926,-0.7529,7.0,False
2024-25,1626157,Karl-Anthony Towns,1610612752,72,228,352,50,4.8889,64.7727,63.0084,1.7643,-6.2103,2520.0,5215,6.7498,-12.4205,-0.2382,14.0,False
2024-25,1626167,Myles Turner,1610612754,72,260,476,144,6.6111,54.6218,63.0084,-8.3866,39.9202,2174.4,4533,10.5008,79.8404,1.7613,2.0,False
2024-25,1627734,Domantas Sabonis,1610612758,70,229,365,26,5.2143,62.7397,63.0084,-0.2687,0.9808,2429.0,5054,7.222,1.9616,0.0388,13.0,False
2024-25,1627751,Jakob Poeltl,1610612761,57,187,317,71,5.5614,58.9905,63.0084,-4.0179,12.7368,1687.2,3557,8.912,25.4735,0.7162,16.0,False
2024-25,1627783,Pascal Siakam,1610612754,78,173,285,42,3.6538,60.7018,63.0084,-2.3067,6.5741,2550.6,5390,5.2876,13.1481,0.2439,21.0,False
2024-25,1627824,Guerschon Yabusele,1610612755,70,195,276,24,3.9429,70.6522,63.0084,7.6437,-21.0967,1897.0,3842,7.1838,-42.1934,-1.0982,24.0,False
2024-25,1627826,Ivica Zubac,1610612746,80,260,464,90,5.8,56.0345,63.0084,-6.974,32.3592,2624.0,5392,8.6053,64.7184,1.2003,5.0,False
2024-25,1628386,Jarrett Allen,1610612739,82,211,395,73,4.8171,53.4177,63.0084,-9.5907,37.8834,2296.0,4853,8.1393,75.7667,1.5612,8.0,False
2024-25,1628389,Bam Adebayo,1610612748,78,172,271,53,3.4744,63.4686,63.0084,0.4602,-1.2471,2675.4,5414,5.0055,-2.4942,-0.0461,28.0,False
2024-25,1628401,Derrick White,1610612738,76,159,277,80,3.6447,57.4007,63.0084,-5.6077,15.5334,2576.4,5251,5.2752,31.0668,0.5916,23.0,False
2024-25,1628404,Josh Hart,1610612752,77,188,282,27,3.6623,66.6667,63.0084,3.6582,-10.3162,2895.2,5898,4.7813,-20.6324,-0.3498,22.0,False
2024-25,1628991,Jaren Jackson Jr.,1610612763,74,139,287,113,3.8784,48.4321,63.0084,-14.5764,41.8342,2205.2,4863,5.9017,83.6685,1.7205,20.0,False
2024-25,1629651,Nic Claxton,1610612751,70,167,314,100,4.4857,53.1847,63.0084,-9.8237,30.8465,1883.0,3811,8.2393,61.693,1.6188,17.0,False
2024-25,1629675,Naz Reid,1610612750,80,164,273,72,3.4125,60.0733,63.0084,-2.9352,8.0131,2200.0,4554,5.9947,16.0261,0.3519,27.0,False
2024-25,1630168,Onyeka Okongwu,1610612737,74,182,303,68,4.0946,60.066,63.0084,-2.9424,8.9156,2064.6,4489,6.7498,17.8312,0.3972,19.0,False
2024-25,1630567,Scottie Barnes,1610612761,65,157,271,63,4.1692,57.9336,63.0084,-5.0749,13.7529,2132.0,4554,5.9508,27.5058,0.604,28.0,False
2024-25,1630578,Alperen Sengun,1610612745,76,272,469,61,6.1711,57.9957,63.0084,-5.0127,23.5096,2394.0,4978,9.4215,47.0192,0.9445,4.0,False
2024-25,1630596,Evan Mobley,1610612739,71,218,384,113,5.4085,56.7708,63.0084,-6.2376,23.9524,2165.5,4609,8.3315,47.9049,1.0394,11.0,False
2024-25,1631099,Keegan Murray,1610612758,76,159,276,69,3.6316,57.6087,63.0084,-5.3997,14.9033,2606.8,5428,5.0847,29.8066,0.5491,24.0,False
2024-25,1631105,Jalen Duren,1610612765,78,200,320,89,4.1026,62.5,63.0084,-0.5084,1.627,2035.8,4278,7.4801,3.254,0.0761,15.0,False
2024-25,1631117,Walker Kessler,1610612762,58,186,372,138,6.4138,50.0,63.0084,-13.0084,48.3914,1740.0,3656,10.1751,96.7828,2.6472,12.0,False
2024-25,1641705,Victor Wembanyama,1610612759,46,133,311,176,6.7609,42.7653,63.0084,-20.2432,62.9563,1527.2,3222,9.6524,125.9125,3.9079,18.0,False
2024-25,1641739,Toumani Camara,1610612757,78,181,274,50,3.5128,66.0584,63.0084,3.0499,-8.3569,2550.6,5267,5.2022,-16.7137,-0.3173,26.0,False
2024-25,1642259,Alex Sarr,1610612764,67,289,483,101,7.209,59.8344,63.0084,-3.1741,15.3308,1815.7,3939,12.262,30.6616,0.7784,1.0,False
2024-25,1642271,Kyle Filipowski,1610612762,72,190,271,22,3.7639,70.1107,63.0084,7.1023,-19.2471,1519.2,3248,8.3436,-38.4942,-1.1852,28.0,False
2024-25,1642274,Yves Missi,1610612740,73,241,404,98,5.5342,59.6535,63.0084,-3.355,13.5541,1956.4,4069,9.9287,27.1082,0.6662,6.0,False
2025-26,1630578,Alperen Sengun,1610612745,72,264,419,77,5.8194,63.0072,63.606,-0.5989,2.5092,2397.6,4914,8.5267,5.0184,0.1021,2.0,False
2025-26,201572,Brook Lopez,1610612746,75,145,291,87,3.88,49.8282,63.606,-13.7778,40.0935,1635.0,3333,8.7309,80.187,2.4059,24.0,False
2025-26,1631096,Chet Holmgren,1610612760,69,167,360,131,5.2174,46.3889,63.606,-17.2171,61.9817,1994.1,4207,8.5572,123.9633,2.9466,9.0,False
2025-26,1642843,Cooper Flagg,1610612742,70,170,290,64,4.1429,58.6207,63.606,-4.9853,14.4574,2345.0,5026,5.77,28.9149,0.5753,25.0,False
2025-26,1629028,Deandre Ayton,1610612747,72,177,303,70,4.2083,58.4158,63.606,-5.1902,15.7262,1958.4,4060,7.4631,31.4525,0.7747,19.0,False
2025-26,1642852,Derik Queen,1610612740,81,249,416,74,5.1358,59.8558,63.606,-3.7502,15.601,2025.0,4350,9.5632,31.2021,0.7173,4.0,False
2025-26,1642270,Donovan Clingan,1610612757,77,247,470,130,6.1039,52.5532,63.606,-11.0528,51.9483,2094.4,4447,10.5689,103.8965,2.3363,1.0,False
2025-26,1630596,Evan Mobley,1610612739,65,168,345,113,5.3077,48.6957,63.606,-14.9104,51.4408,2073.5,4391,7.857,102.8815,2.343,12.0,False
2025-26,1631095,Jabari Smith Jr.,1610612745,77,153,275,71,3.5714,55.6364,63.606,-7.9697,21.9165,2702.7,5501,4.9991,43.8331,0.7968,30.0,False
2025-26,1630183,Jaden McDaniels,1610612750,73,165,292,73,4.0,56.5068,63.606,-7.0992,20.7296,2314.1,4908,5.9495,41.4591,0.8447,22.0,False
2025-26,1631105,Jalen Duren,1610612765,70,170,284,59,4.0571,59.8592,63.606,-3.7469,10.6411,1974.0,4145,6.8516,21.2822,0.5134,26.0,False
2025-26,1630643,Jay Huff,1610612754,82,215,418,153,5.0976,51.4354,63.606,-12.1706,50.8731,1722.0,3680,11.3587,101.7463,2.7648,3.0,False
2025-26,1642276,Kel'el Ware,1610612748,77,205,330,84,4.2857,62.1212,63.606,-1.4848,4.8999,1701.7,3731,8.8448,9.7997,0.2627,13.0,False
2025-26,1642271,Kyle Filipowski,1610612762,77,214,298,39,3.8701,71.8121,63.606,8.2061,-24.4541,1801.8,3906,7.6293,-48.9081,-1.2521,20.0,False
2025-26,1641824,Matas Buzelis,1610612741,77,225,369,116,4.7922,60.9756,63.606,-2.6304,9.7062,2248.4,4883,7.5568,19.4124,0.3976,8.0,False
2025-26,1642875,Maxime Raynaud,1610612758,74,216,329,39,4.4459,65.6535,63.606,2.0475,-6.7362,1961.0,4145,7.9373,-13.4724,-0.325,15.0,False
2025-26,1631217,Moussa Diabaté,1610612766,73,232,376,72,5.1507,61.7021,63.606,-1.9039,7.1586,1898.0,3843,9.784,14.3172,0.3726,7.0,False
2025-26,1626167,Myles Turner,1610612749,71,201,353,115,4.9718,56.9405,63.606,-6.6655,23.5292,1909.9,4011,8.8008,47.0585,1.1732,11.0,False
2025-26,1629674,Neemias Queta,1610612738,76,168,330,100,4.3421,50.9091,63.606,-12.6969,41.8999,1922.8,3846,8.5803,83.7997,2.1789,13.0,False
2025-26,1629651,Nic Claxton,1610612751,69,175,305,77,4.4203,57.377,63.606,-6.229,18.9983,1918.2,3932,7.7569,37.9967,0.9663,18.0,False
2025-26,203999,Nikola Jokić,1610612743,65,257,393,53,6.0462,65.3944,63.606,1.7884,-7.0284,2262.0,4854,8.0964,-14.0567,-0.2896,6.0,False
2025-26,202696,Nikola Vučević,1610612738,64,190,295,41,4.6094,64.4068,63.606,0.8008,-2.3623,1817.6,3874,7.6149,-4.7245,-0.122,21.0,False
2025-26,1641730,Noah Clowney,1610612751,66,181,278,45,4.2121,65.1079,63.606,1.5019,-4.1753,1782.0,3647,7.6227,-8.3506,-0.229,29.0,False
2025-26,1630168,Onyeka Okongwu,1610612737,74,205,321,79,4.3378,63.8629,63.606,0.2569,-0.8247,2294.0,4998,6.4226,-1.6494,-0.033,16.0,False
2025-26,1642345,Oso Ighodaro,1610612756,82,150,281,57,3.4268,53.3808,63.606,-10.2252,28.7329,1812.2,3696,7.6028,57.4658,1.5548,28.0,False
2025-26,1631094,Paolo Banchero,1610612753,72,186,282,40,3.9167,65.9574,63.606,2.3514,-6.631,2498.4,5265,5.3561,-13.2621,-0.2519,27.0,False
2025-26,203497,Rudy Gobert,1610612750,76,221,410,124,5.3947,53.9024,63.606,-9.7036,39.7847,2378.8,5023,8.1625,79.5693,1.5841,5.0,False
2025-26,1630567,Scottie Barnes,1610612761,80,215,359,116,4.4875,59.8886,63.606,-3.7174,13.3456,2680.0,5645,6.3596,26.6912,0.4728,10.0,False
2025-26,1641705,Victor Wembanyama,1610612759,64,155,317,197,4.9531,48.8959,63.606,-14.7101,46.6311,1868.8,3977,7.9708,93.2621,2.345,17.0,False
2025-26,1628976,Wendell Carter Jr.,1610612753,78,171,292,49,3.7436,58.5616,63.606,-5.0444,14.7296,2285.4,4838,6.0356,29.4591,0.6089,22.0,False
