season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2020-21,203897,Zach LaVine,CHI,58,2033.6266666666668,1591,569,1123,0.507
