season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2023-24,203897,Zach LaVine,CHI,25,871.8616666666667,487,170,376,0.452
