season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2019-20,203897,Zach LaVine,CHI,60,2085.41,1530,539,1199,0.45
