season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2024-25,203897,Zach LaVine,SAC,42,1432.0216666666668,1007,363,710,0.511
