season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2021-22,203897,Zach LaVine,CHI,67,2328.0783333333334,1635,565,1186,0.476
