season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2018-19,203897,Zach LaVine,CHI,63,2170.855,1492,530,1135,0.467
