season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2017-18,203897,Zach LaVine,CHI,24,656.2866666666666,401,136,355,0.383
