season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2016-17,202710,Jimmy Butler III,CHI,76,2808.9566666666665,1816,570,1252,0.455
