season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2013-14,202710,Jimmy Butler III,CHI,67,2590.4933333333333,878,275,693,0.397
